Filename,33000x_m.tif,17500x_j.tif,9700x_m.tif,9700x_m.tif,9700x_m.tif,7400x_r.tif,7400x_l.tif,7400x_k.tif
C1181,98.958,0.000,0.000,0.000,0.000,132.601,0.000,0.000
C1182,99.184,0.000,0.000,0.000,0.000,131.915,0.000,0.000
C1183,99.410,0.000,0.000,0.000,0.000,131.229,0.000,0.000
C1184,99.637,0.000,0.000,0.000,0.000,130.544,0.000,0.000
C1185,99.863,0.000,0.000,0.000,0.000,129.858,0.000,0.000
C1186,100.089,0.000,0.000,0.000,0.000,129.172,0.000,0.000
C1187,100.315,0.000,0.000,0.000,0.000,128.487,0.000,0.000
C1188,100.541,0.000,0.000,0.000,0.000,127.801,0.000,0.000
C1189,100.768,0.000,0.000,0.000,0.000,127.116,0.000,0.000
C1190,100.994,0.000,0.000,0.000,0.000,126.430,0.000,0.000
C1191,101.220,0.000,0.000,0.000,0.000,125.744,0.000,0.000
C1192,101.446,0.000,0.000,0.000,0.000,125.059,0.000,0.000
C1193,101.673,0.000,0.000,0.000,0.000,124.373,0.000,0.000
C1194,101.899,0.000,0.000,0.000,0.000,123.687,0.000,0.000
C1195,102.125,0.000,0.000,0.000,0.000,123.002,0.000,0.000
C1196,102.351,0.000,0.000,0.000,0.000,122.316,0.000,0.000
C1197,102.578,0.000,0.000,0.000,0.000,121.630,0.000,0.000
C1198,102.804,0.000,0.000,0.000,0.000,120.945,0.000,0.000
C1199,103.030,0.000,0.000,0.000,0.000,120.259,0.000,0.000
C1200,103.256,0.000,0.000,0.000,0.000,119.573,0.000,0.000
C1201,103.483,0.000,0.000,0.000,0.000,118.888,0.000,0.000
C1202,103.709,0.000,0.000,0.000,0.000,118.202,0.000,0.000
C1203,103.935,0.000,0.000,0.000,0.000,117.517,0.000,0.000
C1204,104.161,0.000,0.000,0.000,0.000,116.831,0.000,0.000
C1205,104.388,0.000,0.000,0.000,0.000,116.145,0.000,0.000
C1206,104.614,0.000,0.000,0.000,0.000,115.460,0.000,0.000
C1207,104.840,0.000,0.000,0.000,0.000,114.774,0.000,0.000
C1208,105.066,0.000,0.000,0.000,0.000,114.088,0.000,0.000
C1209,105.292,0.000,0.000,0.000,0.000,113.403,0.000,0.000
C1210,105.519,0.000,0.000,0.000,0.000,112.717,0.000,0.000
C1211,105.745,0.000,0.000,0.000,0.000,112.031,0.000,0.000
C1212,105.971,0.000,0.000,0.000,0.000,111.346,0.000,0.000
C1213,106.197,0.000,0.000,0.000,0.000,110.660,0.000,0.000
C1214,106.424,0.000,0.000,0.000,0.000,109.975,0.000,0.000
C1215,106.650,0.000,0.000,0.000,0.000,109.289,0.000,0.000
C1216,106.876,0.000,0.000,0.000,0.000,108.603,0.000,0.000
C1217,107.102,0.000,0.000,0.000,0.000,108.542,0.000,0.000
C1218,107.329,0.000,0.000,0.000,0.000,109.019,0.000,0.000
C1219,107.555,0.000,0.000,0.000,0.000,109.496,0.000,0.000
C1220,107.781,0.000,0.000,0.000,0.000,109.974,0.000,0.000
C1221,108.007,0.000,0.000,0.000,0.000,110.451,0.000,0.000
C1222,108.234,0.000,0.000,0.000,0.000,110.928,0.000,0.000
C1223,108.460,0.000,0.000,0.000,0.000,111.406,0.000,0.000
C1224,108.686,0.000,0.000,0.000,0.000,111.883,0.000,0.000
C1225,108.912,0.000,0.000,0.000,0.000,112.360,0.000,0.000
C1226,109.138,0.000,0.000,0.000,0.000,112.838,0.000,0.000
C1227,109.365,0.000,0.000,0.000,0.000,113.315,0.000,0.000
C1228,109.591,0.000,0.000,0.000,0.000,113.792,0.000,0.000
C1229,109.817,0.000,0.000,0.000,0.000,114.270,0.000,0.000
C1230,110.043,0.000,0.000,0.000,0.000,114.747,0.000,0.000
C1231,110.270,0.000,0.000,0.000,0.000,115.225,0.000,0.000
C1232,110.496,0.000,0.000,0.000,0.000,115.702,0.000,0.000
C1233,110.722,0.000,0.000,0.000,0.000,116.179,0.000,0.000
C1234,110.948,0.000,0.000,0.000,0.000,116.657,0.000,0.000
C1235,111.175,0.000,0.000,0.000,0.000,117.134,0.000,0.000
C1236,111.401,0.000,0.000,0.000,0.000,117.611,0.000,0.000
C1237,111.627,0.000,0.000,0.000,0.000,118.089,0.000,0.000
C1238,111.853,0.000,0.000,0.000,0.000,118.566,0.000,0.000
C1239,112.080,0.000,0.000,0.000,0.000,119.043,0.000,0.000
C1240,112.306,0.000,0.000,0.000,0.000,119.521,0.000,0.000
C1241,112.532,0.000,0.000,0.000,0.000,119.998,0.000,0.000
C1242,112.758,0.000,0.000,0.000,0.000,120.475,0.000,0.000
C1243,112.985,0.000,0.000,0.000,0.000,120.953,0.000,0.000
C1244,113.211,0.000,0.000,0.000,0.000,121.430,0.000,0.000
C1245,113.437,0.000,0.000,0.000,0.000,121.907,0.000,0.000
C1246,113.663,0.000,0.000,0.000,0.000,122.385,0.000,0.000
C1247,113.889,0.000,0.000,0.000,0.000,122.862,0.000,0.000
C1248,114.116,0.000,0.000,0.000,0.000,123.339,0.000,0.000
C1249,114.342,0.000,0.000,0.000,0.000,123.817,0.000,0.000
C1250,114.568,0.000,0.000,0.000,0.000,124.494,0.000,0.000
C1251,114.794,0.000,0.000,0.000,0.000,126.057,0.000,0.000
C1252,115.021,0.000,0.000,0.000,0.000,127.620,0.000,0.000
C1253,115.247,0.000,0.000,0.000,0.000,129.183,0.000,0.000
C1254,115.473,0.000,0.000,0.000,0.000,130.746,0.000,0.000
C1255,115.699,0.000,0.000,0.000,0.000,132.308,0.000,0.000
C1256,115.926,0.000,0.000,0.000,0.000,133.871,0.000,0.000
C1257,116.152,0.000,0.000,0.000,0.000,135.434,0.000,0.000
C1258,116.378,0.000,0.000,0.000,0.000,136.997,0.000,0.000
C1259,116.604,0.000,0.000,0.000,0.000,138.560,0.000,0.000
C1260,116.831,0.000,0.000,0.000,0.000,140.123,0.000,0.000
C1261,117.057,0.000,0.000,0.000,0.000,141.686,0.000,0.000
C1262,117.283,0.000,0.000,0.000,0.000,143.249,0.000,0.000
C1263,117.509,0.000,0.000,0.000,0.000,144.812,0.000,0.000
C1264,117.735,0.000,0.000,0.000,0.000,146.375,0.000,0.000
C1265,117.962,0.000,0.000,0.000,0.000,147.321,0.000,0.000
C1266,118.188,0.000,0.000,0.000,0.000,146.891,0.000,0.000
C1267,118.414,0.000,0.000,0.000,0.000,146.461,0.000,0.000
C1268,118.640,0.000,0.000,0.000,0.000,146.030,0.000,0.000
C1269,118.867,0.000,0.000,0.000,0.000,145.600,0.000,0.000
C1270,119.093,0.000,0.000,0.000,0.000,145.170,0.000,0.000
C1271,119.319,0.000,0.000,0.000,0.000,144.739,0.000,0.000
C1272,119.545,0.000,0.000,0.000,0.000,144.309,0.000,0.000
C1273,119.772,0.000,0.000,0.000,0.000,143.879,0.000,0.000
C1274,119.998,0.000,0.000,0.000,0.000,143.448,0.000,0.000
C1275,120.224,0.000,0.000,0.000,0.000,143.018,0.000,0.000
C1276,120.450,0.000,0.000,0.000,0.000,142.588,0.000,0.000
C1277,120.677,0.000,0.000,0.000,0.000,142.157,0.000,0.000
C1278,120.903,0.000,0.000,0.000,0.000,141.727,0.000,0.000
C1279,121.129,0.000,0.000,0.000,0.000,141.297,0.000,0.000
C1280,121.355,0.000,0.000,0.000,0.000,140.866,0.000,0.000
C1281,121.582,0.000,0.000,0.000,0.000,140.436,0.000,0.000
C1282,121.808,0.000,0.000,0.000,0.000,140.006,0.000,0.000
C1283,122.034,0.000,0.000,0.000,0.000,139.575,0.000,0.000
C1284,122.260,0.000,0.000,0.000,0.000,139.145,0.000,0.000
C1285,122.486,0.000,0.000,0.000,0.000,138.715,0.000,0.000
C1286,122.713,0.000,0.000,0.000,0.000,138.284,0.000,0.000
C1287,122.939,0.000,0.000,0.000,0.000,137.854,0.000,0.000
C1288,123.165,0.000,0.000,0.000,0.000,137.424,0.000,0.000
C1289,123.391,0.000,0.000,0.000,0.000,136.993,0.000,0.000
C1290,123.618,0.000,0.000,0.000,0.000,136.563,0.000,0.000
C1291,123.844,0.000,0.000,0.000,0.000,136.133,0.000,0.000
C1292,124.070,0.000,0.000,0.000,0.000,135.702,0.000,0.000
C1293,124.296,0.000,0.000,0.000,0.000,135.272,0.000,0.000
C1294,124.523,0.000,0.000,0.000,0.000,134.842,0.000,0.000
C1295,124.749,0.000,0.000,0.000,0.000,134.411,0.000,0.000
C1296,124.975,0.000,0.000,0.000,0.000,133.981,0.000,0.000
C1297,125.201,0.000,0.000,0.000,0.000,133.551,0.000,0.000
C1298,125.428,0.000,0.000,0.000,0.000,133.120,0.000,0.000
C1299,125.654,0.000,0.000,0.000,0.000,132.690,0.000,0.000
C1300,125.880,0.000,0.000,0.000,0.000,132.260,0.000,0.000
C1301,126.106,0.000,0.000,0.000,0.000,131.829,0.000,0.000
C1302,126.333,0.000,0.000,0.000,0.000,131.399,0.000,0.000
C1303,126.559,0.000,0.000,0.000,0.000,130.969,0.000,0.000
C1304,126.785,0.000,0.000,0.000,0.000,130.538,0.000,0.000
C1305,127.011,0.000,0.000,0.000,0.000,130.108,0.000,0.000
C1306,127.237,0.000,0.000,0.000,0.000,129.678,0.000,0.000
C1307,127.349,0.000,0.000,0.000,0.000,129.247,0.000,0.000
C1308,127.365,0.000,0.000,0.000,0.000,128.817,0.000,0.000
C1309,127.380,0.000,0.000,0.000,0.000,128.387,0.000,0.000
C1310,127.395,0.000,0.000,0.000,0.000,127.956,0.000,0.000
C1311,127.410,0.000,0.000,0.000,0.000,127.526,0.000,0.000
C1312,127.426,0.000,0.000,0.000,0.000,127.096,0.000,0.000
C1313,127.441,0.000,0.000,0.000,0.000,126.665,0.000,0.000
C1314,127.456,0.000,0.000,0.000,0.000,126.235,0.000,0.000
C1315,127.471,0.000,0.000,0.000,0.000,125.805,0.000,0.000
C1316,127.487,0.000,0.000,0.000,0.000,125.374,0.000,0.000
C1317,127.502,0.000,0.000,0.000,0.000,124.944,0.000,0.000
C1318,127.517,0.000,0.000,0.000,0.000,124.514,0.000,0.000
C1319,127.532,0.000,0.000,0.000,0.000,124.083,0.000,0.000
C1320,127.548,0.000,0.000,0.000,0.000,123.653,0.000,0.000
C1321,127.563,0.000,0.000,0.000,0.000,123.223,0.000,0.000
C1322,127.578,0.000,0.000,0.000,0.000,122.792,0.000,0.000
C1323,127.594,0.000,0.000,0.000,0.000,122.362,0.000,0.000
C1324,127.609,0.000,0.000,0.000,0.000,121.932,0.000,0.000
C1325,127.624,0.000,0.000,0.000,0.000,121.501,0.000,0.000
C1326,127.639,0.000,0.000,0.000,0.000,121.071,0.000,0.000
C1327,127.655,0.000,0.000,0.000,0.000,120.641,0.000,0.000
C1328,127.670,0.000,0.000,0.000,0.000,120.210,0.000,0.000
C1329,127.685,0.000,0.000,0.000,0.000,119.780,0.000,0.000
C1330,127.700,0.000,0.000,0.000,0.000,119.350,0.000,0.000
C1331,127.716,0.000,0.000,0.000,0.000,118.920,0.000,0.000
C1332,127.731,0.000,0.000,0.000,0.000,118.489,0.000,0.000
C1333,127.746,0.000,0.000,0.000,0.000,118.059,0.000,0.000
C1334,127.762,0.000,0.000,0.000,0.000,117.629,0.000,0.000
C1335,127.777,0.000,0.000,0.000,0.000,117.198,0.000,0.000
C1336,127.792,0.000,0.000,0.000,0.000,116.768,0.000,0.000
C1337,127.807,0.000,0.000,0.000,0.000,116.875,0.000,0.000
C1338,127.823,0.000,0.000,0.000,0.000,117.129,0.000,0.000
C1339,127.838,0.000,0.000,0.000,0.000,117.383,0.000,0.000
C1340,127.853,0.000,0.000,0.000,0.000,117.637,0.000,0.000
C1341,127.868,0.000,0.000,0.000,0.000,117.891,0.000,0.000
C1342,127.884,0.000,0.000,0.000,0.000,118.145,0.000,0.000
C1343,127.899,0.000,0.000,0.000,0.000,120.759,0.000,0.000
C1344,127.914,0.000,0.000,0.000,0.000,124.440,0.000,0.000
C1345,127.929,0.000,0.000,0.000,0.000,128.122,0.000,0.000
C1346,127.945,0.000,0.000,0.000,0.000,131.803,0.000,0.000
C1347,127.960,0.000,0.000,0.000,0.000,135.485,0.000,0.000
C1348,127.975,0.000,0.000,0.000,0.000,139.166,0.000,0.000
C1349,127.991,0.000,0.000,0.000,0.000,142.847,0.000,0.000
C1350,128.006,0.000,0.000,0.000,0.000,146.529,0.000,0.000
C1351,128.021,0.000,0.000,0.000,0.000,150.210,0.000,0.000
C1352,128.036,0.000,0.000,0.000,0.000,153.891,0.000,0.000
C1353,128.052,0.000,0.000,0.000,0.000,157.573,0.000,0.000
C1354,128.067,0.000,0.000,0.000,0.000,161.254,0.000,0.000
C1355,128.082,0.000,0.000,0.000,0.000,164.936,0.000,0.000
C1356,128.097,0.000,0.000,0.000,0.000,168.617,0.000,0.000
C1357,128.113,0.000,0.000,0.000,0.000,172.298,0.000,0.000
C1358,128.128,0.000,0.000,0.000,0.000,175.980,0.000,0.000
C1359,128.143,0.000,0.000,0.000,0.000,179.661,0.000,0.000
C1360,128.158,0.000,0.000,0.000,0.000,183.343,0.000,0.000
C1361,128.174,0.000,0.000,0.000,0.000,187.024,0.000,0.000
C1362,128.189,0.000,0.000,0.000,0.000,190.705,0.000,0.000
C1363,128.204,0.000,0.000,0.000,0.000,194.387,0.000,0.000
C1364,128.220,0.000,0.000,0.000,0.000,198.068,0.000,0.000
C1365,128.235,0.000,0.000,0.000,0.000,197.222,0.000,0.000
C1366,128.250,0.000,0.000,0.000,0.000,195.529,0.000,0.000
C1367,128.265,0.000,0.000,0.000,0.000,193.836,0.000,0.000
C1368,128.281,0.000,0.000,0.000,0.000,192.142,0.000,0.000
C1369,128.296,0.000,0.000,0.000,0.000,190.449,0.000,0.000
C1370,128.311,0.000,0.000,0.000,0.000,188.756,0.000,0.000
C1371,128.326,0.000,0.000,0.000,0.000,187.062,0.000,0.000
C1372,128.342,0.000,0.000,0.000,0.000,185.369,0.000,0.000
C1373,128.357,0.000,0.000,0.000,0.000,183.676,0.000,0.000
C1374,128.372,0.000,0.000,0.000,0.000,181.982,0.000,0.000
C1375,128.387,0.000,0.000,0.000,0.000,180.289,0.000,0.000
C1376,128.403,0.000,0.000,0.000,0.000,178.596,0.000,0.000
C1377,128.418,0.000,0.000,0.000,0.000,176.902,0.000,0.000
C1378,128.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1379,128.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1380,128.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1381,128.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1382,128.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1383,128.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1384,128.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1385,128.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1386,128.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1387,128.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1388,128.586,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1389,128.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1390,128.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1391,128.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1392,128.647,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1393,128.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1394,128.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1395,128.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1396,128.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1397,128.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1398,128.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1399,128.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1400,128.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1401,128.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1402,128.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1403,128.815,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1404,128.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1405,128.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1406,128.861,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1407,128.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1408,128.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1409,128.907,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1410,128.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1411,128.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1412,128.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1413,128.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1414,128.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1415,128.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1416,129.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1417,129.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1418,129.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1419,129.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1420,129.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1421,129.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1422,129.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1423,129.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1424,129.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1425,129.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1426,129.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1427,129.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1428,129.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1429,129.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1430,129.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1431,129.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1432,129.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1433,129.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1434,129.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1435,129.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1436,129.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1437,129.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1438,129.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1439,129.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1440,129.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1441,129.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1442,129.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1443,129.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1444,129.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1445,129.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1446,129.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1447,129.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1448,129.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1449,129.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1450,129.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1451,129.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1452,129.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1453,129.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1454,129.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1455,129.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1456,129.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1457,129.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000
C1458,129.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000
