Filename,33000x_m.tif,17500x_j.tif,9700x_m.tif,9700x_m.tif,9700x_m.tif,7400x_r.tif,7400x_l.tif,7400x_k.tif
C392,101.828,0.038,139.610,0.000,0.000,147.946,185.743,149.802
C393,101.702,0.038,140.019,0.000,0.000,148.110,185.788,149.338
C394,101.576,0.038,140.283,0.000,0.000,148.275,185.832,148.873
C395,101.451,0.038,139.723,0.000,0.000,148.439,185.876,148.409
C396,101.325,0.038,139.164,0.000,0.000,148.603,185.921,147.945
C397,101.199,0.038,138.604,0.000,0.000,148.768,185.965,147.480
C398,101.073,0.038,138.044,0.000,0.000,148.932,186.010,147.016
C399,100.947,0.038,137.484,0.000,0.000,149.097,186.054,146.551
C400,100.821,0.039,136.924,0.000,0.000,149.261,186.098,146.087
C401,100.696,0.039,136.364,0.000,0.000,149.426,186.143,145.623
C402,100.570,0.039,135.804,0.000,0.000,149.590,186.187,145.158
C403,100.444,0.039,135.244,0.000,0.000,149.755,186.232,144.694
C404,100.318,0.039,134.684,0.000,0.000,149.919,186.276,144.229
C405,100.192,0.039,134.124,0.000,0.000,150.084,186.320,143.765
C406,100.066,0.040,133.564,0.000,0.000,150.248,186.365,143.301
C407,99.941,0.040,133.005,0.000,0.000,150.413,186.409,142.836
C408,99.815,0.040,132.445,0.000,0.000,150.577,186.453,142.372
C409,99.689,0.040,131.885,0.000,0.000,150.742,186.498,141.907
C410,99.563,0.040,131.325,0.000,0.000,150.906,186.542,141.443
C411,99.437,0.040,130.765,0.000,0.000,151.071,186.587,140.979
C412,99.311,0.040,130.205,0.000,0.000,151.235,186.631,140.514
C413,99.186,0.040,129.645,0.000,0.000,151.399,186.675,140.050
C414,99.060,0.040,129.085,0.000,0.000,151.564,186.720,139.585
C415,98.934,0.040,128.525,0.000,0.000,151.728,186.764,139.121
C416,98.808,0.040,127.965,0.000,0.000,151.893,186.809,138.657
C417,98.682,0.040,127.405,0.000,0.000,152.057,186.853,138.192
C418,98.556,0.041,126.846,0.000,0.000,152.222,186.635,137.728
C419,98.431,0.041,126.286,0.000,0.000,152.386,186.215,137.263
C420,98.305,0.041,125.726,0.000,0.000,152.551,185.796,136.799
C421,98.179,0.041,125.166,0.000,0.000,152.715,185.376,136.619
C422,98.053,0.041,124.606,0.000,0.000,152.880,184.957,136.649
C423,97.927,0.041,124.046,0.000,0.000,153.385,184.537,136.679
C424,97.801,0.041,123.486,0.000,0.000,153.998,184.117,136.708
C425,97.676,0.041,122.926,0.000,0.000,153.953,183.698,136.738
C426,97.550,0.041,122.366,0.000,0.000,153.899,183.278,136.768
C427,97.424,0.041,121.806,0.000,0.000,153.844,182.859,136.797
C428,97.298,0.041,121.246,0.000,0.000,153.790,182.439,136.827
C429,97.172,0.041,120.686,0.000,0.000,153.735,182.019,136.857
C430,97.047,0.041,120.127,0.000,0.000,153.681,181.600,136.887
C431,96.921,0.041,119.567,0.000,0.000,153.627,181.180,137.424
C432,96.795,0.041,119.007,0.000,0.000,153.572,180.761,138.050
C433,96.669,0.041,118.447,0.000,0.000,153.518,180.341,138.677
C434,96.543,0.041,118.182,0.000,0.000,153.463,179.922,139.303
C435,96.417,0.041,118.919,0.000,0.000,153.409,179.502,139.929
C436,96.292,0.041,119.655,0.000,0.000,153.355,179.082,140.555
C437,96.166,0.041,120.391,0.000,0.000,153.300,178.663,141.181
C438,96.040,0.041,121.128,0.000,0.000,153.246,178.243,141.807
C439,95.914,0.041,121.864,0.000,0.000,153.192,177.824,142.433
C440,95.788,0.041,122.600,0.000,0.000,153.137,177.404,143.059
C441,95.662,0.041,123.336,0.000,0.000,153.083,176.984,143.686
C442,95.537,0.041,124.073,0.000,0.000,153.028,176.565,144.312
C443,95.411,0.041,124.809,0.000,0.000,152.974,176.145,144.938
C444,95.285,0.041,125.545,0.000,0.000,152.920,175.726,145.564
C445,95.159,0.041,126.281,0.000,0.000,152.865,175.306,146.190
C446,95.033,0.041,127.018,0.000,0.000,152.811,174.886,146.816
C447,94.907,0.041,127.754,0.000,0.000,152.756,174.467,147.442
C448,94.782,0.041,128.490,0.000,0.000,152.702,174.047,148.068
C449,94.656,0.042,129.227,0.000,0.000,152.648,173.628,148.694
C450,94.530,0.042,129.963,0.000,0.000,152.593,173.208,149.321
C451,94.404,0.042,130.699,0.000,0.000,152.539,172.789,149.947
C452,94.278,0.042,131.435,0.000,0.000,152.485,172.369,150.573
C453,94.152,0.042,132.172,0.000,0.000,152.430,171.949,151.199
C454,94.027,0.042,132.908,0.000,0.000,152.376,171.530,151.825
C455,93.901,0.042,133.644,0.000,0.000,152.321,171.110,152.451
C456,93.775,0.042,134.380,0.000,0.000,152.267,170.691,153.077
C457,93.649,0.042,135.117,0.000,0.000,152.213,170.271,153.703
C458,93.523,0.042,135.853,0.000,0.000,152.158,169.851,154.329
C459,93.397,0.042,136.589,0.000,0.000,152.104,169.432,154.956
C460,93.272,0.042,137.326,0.000,0.000,152.049,169.012,155.582
C461,93.146,0.042,138.062,0.000,0.000,151.995,168.593,156.208
C462,93.020,0.042,138.798,0.000,0.000,151.941,168.173,156.834
C463,92.894,0.042,139.534,0.000,0.000,151.886,167.753,157.460
C464,92.768,0.042,140.271,0.000,0.000,151.832,167.334,158.086
C465,92.642,0.042,141.007,0.000,0.000,151.777,166.914,158.712
C466,92.517,0.042,141.743,0.000,0.000,151.723,166.495,159.338
C467,92.391,0.042,142.480,0.000,0.000,151.669,166.075,159.965
C468,92.265,0.042,143.216,0.000,0.000,151.614,165.655,160.591
C469,92.139,0.042,143.952,0.000,0.000,151.560,165.236,161.217
C470,92.013,0.042,144.688,0.000,0.000,151.506,164.816,161.843
C471,91.888,0.042,145.425,0.000,0.000,151.451,164.397,162.469
C472,91.762,0.042,146.161,0.000,0.000,151.397,164.210,163.095
C473,91.636,0.042,146.897,0.000,0.000,151.342,164.125,163.721
C474,91.510,0.042,147.633,0.000,0.000,151.288,164.040,164.347
C475,91.384,0.042,148.370,0.000,0.000,151.234,163.955,164.973
C476,91.258,0.042,149.106,0.000,0.000,151.179,163.869,165.600
C477,91.133,0.042,149.842,0.000,0.000,151.125,163.784,166.226
C478,91.007,0.042,150.579,0.000,0.000,151.070,163.699,166.852
C479,90.881,0.042,151.315,0.000,0.000,151.016,163.614,167.478
C480,90.755,0.043,152.051,0.000,0.000,150.962,163.528,168.104
C481,90.629,0.043,152.787,0.000,0.000,150.907,163.443,168.730
C482,90.503,0.043,153.524,0.000,0.000,150.853,163.358,169.356
C483,90.378,0.043,154.260,0.000,0.000,150.799,163.273,169.982
C484,90.252,0.043,154.996,0.000,0.000,150.744,163.187,170.608
C485,90.126,0.043,155.732,0.000,0.000,150.690,163.102,171.235
C486,90.000,0.043,156.469,0.000,0.000,150.635,163.017,171.861
C487,89.874,0.043,157.205,0.000,0.000,150.581,162.932,172.487
C488,89.748,0.043,157.941,0.000,0.000,150.527,162.846,173.113
C489,89.623,0.043,158.678,0.000,0.000,150.472,162.761,173.739
C490,89.497,0.043,159.414,0.000,0.000,150.418,162.676,174.365
C491,89.371,0.043,159.023,0.000,0.000,150.363,162.591,174.991
C492,89.245,0.043,156.236,0.000,0.000,150.309,162.505,175.617
C493,89.119,0.043,153.449,0.000,0.000,150.255,162.420,176.244
C494,88.993,0.043,150.662,0.000,0.000,150.200,162.335,176.870
C495,88.868,0.043,147.874,0.000,0.000,150.146,162.250,177.496
C496,88.742,0.043,145.087,0.000,0.000,150.091,162.164,178.122
C497,88.616,0.043,142.300,0.000,0.000,150.037,162.079,178.748
C498,88.415,0.043,139.513,0.000,0.000,149.983,161.994,179.374
C499,88.093,0.043,136.725,0.000,0.000,149.928,161.909,180.000
C500,87.770,0.043,133.938,0.000,0.000,149.874,161.823,180.435
C501,87.447,0.043,131.151,0.000,0.000,149.820,161.738,179.237
C502,87.124,0.043,128.363,0.000,0.000,149.765,161.653,178.039
C503,86.802,0.043,125.576,0.000,0.000,149.711,161.568,176.841
C504,86.479,0.043,122.789,0.000,0.000,149.656,161.482,175.643
C505,86.156,0.043,120.002,0.000,0.000,149.602,161.397,174.445
C506,85.833,0.043,117.214,0.000,0.000,149.548,161.312,173.247
C507,85.510,0.043,114.427,0.000,0.000,149.493,161.227,172.049
C508,85.188,0.043,111.640,0.000,0.000,149.439,161.141,170.851
C509,84.865,0.043,108.853,0.000,0.000,149.384,161.056,169.653
C510,84.542,0.043,106.065,0.000,0.000,149.330,160.971,168.455
C511,84.219,0.043,108.449,0.000,0.000,149.276,160.886,167.257
C512,83.897,0.044,112.393,0.000,0.000,149.221,160.800,166.059
C513,83.574,0.044,116.337,0.000,0.000,149.167,160.715,164.861
C514,83.251,0.044,120.282,0.000,0.000,149.112,160.630,163.663
C515,82.928,0.044,124.226,0.000,0.000,149.058,160.545,162.465
C516,82.606,0.044,128.170,0.000,0.000,149.004,160.465,161.267
C517,82.283,0.044,132.114,0.000,0.000,148.949,160.386,160.069
C518,81.960,0.044,136.059,0.000,0.000,148.895,160.308,158.872
C519,81.637,0.044,140.003,0.000,0.000,148.841,160.229,157.674
C520,81.315,0.044,143.947,0.000,0.000,148.786,160.151,156.476
C521,80.992,0.044,147.891,0.000,0.000,148.732,160.072,155.278
C522,80.669,0.044,151.836,0.000,0.000,148.677,159.994,154.080
C523,80.346,0.044,155.780,0.000,0.000,148.623,159.915,152.882
C524,80.023,0.044,159.724,0.000,0.000,148.569,159.836,151.684
C525,79.843,0.044,163.668,0.000,0.000,148.514,159.758,150.486
C526,79.822,0.044,167.613,0.000,0.000,148.460,159.679,149.288
C527,79.801,0.044,171.557,0.000,0.000,148.405,159.601,148.090
C528,79.780,0.044,175.249,0.000,0.000,148.351,159.522,146.892
C529,79.758,0.044,178.225,0.000,0.000,148.297,159.221,146.048
C530,79.737,0.044,181.202,0.000,0.000,148.242,158.846,145.352
C531,79.716,0.044,184.178,0.000,0.000,148.188,158.472,144.655
C532,79.695,0.044,187.155,0.000,0.000,147.963,158.098,143.958
C533,79.674,0.044,190.131,0.000,0.000,147.205,157.723,143.262
C534,79.653,0.044,193.108,0.000,0.000,146.448,157.349,142.565
C535,79.632,0.044,196.084,0.000,0.000,145.691,156.975,141.868
C536,79.611,0.044,199.060,0.000,0.000,144.933,156.601,141.171
C537,79.590,0.044,202.037,0.000,0.000,144.176,156.226,140.475
C538,79.569,0.044,205.013,0.000,0.000,142.884,155.852,139.778
C539,79.547,0.044,205.634,0.000,0.000,141.401,155.478,139.081
C540,79.526,0.044,203.275,0.000,0.000,139.917,155.103,138.384
C541,79.505,0.044,200.916,0.000,0.000,138.434,154.729,137.688
C542,79.484,0.044,198.557,0.000,0.000,136.951,154.355,136.991
C543,79.463,0.045,196.197,0.000,0.000,135.467,153.981,136.294
C544,79.442,0.045,193.838,0.000,0.000,133.984,153.606,137.659
C545,79.421,0.045,191.479,0.000,0.000,132.501,153.232,139.514
C546,79.400,0.045,189.120,0.000,0.000,131.017,152.858,141.370
C547,79.379,0.045,186.760,0.000,0.000,129.534,152.483,143.225
C548,79.358,0.045,184.401,0.000,0.000,128.051,152.109,145.080
C549,79.336,0.045,182.042,0.000,0.000,126.567,151.735,146.935
C550,79.315,0.045,179.683,0.000,0.000,125.084,151.361,148.791
C551,79.294,0.045,177.324,0.000,0.000,123.601,150.986,150.646
C552,79.273,0.045,174.964,0.000,0.000,122.117,150.612,152.501
C553,79.252,0.045,172.605,0.000,0.000,120.634,150.238,154.357
C554,79.231,0.045,170.246,0.000,0.000,119.151,149.863,156.212
C555,79.210,0.045,167.887,0.000,0.000,117.668,149.489,158.067
C556,79.189,0.045,165.527,0.000,0.000,116.184,149.115,159.923
C557,79.168,0.045,163.168,0.000,0.000,114.701,148.741,161.778
C558,79.147,0.045,160.809,0.000,0.000,113.218,148.366,163.633
C559,79.125,0.045,158.450,0.000,0.000,111.734,147.992,165.489
C560,79.104,0.045,156.091,0.000,0.000,110.251,147.618,167.344
C561,79.083,0.045,0.000,0.000,0.000,108.768,147.243,169.199
C562,79.062,0.045,0.000,0.000,0.000,107.284,146.869,171.055
C563,79.041,0.045,0.000,0.000,0.000,105.801,146.495,172.910
C564,79.020,0.045,0.000,0.000,0.000,104.318,146.121,174.765
C565,78.999,0.045,0.000,0.000,0.000,102.834,145.746,176.621
C566,78.978,0.045,0.000,0.000,0.000,101.351,145.372,178.476
C567,78.957,0.045,0.000,0.000,0.000,99.868,144.998,180.331
C568,78.935,0.045,0.000,0.000,0.000,98.384,144.624,182.187
C569,78.914,0.045,0.000,0.000,0.000,96.901,144.249,184.042
C570,78.893,0.045,0.000,0.000,0.000,95.418,143.875,185.897
C571,78.872,0.045,0.000,0.000,0.000,93.955,143.501,187.753
C572,78.851,0.046,0.000,0.000,0.000,94.287,143.126,189.608
C573,78.830,0.046,0.000,0.000,0.000,94.619,142.752,191.463
C574,78.809,0.046,0.000,0.000,0.000,94.950,142.378,193.319
C575,78.788,0.046,0.000,0.000,0.000,95.282,142.004,195.174
C576,78.767,0.046,0.000,0.000,0.000,95.614,141.629,197.029
C577,78.746,0.046,0.000,0.000,0.000,95.946,141.255,198.884
C578,78.724,0.046,0.000,0.000,0.000,96.277,140.881,200.740
C579,78.703,0.046,0.000,0.000,0.000,96.609,140.506,202.595
C580,78.682,0.046,0.000,0.000,0.000,96.941,140.132,204.450
C581,78.661,0.046,0.000,0.000,0.000,97.272,139.758,206.306
C582,78.640,0.046,0.000,0.000,0.000,97.604,139.384,208.161
C583,78.619,0.046,0.000,0.000,0.000,97.936,139.009,210.016
C584,78.598,0.046,0.000,0.000,0.000,98.267,138.635,211.872
C585,78.577,0.046,0.000,0.000,0.000,98.599,138.261,213.727
C586,78.556,0.046,0.000,0.000,0.000,98.931,137.886,215.582
C587,78.535,0.046,0.000,0.000,0.000,99.262,137.512,216.576
C588,78.513,0.046,0.000,0.000,0.000,99.594,137.138,216.216
C589,78.492,0.046,0.000,0.000,0.000,99.926,136.764,215.856
C590,78.471,0.046,0.000,0.000,0.000,100.257,136.389,215.496
C591,78.450,0.046,0.000,0.000,0.000,100.589,136.015,215.136
C592,78.429,0.046,0.000,0.000,0.000,100.921,135.641,214.776
C593,78.408,0.046,0.000,0.000,0.000,101.252,135.266,214.416
C594,78.387,0.046,0.000,0.000,0.000,101.584,134.892,214.056
C595,78.366,0.046,0.000,0.000,0.000,101.916,134.518,213.696
C596,78.345,0.046,0.000,0.000,0.000,102.247,134.144,213.336
C597,78.324,0.046,0.000,0.000,0.000,102.579,133.769,212.976
C598,78.302,0.046,0.000,0.000,0.000,102.911,133.395,212.616
C599,78.281,0.046,0.000,0.000,0.000,103.242,133.021,212.256
C600,78.260,0.046,0.000,0.000,0.000,103.574,132.646,211.896
C601,78.239,0.046,0.000,0.000,0.000,103.906,132.272,211.536
C602,78.218,0.046,0.000,0.000,0.000,104.238,131.898,211.176
C603,78.197,0.046,0.000,0.000,0.000,104.569,131.904,210.816
C604,78.176,0.046,0.000,0.000,0.000,104.901,132.011,210.456
C605,78.155,0.046,0.000,0.000,0.000,105.233,132.118,210.096
C606,78.134,0.045,0.000,0.000,0.000,105.564,132.225,209.736
C607,78.112,0.045,0.000,0.000,0.000,105.896,132.332,209.376
C608,78.091,0.045,0.000,0.000,0.000,106.228,132.439,209.016
C609,78.070,0.045,0.000,0.000,0.000,106.559,132.546,208.656
C610,78.049,0.044,0.000,0.000,0.000,106.891,132.653,208.296
C611,78.028,0.044,0.000,0.000,0.000,107.223,132.760,207.936
C612,78.007,0.044,0.000,0.000,0.000,107.554,132.868,207.576
C613,77.986,0.044,0.000,0.000,0.000,107.886,132.975,207.216
C614,77.965,0.043,0.000,0.000,0.000,108.218,133.180,206.856
C615,77.944,0.043,0.000,0.000,0.000,108.549,133.441,206.496
C616,77.923,0.043,0.000,0.000,0.000,108.881,133.702,206.136
C617,77.901,0.043,0.000,0.000,0.000,109.213,133.964,205.776
C618,77.880,0.042,0.000,0.000,0.000,109.544,134.225,205.416
C619,77.859,0.042,0.000,0.000,0.000,109.876,134.486,205.056
C620,77.838,0.042,0.000,0.000,0.000,110.208,134.747,204.696
C621,77.817,0.042,0.000,0.000,0.000,110.539,135.008,204.336
C622,77.796,0.042,0.000,0.000,0.000,110.871,135.269,203.976
C623,77.775,0.041,0.000,0.000,0.000,111.203,135.530,203.616
C624,77.754,0.041,0.000,0.000,0.000,111.534,135.791,203.256
C625,77.733,0.041,0.000,0.000,0.000,111.866,136.052,202.896
C626,77.712,0.041,0.000,0.000,0.000,112.198,136.314,202.536
C627,77.690,0.040,0.000,0.000,0.000,112.530,136.575,202.176
C628,77.669,0.040,0.000,0.000,0.000,112.861,136.836,201.816
C629,77.648,0.040,0.000,0.000,0.000,113.193,137.097,201.456
C630,77.627,0.040,0.000,0.000,0.000,113.525,137.358,201.096
C631,77.606,0.039,0.000,0.000,0.000,113.856,137.619,200.736
C632,77.585,0.039,0.000,0.000,0.000,114.188,137.880,200.376
C633,77.564,0.039,0.000,0.000,0.000,114.520,138.141,200.016
C634,77.543,0.039,0.000,0.000,0.000,114.851,138.402,199.656
C635,77.522,0.039,0.000,0.000,0.000,115.183,138.664,199.296
C636,77.501,0.038,0.000,0.000,0.000,115.515,138.925,198.936
C637,77.479,0.038,0.000,0.000,0.000,115.824,139.186,198.576
C638,77.458,0.038,0.000,0.000,0.000,116.124,139.447,198.216
C639,77.437,0.038,0.000,0.000,0.000,116.424,139.708,197.856
C640,77.416,0.037,0.000,0.000,0.000,116.724,139.969,197.496
C641,77.395,0.037,0.000,0.000,0.000,117.025,140.230,197.136
C642,77.374,0.037,0.000,0.000,0.000,117.325,140.491,196.776
C643,77.353,0.037,0.000,0.000,0.000,117.625,140.752,196.416
C644,77.332,0.036,0.000,0.000,0.000,117.925,141.014,196.056
C645,77.311,0.036,0.000,0.000,0.000,118.226,141.275,195.696
C646,77.289,0.036,0.000,0.000,0.000,118.526,141.536,195.336
C647,77.268,0.036,0.000,0.000,0.000,118.826,141.797,194.976
C648,77.247,0.035,0.000,0.000,0.000,119.126,142.058,194.616
C649,77.226,0.035,0.000,0.000,0.000,119.426,142.319,194.256
C650,77.205,0.035,0.000,0.000,0.000,119.727,142.580,193.896
C651,77.184,0.035,0.000,0.000,0.000,120.027,142.841,193.536
C652,77.163,0.035,0.000,0.000,0.000,120.327,143.102,193.176
C653,77.142,0.035,0.000,0.000,0.000,120.627,143.364,192.816
C654,77.121,0.035,0.000,0.000,0.000,120.927,143.625,192.456
C655,77.100,0.035,0.000,0.000,0.000,121.228,143.886,192.096
C656,77.078,0.035,0.000,0.000,0.000,121.528,144.147,191.736
C657,77.057,0.035,0.000,0.000,0.000,121.828,144.408,191.376
C658,77.036,0.035,0.000,0.000,0.000,122.128,144.669,191.016
C659,77.015,0.035,0.000,0.000,0.000,122.429,144.930,190.656
C660,76.994,0.035,0.000,0.000,0.000,122.729,145.191,190.296
C661,76.973,0.035,0.000,0.000,0.000,123.029,145.452,189.936
C662,76.952,0.035,0.000,0.000,0.000,123.329,145.714,189.576
C663,76.931,0.035,0.000,0.000,0.000,123.629,145.975,189.216
C664,76.910,0.035,0.000,0.000,0.000,123.930,146.236,188.856
C665,76.889,0.035,0.000,0.000,0.000,124.230,146.497,188.767
C666,76.867,0.035,0.000,0.000,0.000,124.530,146.758,189.021
C667,76.846,0.035,0.000,0.000,0.000,124.830,147.019,189.276
C668,76.825,0.035,0.000,0.000,0.000,125.131,147.280,189.530
C669,76.804,0.035,0.000,0.000,0.000,125.431,147.541,189.785
C670,76.783,0.035,0.000,0.000,0.000,125.731,147.802,190.039
C671,76.762,0.035,0.000,0.000,0.000,126.031,148.064,190.294
C672,76.741,0.035,0.000,0.000,0.000,126.331,148.325,190.548
C673,76.720,0.035,0.000,0.000,0.000,126.632,148.586,190.803
C674,76.699,0.035,0.000,0.000,0.000,126.932,148.847,191.057
C675,76.677,0.035,0.000,0.000,0.000,127.232,149.108,191.312
C676,76.656,0.035,0.000,0.000,0.000,127.532,149.369,191.566
C677,76.635,0.035,0.000,0.000,0.000,127.832,149.630,191.821
C678,76.614,0.035,0.000,0.000,0.000,128.133,149.891,192.075
C679,76.593,0.035,0.000,0.000,0.000,128.433,150.152,192.330
C680,76.572,0.035,0.000,0.000,0.000,129.136,150.414,192.584
C681,76.551,0.035,0.000,0.000,0.000,130.084,150.675,192.839
C682,76.530,0.035,0.000,0.000,0.000,131.033,150.936,193.093
C683,76.509,0.035,0.000,0.000,0.000,131.981,151.197,193.348
C684,76.459,0.035,0.000,0.000,0.000,132.930,151.458,193.602
C685,76.388,0.035,0.000,0.000,0.000,133.879,151.719,193.857
C686,76.317,0.035,0.000,0.000,0.000,134.827,151.980,194.111
C687,76.246,0.035,0.000,0.000,0.000,135.776,152.241,194.366
C688,76.175,0.035,0.000,0.000,0.000,136.724,152.502,194.620
C689,76.104,0.035,0.000,0.000,0.000,137.673,152.764,194.875
C690,76.033,0.035,0.000,0.000,0.000,138.621,153.025,195.129
C691,75.962,0.035,0.000,0.000,0.000,139.570,153.286,195.384
C692,75.891,0.035,0.000,0.000,0.000,140.518,153.547,195.638
C693,75.820,0.035,0.000,0.000,0.000,141.467,153.808,195.893
C694,75.749,0.035,0.000,0.000,0.000,142.415,154.069,196.147
C695,75.677,0.035,0.000,0.000,0.000,143.364,154.401,196.402
C696,75.606,0.035,0.000,0.000,0.000,144.312,155.445,196.656
C697,75.535,0.036,0.000,0.000,0.000,145.261,156.490,196.911
C698,75.464,0.036,0.000,0.000,0.000,146.209,157.534,197.165
C699,75.393,0.036,0.000,0.000,0.000,147.158,158.579,197.420
C700,75.322,0.036,0.000,0.000,0.000,148.106,159.623,197.674
C701,75.251,0.036,0.000,0.000,0.000,149.055,160.668,197.929
C702,75.180,0.036,0.000,0.000,0.000,150.004,161.712,198.183
C703,75.109,0.036,0.000,0.000,0.000,150.952,162.756,198.438
C704,75.038,0.036,0.000,0.000,0.000,151.901,163.801,198.692
C705,74.967,0.036,0.000,0.000,0.000,152.849,164.845,198.947
C706,74.895,0.036,0.000,0.000,0.000,153.798,165.890,199.201
C707,74.824,0.036,0.000,0.000,0.000,154.746,166.934,199.456
C708,74.753,0.036,0.000,0.000,0.000,155.695,167.253,199.711
C709,74.682,0.036,0.000,0.000,0.000,156.643,166.907,199.965
C710,74.715,0.036,0.000,0.000,0.000,157.592,166.561,200.220
C711,74.758,0.036,0.000,0.000,0.000,158.540,166.215,200.474
C712,74.801,0.036,0.000,0.000,0.000,159.489,165.868,200.729
C713,74.844,0.036,0.000,0.000,0.000,160.437,165.522,200.983
C714,74.887,0.036,0.000,0.000,0.000,161.386,165.176,201.238
C715,74.930,0.036,0.000,0.000,0.000,162.334,164.830,201.492
C716,74.973,0.036,0.000,0.000,0.000,163.283,164.484,201.747
C717,75.016,0.036,0.000,0.000,0.000,164.231,164.138,202.001
C718,75.059,0.036,0.000,0.000,0.000,165.180,163.792,202.256
C719,75.102,0.036,0.000,0.000,0.000,165.995,163.445,202.510
C720,75.145,0.036,0.000,0.000,0.000,166.645,163.099,202.737
C721,75.188,0.036,0.000,0.000,0.000,167.296,162.753,202.934
C722,75.231,0.036,0.000,0.000,0.000,167.946,162.407,203.132
C723,75.274,0.036,0.000,0.000,0.000,168.596,162.061,203.330
C724,75.317,0.036,0.000,0.000,0.000,169.246,161.715,203.527
C725,75.360,0.036,0.000,0.000,0.000,169.896,161.368,203.725
C726,75.403,0.036,0.000,0.000,0.000,170.547,161.022,203.923
C727,75.446,0.036,0.000,0.000,0.000,171.197,160.676,204.121
C728,75.489,0.036,0.000,0.000,0.000,171.847,160.330,204.318
C729,75.532,0.036,0.000,0.000,0.000,172.497,159.984,204.516
C730,75.575,0.036,0.000,0.000,0.000,173.147,159.638,204.714
C731,75.618,0.036,0.000,0.000,0.000,173.797,159.292,204.911
C732,75.661,0.036,0.000,0.000,0.000,174.448,158.945,205.109
C733,75.704,0.036,0.000,0.000,0.000,175.098,158.599,205.307
C734,75.747,0.036,0.000,0.000,0.000,175.748,158.253,205.504
C735,75.790,0.036,0.000,0.000,0.000,176.398,157.907,205.702
C736,75.833,0.036,0.000,0.000,0.000,177.048,157.561,205.900
C737,75.876,0.036,0.000,0.000,0.000,177.699,157.215,206.097
C738,75.919,0.036,0.000,0.000,0.000,178.349,156.868,206.295
C739,75.962,0.036,0.000,0.000,0.000,178.999,156.522,206.493
C740,76.005,0.036,0.000,0.000,0.000,179.649,156.176,206.691
C741,76.048,0.036,0.000,0.000,0.000,180.299,155.830,206.888
C742,76.091,0.036,0.000,0.000,0.000,180.949,155.484,207.086
C743,76.134,0.036,0.000,0.000,0.000,181.600,155.138,207.284
C744,76.177,0.036,0.000,0.000,0.000,182.250,154.792,207.481
C745,76.220,0.036,0.000,0.000,0.000,182.900,154.445,207.679
C746,76.263,0.036,0.000,0.000,0.000,183.550,154.099,207.877
C747,76.306,0.036,0.000,0.000,0.000,184.200,153.753,208.074
C748,76.349,0.036,0.000,0.000,0.000,184.851,153.407,208.272
C749,76.392,0.036,0.000,0.000,0.000,185.501,153.061,208.470
C750,76.435,0.036,0.000,0.000,0.000,186.151,152.715,208.668
C751,76.478,0.036,0.000,0.000,0.000,186.173,152.368,208.865
C752,76.521,0.036,0.000,0.000,0.000,185.922,152.022,209.063
C753,76.564,0.036,0.000,0.000,0.000,185.671,151.676,209.261
C754,76.607,0.036,0.000,0.000,0.000,185.421,151.330,209.458
C755,76.650,0.036,0.000,0.000,0.000,185.170,150.984,209.656
C756,76.693,0.036,0.000,0.000,0.000,184.919,150.638,209.854
C757,76.736,0.036,0.000,0.000,0.000,184.668,150.292,210.051
C758,76.779,0.036,0.000,0.000,0.000,184.417,149.945,210.249
C759,76.822,0.036,0.000,0.000,0.000,184.167,149.599,210.447
C760,76.865,0.036,0.000,0.000,0.000,183.916,149.253,210.644
C761,76.908,0.036,0.000,0.000,0.000,183.665,148.907,210.842
C762,76.951,0.036,0.000,0.000,0.000,183.414,148.561,211.040
C763,76.994,0.036,0.000,0.000,0.000,183.163,148.215,211.238
C764,77.037,0.036,0.000,0.000,0.000,182.913,147.868,211.435
C765,77.080,0.036,0.000,0.000,0.000,182.662,147.522,211.633
C766,77.123,0.036,0.000,0.000,0.000,182.411,147.176,211.831
C767,77.166,0.036,0.000,0.000,0.000,182.160,146.830,212.028
C768,77.209,0.035,0.000,0.000,0.000,181.910,146.484,212.226
C769,77.252,0.036,0.000,0.000,0.000,181.659,146.138,212.424
C770,77.295,0.036,0.000,0.000,0.000,181.408,145.792,212.621
C771,77.338,0.036,0.000,0.000,0.000,181.157,145.445,212.606
C772,77.381,0.036,0.000,0.000,0.000,180.906,145.099,212.424
C773,77.424,0.036,0.000,0.000,0.000,180.656,144.753,212.242
C774,77.467,0.036,0.000,0.000,0.000,180.405,144.407,212.060
C775,77.509,0.036,0.000,0.000,0.000,180.154,144.061,211.879
C776,77.552,0.036,0.000,0.000,0.000,179.903,143.715,211.697
C777,77.595,0.036,0.000,0.000,0.000,179.652,143.368,211.515
C778,77.638,0.036,0.000,0.000,0.000,179.402,143.022,211.333
C779,77.681,0.036,0.000,0.000,0.000,179.151,142.676,211.151
C780,77.724,0.037,0.000,0.000,0.000,178.900,142.330,210.969
C781,77.767,0.037,0.000,0.000,0.000,178.649,141.984,210.788
C782,77.810,0.037,0.000,0.000,0.000,178.398,141.638,210.606
C783,77.853,0.037,0.000,0.000,0.000,178.148,141.292,210.424
C784,77.896,0.037,0.000,0.000,0.000,177.897,140.945,210.242
C785,77.939,0.037,0.000,0.000,0.000,177.646,140.599,210.060
C786,77.982,0.037,0.000,0.000,0.000,177.395,140.253,209.878
C787,78.025,0.037,0.000,0.000,0.000,177.145,139.907,209.696
C788,78.068,0.037,0.000,0.000,0.000,176.894,139.561,209.515
