Filename,5800x_l.tif,5800x_l.tif,9700c.tif,9700d.tif,9700x.tif,9700x.tif,9700xh.tif,9700xh.tif,9700x_r.tif,13500x_n.tif,24500xj.tif,CM100-5.tif
C263,180.590,253.030,99.633,129.136,141.241,67.721,202.547,117.719,161.237,189.030,147.793,107.492
C264,176.210,252.924,100.058,131.554,140.440,67.268,202.754,116.533,161.287,187.915,147.193,107.552
C265,171.829,252.818,100.484,133.973,139.638,66.814,202.961,115.346,161.337,186.801,146.593,107.613
C266,167.449,252.712,100.910,136.391,138.836,66.361,203.168,114.159,161.387,185.687,145.992,107.674
C267,163.069,252.104,101.335,138.809,138.035,65.908,203.375,112.972,161.437,184.572,145.392,107.735
C268,158.689,250.933,101.761,141.227,137.233,65.455,203.582,111.785,161.487,183.458,144.792,107.796
C269,154.309,249.761,102.187,143.645,136.432,65.002,203.789,110.598,161.537,182.344,144.192,107.856
C270,149.929,248.590,102.613,146.063,135.630,64.549,203.997,109.411,161.587,181.229,143.591,107.917
C271,145.549,247.419,103.038,148.482,134.829,64.096,204.204,108.224,161.637,180.115,142.991,107.978
C272,141.169,246.248,103.464,150.900,134.027,63.643,204.411,107.037,161.687,179.000,142.391,108.039
C273,136.789,245.076,103.890,153.318,133.226,63.189,204.618,105.850,161.737,177.886,141.791,108.100
C274,132.409,243.905,104.315,155.736,132.424,62.736,204.825,104.663,161.787,176.772,141.191,108.160
C275,128.028,242.734,104.741,158.154,131.623,62.283,205.032,103.476,161.828,175.657,140.590,108.221
C276,125.976,241.563,105.167,160.572,130.821,61.830,205.239,102.290,161.836,174.543,139.990,108.282
C277,128.856,240.391,105.593,162.990,130.019,61.377,204.937,101.103,161.845,173.429,139.390,108.343
C278,131.735,239.220,106.018,165.409,129.218,60.924,203.537,99.916,161.854,172.314,138.790,108.404
C279,134.615,238.049,106.444,167.827,128.416,60.471,202.137,98.729,161.862,171.200,138.269,108.464
C280,137.494,236.878,107.557,169.314,127.615,60.018,200.738,97.542,161.871,170.086,138.119,108.525
C281,140.374,235.706,108.814,168.396,126.813,59.565,199.338,96.370,161.880,168.971,137.969,108.586
C282,143.253,234.535,110.072,167.478,125.994,59.111,197.938,95.769,161.888,167.857,137.819,108.647
C283,147.594,233.364,111.329,166.560,124.981,58.658,196.538,95.168,161.897,167.434,137.669,108.708
C284,152.019,232.193,112.587,165.642,123.967,58.205,195.138,94.567,161.906,167.274,137.518,108.768
C285,156.445,231.021,113.844,164.724,122.953,57.752,193.738,93.966,161.915,167.114,137.368,108.829
C286,160.871,229.850,115.102,163.806,121.939,57.299,192.338,93.365,161.923,166.955,137.218,108.838
C287,165.296,228.679,116.359,162.889,120.925,56.846,190.939,92.764,161.932,166.795,137.068,108.660
C288,169.722,227.508,117.617,161.971,119.912,56.393,189.539,92.163,161.941,166.635,136.917,108.482
C289,174.147,226.336,118.874,161.053,118.898,55.940,188.139,91.562,161.949,166.476,136.767,108.304
C290,178.573,225.165,120.132,160.135,117.884,55.486,186.739,90.961,161.958,166.316,136.617,108.126
C291,182.998,223.994,121.390,159.217,116.707,55.033,185.339,90.360,161.967,166.156,136.467,107.678
C292,187.424,222.823,122.647,158.299,115.296,54.580,183.939,89.759,161.975,165.997,136.317,107.167
C293,191.850,221.651,123.905,157.268,113.884,54.127,182.539,89.158,161.984,165.837,136.166,106.657
C294,196.275,220.480,125.162,156.155,112.473,53.674,181.140,88.557,161.993,165.677,136.016,106.146
C295,200.701,219.309,126.420,155.043,111.062,53.221,179.740,87.956,162.001,165.517,135.866,105.636
C296,205.126,218.138,127.677,153.931,109.651,52.768,178.340,87.355,162.010,165.143,135.716,105.126
C297,207.232,216.966,128.935,152.818,108.240,52.315,176.940,86.754,162.019,164.694,135.565,104.615
C298,206.079,215.795,130.192,151.706,106.828,51.862,175.540,86.153,162.028,164.245,135.415,104.105
C299,204.926,221.951,131.450,150.593,105.417,51.408,174.140,85.552,162.036,163.795,135.265,103.594
C300,203.772,230.492,132.707,149.481,104.006,50.955,172.740,84.951,162.045,163.346,135.115,103.084
C301,202.619,239.034,133.965,148.368,102.595,50.502,171.341,84.350,162.054,162.896,134.965,102.574
C302,201.466,247.576,134.974,147.256,101.184,50.374,169.941,83.749,162.062,162.447,134.814,102.063
C303,200.312,256.118,133.910,146.144,99.772,50.293,168.541,83.148,162.071,161.997,134.664,101.553
C304,199.159,264.660,132.847,145.031,98.361,50.212,166.972,82.547,162.080,161.548,134.514,101.042
C305,198.006,273.201,131.784,143.919,96.950,50.131,165.348,81.946,162.088,161.099,134.364,100.532
C306,196.853,281.743,130.721,142.806,95.539,50.051,163.725,81.345,162.097,160.649,134.213,100.021
C307,195.699,290.285,129.657,141.694,94.128,49.970,162.102,80.744,162.106,160.200,134.063,99.511
C308,194.546,298.827,128.594,140.582,92.716,49.889,160.479,80.143,162.114,159.750,133.913,99.001
C309,193.393,305.570,127.531,139.469,91.305,49.808,158.856,80.218,162.123,159.301,133.763,98.490
C310,192.239,307.205,126.468,138.357,89.894,49.728,157.233,80.354,162.132,158.851,133.612,97.980
C311,191.086,308.840,125.404,137.244,89.644,49.647,155.609,80.489,162.141,158.402,133.462,97.469
C312,189.933,310.475,124.341,136.132,90.127,49.566,153.986,80.624,162.149,157.953,133.312,96.959
C313,188.779,312.110,123.278,135.019,90.610,49.485,152.363,80.760,162.158,157.584,133.162,96.449
C314,187.626,313.745,122.215,133.907,91.093,49.405,150.740,80.895,162.167,157.349,133.012,95.938
C315,186.473,315.380,121.151,132.795,91.576,49.324,149.117,81.030,162.111,157.114,132.861,95.428
C316,185.320,317.016,120.088,131.682,92.059,49.243,147.494,81.166,161.966,156.878,132.711,94.917
C317,183.779,318.651,119.025,130.570,92.542,49.162,145.870,81.301,161.822,156.643,132.561,94.407
C318,182.050,320.286,117.962,129.457,93.025,49.082,144.247,81.436,161.677,156.408,132.411,93.896
C319,180.322,321.921,116.898,128.345,93.508,49.001,142.624,81.572,161.532,156.172,132.260,93.386
C320,178.593,323.556,115.835,127.232,93.991,48.920,141.001,81.707,161.388,155.937,132.110,92.876
C321,176.864,325.191,114.772,126.120,94.474,48.839,139.378,81.842,161.243,155.702,131.960,92.365
C322,175.135,326.826,113.709,125.008,94.956,48.759,137.755,81.978,161.099,155.466,131.810,91.855
C323,173.407,328.461,112.645,123.895,95.439,48.678,136.131,81.949,160.954,155.231,131.593,91.344
C324,171.678,330.097,111.582,122.783,95.922,48.597,134.508,81.853,160.810,154.996,131.216,90.834
C325,169.949,331.732,110.519,121.670,96.405,48.516,132.885,81.756,160.665,154.760,130.838,90.601
C326,168.220,0.000,109.456,120.558,96.888,48.435,131.262,81.660,160.520,154.525,130.461,90.457
C327,166.492,0.000,108.755,119.446,97.371,48.355,129.639,81.564,160.376,154.290,130.084,90.314
C328,164.763,0.000,108.366,118.333,97.854,48.274,128.016,81.468,160.231,154.054,129.706,90.170
C329,163.034,0.000,107.976,117.221,98.337,48.193,126.392,81.372,160.087,153.819,129.329,90.026
C330,161.305,0.000,107.587,116.108,98.820,48.112,124.769,81.276,159.942,153.584,128.951,89.883
C331,159.577,0.000,107.198,114.996,99.303,48.032,123.146,81.179,159.797,153.348,128.574,89.739
C332,157.848,0.000,106.808,115.267,99.786,47.951,121.523,81.083,159.653,153.113,128.196,89.595
C333,156.119,0.000,106.419,116.054,100.269,47.870,119.900,80.987,159.508,152.878,127.819,89.451
C334,154.390,0.000,106.029,116.842,100.751,47.789,118.277,80.891,159.364,152.642,127.442,89.308
C335,152.662,0.000,105.640,117.629,101.234,47.709,116.653,80.795,159.219,152.407,127.064,89.164
C336,150.933,0.000,105.250,118.417,101.717,47.628,115.030,80.698,159.075,152.172,126.687,89.020
C337,149.204,0.000,104.861,119.204,102.200,47.547,113.407,80.602,158.930,151.936,126.309,88.877
C338,147.475,0.000,104.471,119.992,102.683,47.466,111.784,80.506,158.785,151.701,125.932,88.733
C339,145.747,0.000,104.082,120.779,103.166,47.386,110.161,80.410,158.641,151.466,125.554,88.589
C340,144.018,0.000,103.692,121.567,103.649,47.305,108.538,80.314,158.496,151.230,125.177,88.445
C341,142.289,0.000,103.303,122.354,104.132,47.224,106.914,80.217,158.352,150.995,125.404,88.302
C342,140.560,0.000,102.913,123.141,104.615,47.143,105.291,80.121,158.207,150.760,126.326,88.158
C343,138.832,0.000,102.524,123.929,105.098,47.063,103.668,80.025,158.063,150.525,127.247,88.014
C344,137.103,0.000,102.135,124.716,105.581,46.982,102.045,79.929,157.918,150.289,128.169,87.871
C345,135.374,0.000,101.745,125.504,106.063,46.901,100.422,79.833,157.773,150.054,129.090,87.727
C346,133.645,0.000,101.356,126.291,106.546,46.820,98.799,79.737,157.629,149.819,130.011,87.583
C347,131.917,0.000,100.966,127.079,107.029,46.740,98.626,79.640,157.484,149.583,130.933,87.440
C348,131.917,0.000,100.577,127.866,107.512,46.861,103.403,79.544,157.340,149.348,131.854,87.296
C349,132.223,0.000,100.187,128.654,107.995,47.005,108.181,79.448,157.195,149.113,132.775,87.152
C350,132.528,0.000,99.798,129.441,108.478,47.148,112.959,79.352,157.051,148.877,133.697,87.008
C351,132.834,0.000,99.545,130.229,108.961,47.292,117.737,79.256,156.906,148.126,134.618,86.865
C352,133.140,0.000,99.555,131.016,109.444,47.435,122.515,79.159,156.761,146.738,135.540,86.721
C353,133.446,0.000,99.564,131.804,109.927,47.579,127.293,79.063,156.617,145.349,136.461,86.577
C354,133.752,0.000,99.573,132.547,110.410,47.722,132.071,78.967,156.472,143.961,137.382,86.434
C355,134.058,0.000,99.583,132.067,110.893,47.866,136.849,78.871,156.328,142.573,138.304,86.290
C356,134.363,0.000,99.592,131.586,111.376,48.009,141.627,78.775,156.183,141.185,139.225,86.146
C357,134.669,0.000,99.601,131.106,111.858,48.152,146.405,78.678,156.038,139.797,140.146,86.002
C358,134.975,0.000,99.611,130.626,112.341,48.296,151.183,78.582,155.894,138.409,141.068,85.859
C359,135.281,0.000,99.620,130.146,112.824,48.439,155.961,78.486,155.749,137.021,141.989,85.715
C360,135.587,0.000,99.629,129.666,113.307,48.583,160.739,78.390,155.605,135.633,142.911,85.571
C361,135.893,0.000,99.639,129.186,113.790,48.726,165.517,78.294,155.460,134.245,143.832,85.428
C362,136.199,0.000,99.648,128.705,114.273,48.870,170.295,78.198,155.316,132.857,144.753,85.284
C363,135.897,0.000,99.657,128.225,114.756,49.013,175.073,78.101,155.171,131.469,145.675,85.140
C364,134.607,0.000,99.667,127.745,115.239,49.156,179.851,78.005,155.026,130.081,146.596,84.996
C365,133.316,0.000,99.676,127.265,115.722,49.300,184.628,77.909,154.882,128.692,147.517,84.853
C366,132.026,0.000,99.685,126.785,116.205,49.443,189.406,77.813,154.737,127.304,148.439,84.709
C367,130.736,0.000,99.695,126.305,116.688,49.587,194.184,77.717,154.593,125.916,149.360,84.565
C368,129.445,0.000,99.704,125.824,117.170,49.730,198.962,77.297,154.448,124.528,150.282,84.422
C369,128.155,0.000,99.713,125.344,117.653,49.874,203.740,76.543,154.304,123.140,151.203,84.278
C370,126.865,0.000,99.723,124.864,118.136,50.017,208.518,75.789,154.159,121.752,152.124,84.134
C371,125.574,0.000,99.732,124.384,118.619,50.161,213.296,75.035,154.014,120.364,153.046,83.990
C372,124.284,0.000,99.741,123.904,119.102,50.304,218.074,74.281,153.870,118.976,153.967,83.847
C373,122.993,0.000,99.751,123.424,119.585,50.447,222.852,73.528,153.725,117.588,154.888,83.703
C374,126.517,0.000,99.760,122.943,120.068,50.591,226.279,72.774,153.581,116.200,155.810,83.559
C375,132.032,0.000,99.770,122.463,120.551,50.734,227.610,72.020,153.436,114.812,156.731,83.416
C376,137.548,0.000,99.779,121.983,121.034,50.878,228.941,71.266,153.292,113.424,157.653,83.272
C377,143.064,0.000,99.788,121.503,121.517,51.021,230.272,70.512,153.147,112.035,158.574,83.128
C378,148.579,0.000,99.798,121.023,121.818,51.165,231.603,70.089,153.002,110.647,159.495,82.984
C379,154.095,0.000,99.807,120.543,122.066,51.308,232.934,70.432,152.858,109.259,160.417,82.841
C380,159.610,0.000,99.816,120.062,122.313,51.451,234.265,70.775,152.713,107.871,161.338,82.697
C381,165.126,0.000,99.826,119.582,122.561,51.595,235.596,71.118,152.569,106.483,162.259,82.553
C382,170.642,0.000,99.835,119.102,122.808,51.738,236.927,71.462,152.424,105.095,163.181,82.410
C383,176.157,0.000,99.844,118.622,123.055,51.730,238.257,71.805,152.279,103.707,164.102,82.266
C384,181.673,0.000,99.854,118.142,123.303,52.134,239.588,72.148,152.135,102.319,165.024,82.122
C385,187.188,0.000,99.863,117.662,123.550,53.181,240.919,72.492,151.990,100.931,165.945,81.978
C386,190.671,0.000,99.872,117.182,123.798,54.228,242.250,72.835,151.846,99.543,166.866,81.835
C387,190.189,0.000,99.882,116.701,124.045,55.275,243.581,73.178,151.701,98.155,167.788,81.691
C388,189.706,0.000,99.891,116.221,124.293,56.322,244.912,73.522,151.557,96.909,168.709,81.604
C389,189.223,0.000,99.900,115.741,124.540,57.369,246.243,73.865,151.412,96.628,169.631,81.632
C390,188.741,0.000,99.910,115.261,124.788,58.416,247.574,74.208,151.267,96.347,170.552,81.660
C391,188.258,0.000,99.919,114.781,125.035,59.462,248.905,74.552,151.123,96.066,171.473,81.688
C392,187.775,0.000,100.008,114.301,125.283,60.509,250.236,74.895,150.978,96.146,172.395,81.716
C393,187.293,0.000,100.773,113.820,125.530,61.556,251.567,75.238,150.834,96.897,173.316,81.744
C394,186.810,0.000,101.537,113.340,125.778,62.603,252.898,75.581,150.689,97.648,174.237,81.773
C395,186.327,0.000,102.302,112.861,126.025,63.650,254.229,75.925,150.545,98.399,175.159,81.801
C396,185.844,0.000,103.067,112.463,126.273,64.697,255.560,76.268,150.400,99.151,176.080,81.829
C397,185.362,0.000,103.832,112.065,126.520,65.744,256.891,76.611,150.255,99.902,177.002,81.857
C398,184.879,0.000,104.597,111.668,126.768,66.791,258.222,76.955,150.111,100.653,177.923,81.885
C399,184.396,0.000,105.362,111.270,127.015,67.838,259.553,77.298,149.966,101.405,178.844,81.913
C400,183.914,0.000,106.126,110.872,127.262,68.885,260.883,77.641,149.822,102.156,179.766,81.941
C401,183.431,0.000,106.891,110.475,127.510,69.932,262.214,77.985,149.677,102.907,180.687,81.969
C402,182.948,0.000,107.656,110.077,127.757,70.979,263.545,78.328,149.533,103.658,181.608,81.997
C403,182.466,0.000,108.421,109.679,128.005,72.026,264.876,78.671,149.388,104.410,182.530,82.025
C404,181.733,0.000,109.186,109.281,128.252,73.072,266.207,79.015,149.243,105.161,183.183,82.053
C405,179.298,0.000,109.951,108.884,128.500,74.119,267.538,79.358,149.099,105.912,183.152,82.082
C406,176.863,0.000,110.716,108.486,128.747,75.166,268.771,79.701,148.954,106.664,183.121,82.110
C407,174.428,0.000,111.480,108.088,128.995,75.982,268.463,80.045,148.810,107.415,183.090,82.138
C408,171.992,0.000,112.245,107.691,129.242,76.746,268.154,80.388,148.665,108.166,183.059,82.166
C409,169.557,0.000,113.010,107.293,129.490,77.511,267.846,80.731,148.520,108.917,183.028,82.194
C410,167.122,0.000,112.660,106.895,129.737,78.275,267.538,81.074,148.376,109.669,182.997,82.222
C411,164.687,0.000,112.253,106.497,129.985,79.039,267.230,81.418,148.231,110.420,182.966,82.250
C412,162.251,0.000,111.846,106.100,130.232,79.804,266.922,81.761,148.087,111.171,182.935,82.278
C413,159.816,0.000,111.439,105.702,130.480,80.568,266.614,82.104,147.942,111.922,182.904,82.306
C414,164.983,0.000,111.033,105.304,130.727,81.332,266.306,82.448,147.798,112.674,182.873,82.334
C415,172.606,0.000,110.626,104.907,130.974,82.097,265.612,82.791,147.653,115.549,182.842,82.362
C416,180.229,0.000,110.219,104.509,131.222,82.861,264.697,83.134,147.508,118.688,182.811,82.391
C417,187.852,0.000,109.812,104.111,131.469,83.625,263.783,83.478,147.321,121.828,182.779,82.419
C418,195.474,0.000,109.405,103.713,131.717,84.390,262.868,83.821,146.824,124.967,182.748,82.447
C419,201.498,0.000,108.998,103.316,131.964,85.154,261.953,84.164,146.328,128.106,182.717,82.475
C420,202.738,0.000,108.592,102.918,132.212,85.547,261.039,84.508,145.831,131.245,182.686,82.503
C421,203.978,0.000,108.185,102.520,132.459,85.314,260.124,84.851,145.334,134.384,182.655,82.531
C422,205.219,0.000,107.778,102.123,132.707,85.082,259.209,85.031,144.837,137.523,182.624,82.559
C423,206.459,0.000,107.371,101.725,132.954,84.849,258.295,85.197,144.340,140.662,182.593,82.587
C424,207.699,0.000,106.964,101.327,133.202,84.617,257.380,85.364,143.843,143.801,182.562,82.615
C425,208.939,0.000,106.557,100.929,133.449,84.384,256.465,85.531,143.347,144.851,182.531,82.643
C426,210.179,0.000,106.151,100.532,133.697,84.152,255.551,85.697,142.850,145.351,182.500,82.671
C427,211.419,0.000,105.744,100.134,133.944,83.919,254.636,85.864,142.353,145.850,182.469,82.699
C428,212.659,0.000,105.337,99.736,134.192,83.687,253.721,86.031,141.856,146.349,182.438,82.728
C429,213.899,0.000,104.930,99.339,134.439,83.454,252.807,86.197,141.359,146.849,182.407,82.756
C430,215.139,0.000,104.523,98.941,134.687,83.222,251.892,86.364,140.863,147.348,182.376,82.784
C431,216.379,0.000,104.116,98.543,134.934,82.989,250.977,86.531,140.366,147.847,182.345,82.812
C432,217.620,0.000,103.710,98.145,135.181,82.757,250.063,86.697,139.869,148.347,182.314,82.840
C433,217.673,0.000,103.303,97.748,135.429,82.524,249.148,86.864,139.372,148.846,182.283,82.868
C434,216.542,0.000,102.896,97.350,135.676,82.292,248.233,87.031,138.875,149.346,182.252,82.896
C435,215.411,0.000,102.489,96.952,135.924,82.059,247.319,87.197,138.379,149.845,182.221,82.924
C436,214.281,0.000,102.082,96.555,136.171,81.827,246.404,87.364,137.729,150.344,182.190,82.952
C437,213.150,0.000,101.675,96.157,136.419,82.964,245.489,87.530,136.941,150.844,182.159,82.980
C438,212.019,0.000,101.269,95.759,136.666,84.752,244.575,87.697,136.153,151.343,182.128,83.008
C439,210.888,0.000,100.862,95.361,136.914,86.540,243.660,87.765,135.366,151.431,182.097,83.037
C440,209.757,0.000,100.455,94.964,137.161,88.328,242.745,87.252,134.578,150.086,182.066,83.065
C441,208.595,0.000,100.048,94.566,137.409,90.117,241.831,86.739,133.791,148.741,182.035,83.093
C442,206.540,0.000,99.641,94.168,137.656,91.905,240.727,86.227,133.003,147.396,182.004,83.121
C443,204.486,0.000,99.234,93.771,137.904,93.693,239.618,85.714,132.215,145.174,181.973,83.149
C444,202.431,0.000,98.828,93.373,138.151,95.481,238.508,85.201,131.428,141.882,181.942,83.177
C445,200.377,0.000,98.421,92.190,138.399,97.269,237.398,84.688,130.640,138.589,181.911,83.205
C446,198.322,0.000,98.014,90.387,138.646,99.057,236.289,84.175,129.852,135.297,181.880,83.233
C447,196.267,0.000,97.607,88.585,139.072,100.845,235.179,83.663,129.065,132.005,181.849,83.261
C448,194.213,0.000,97.200,86.782,139.504,102.634,234.069,83.150,128.277,128.713,181.818,83.289
C449,192.158,0.000,96.793,84.980,139.937,104.422,232.960,82.637,127.490,125.421,181.787,83.317
C450,190.104,0.000,96.387,83.177,140.369,106.210,231.850,82.124,126.702,122.128,181.756,83.345
C451,188.049,0.000,95.980,81.375,140.802,107.998,230.740,81.611,125.914,118.836,181.725,83.374
C452,185.994,0.000,95.831,79.572,141.234,109.786,229.631,81.098,125.127,115.544,181.694,83.402
C453,183.940,0.000,95.716,77.770,141.667,111.574,228.521,80.586,124.339,116.086,181.663,83.430
C454,181.885,0.000,95.601,75.967,142.099,113.362,227.412,80.073,123.551,116.783,181.632,83.458
C455,179.831,0.000,95.486,74.165,142.531,115.151,226.302,79.560,122.764,117.480,181.601,83.486
C456,177.776,0.000,95.371,72.362,142.964,116.939,225.192,79.047,121.976,118.177,181.570,83.514
C457,175.721,0.000,95.256,70.559,143.396,114.536,224.083,78.534,121.189,118.874,181.539,83.542
C458,173.667,0.000,95.142,68.757,143.829,111.888,222.973,78.022,120.401,119.570,181.508,83.570
C459,171.612,0.000,95.027,66.954,144.261,109.241,221.863,77.509,119.613,120.267,181.477,83.598
C460,169.558,0.000,94.912,65.152,144.694,106.593,220.754,76.996,118.826,120.964,181.446,83.626
C461,167.503,0.000,94.797,63.349,145.126,103.945,219.644,76.483,118.038,121.661,181.415,83.654
C462,165.448,0.000,94.682,61.547,145.559,101.297,218.534,75.970,117.251,122.358,181.384,83.683
C463,163.394,0.000,94.567,59.744,145.991,98.650,217.425,75.458,116.463,123.055,181.353,83.711
C464,161.339,0.000,94.452,57.942,146.424,95.396,216.315,74.945,115.675,123.751,181.322,83.739
C465,159.284,0.000,94.338,56.139,146.856,92.074,215.206,74.432,114.888,124.448,181.291,83.767
C466,157.230,0.000,94.223,54.337,147.289,88.753,214.096,73.919,114.100,125.145,181.260,83.795
C467,155.175,0.000,94.108,52.534,147.721,85.431,212.986,73.406,113.312,125.842,181.229,83.823
C468,153.121,0.000,93.993,50.732,148.154,82.110,211.877,72.893,112.525,126.539,181.198,83.851
C469,151.066,0.000,93.878,48.929,148.586,78.948,210.767,72.381,111.737,127.235,181.167,83.879
C470,149.011,0.000,93.763,47.127,149.019,79.258,209.657,71.868,110.950,127.932,181.136,83.907
C471,146.957,0.000,93.648,45.324,149.451,79.569,208.548,71.153,110.162,128.629,181.105,83.935
C472,144.902,0.000,93.534,43.522,149.884,79.879,207.438,70.420,109.374,129.326,181.074,83.963
C473,142.035,0.000,93.419,41.719,150.316,80.190,206.328,69.687,108.587,130.023,181.043,83.991
C474,136.531,0.000,93.304,40.134,150.749,80.500,205.219,68.954,107.799,130.719,181.012,84.020
C475,131.027,0.000,93.189,42.371,151.181,80.811,204.109,68.221,107.011,131.416,180.981,84.048
C476,125.523,0.000,93.074,44.608,151.613,81.121,202.999,67.488,106.224,132.113,180.950,84.076
C477,120.019,0.000,92.959,46.845,152.046,81.432,201.890,66.755,105.436,132.810,180.919,84.104
C478,114.515,0.000,92.845,49.082,152.478,81.742,200.780,66.022,104.649,133.507,180.888,84.132
C479,109.011,0.000,92.730,51.319,152.911,82.053,199.671,65.289,103.861,134.204,180.857,84.160
C480,106.191,0.000,92.615,53.555,153.343,82.363,198.561,64.556,103.073,134.900,180.826,84.188
C481,105.503,0.000,92.500,55.792,153.776,82.674,197.451,64.885,102.286,133.399,180.795,84.216
C482,104.814,0.000,92.385,58.029,154.208,82.984,196.342,66.265,101.498,131.370,180.764,84.244
C483,104.126,0.000,92.270,60.266,154.641,83.295,195.232,67.645,100.710,129.340,180.733,84.272
C484,103.437,0.000,92.181,62.503,155.944,83.605,194.122,69.024,99.923,127.311,180.702,84.300
C485,102.749,0.000,92.094,64.739,157.712,83.916,193.013,70.404,99.135,125.282,180.671,84.329
C486,102.061,0.000,92.007,66.976,158.016,84.226,191.903,71.784,98.348,123.253,180.640,84.357
C487,101.372,0.000,91.920,69.213,157.858,84.537,190.793,73.163,97.560,121.223,180.609,84.385
C488,100.684,0.000,91.834,71.450,157.701,84.847,189.684,74.543,96.772,119.194,180.578,84.413
C489,99.995,0.000,91.747,73.687,157.543,85.158,188.574,75.923,95.985,117.165,180.547,84.441
C490,99.307,0.000,92.197,75.923,157.386,85.468,187.465,77.303,95.197,115.135,180.516,84.469
C491,98.618,0.000,92.722,78.160,157.228,86.187,186.355,78.682,94.409,113.154,180.485,84.497
C492,97.930,0.000,93.247,80.397,157.071,88.116,185.245,80.062,93.622,111.193,180.454,84.525
C493,97.242,0.000,93.772,82.634,156.913,90.045,184.136,81.442,92.834,109.232,180.423,84.553
C494,96.553,0.000,94.297,84.713,156.756,91.974,183.026,82.821,92.047,107.271,180.392,84.581
C495,95.865,0.000,94.823,85.738,156.598,93.903,181.916,84.201,91.259,105.310,180.361,84.609
C496,95.176,0.000,95.348,86.763,156.441,95.831,180.807,85.581,90.471,103.349,180.330,84.638
C497,94.488,0.000,95.873,87.788,156.283,97.760,179.697,86.960,89.684,101.387,180.299,84.666
C498,93.800,0.000,96.398,88.813,156.126,99.689,178.587,88.340,88.896,99.426,180.267,84.694
C499,96.427,0.000,96.923,89.838,155.968,101.618,177.478,89.720,88.109,97.465,180.236,84.722
C500,101.450,0.000,97.449,90.863,155.811,103.547,176.368,91.099,87.321,95.504,180.205,84.750
C501,106.474,0.000,97.974,91.887,155.653,105.150,175.258,92.479,86.533,93.543,179.786,84.778
C502,111.498,0.000,98.499,92.912,155.496,105.176,174.149,93.859,85.746,91.582,178.708,84.806
C503,116.521,0.000,99.024,93.937,155.338,105.202,173.039,95.239,84.958,89.620,177.631,84.834
C504,121.545,0.000,99.549,94.962,155.181,105.228,171.930,96.618,84.170,87.659,176.554,84.862
C505,126.569,0.000,100.075,95.987,155.023,105.255,170.820,97.998,83.383,85.698,175.476,84.890
C506,131.592,0.000,100.600,96.665,154.866,105.281,169.710,99.378,82.595,83.737,174.399,84.918
C507,136.616,0.000,101.125,97.100,154.708,105.307,168.601,100.757,82.154,81.776,173.322,84.946
C508,141.640,0.000,101.650,97.536,154.551,105.333,167.491,102.137,82.897,79.815,172.244,84.975
C509,145.232,0.000,102.175,97.971,154.393,105.360,166.381,103.517,83.641,77.853,171.167,85.003
C510,146.151,0.000,102.701,98.406,154.236,105.386,165.272,104.896,84.385,75.892,170.090,85.031
C511,147.070,0.000,103.226,98.841,154.078,105.412,164.162,106.276,85.129,73.931,169.012,85.059
C512,147.990,0.000,103.751,99.276,153.921,105.438,163.052,107.656,85.873,71.970,167.935,85.087
C513,148.909,0.000,104.276,99.711,153.763,105.464,161.943,109.036,86.617,70.009,166.858,85.115
C514,149.829,0.000,104.801,100.146,153.606,105.491,160.833,110.415,87.360,68.048,165.780,85.143
C515,150.748,0.000,105.326,100.581,153.448,105.517,159.723,111.795,88.104,66.086,164.703,85.171
C516,151.668,0.000,105.852,101.016,153.291,105.543,158.614,113.175,88.848,64.412,163.626,85.199
C517,152.587,0.000,106.377,101.451,153.133,105.569,157.504,114.554,89.592,65.195,162.548,85.227
C518,153.507,0.000,106.902,101.886,152.976,105.596,156.395,115.934,90.336,65.978,161.471,85.255
C519,154.426,0.000,107.427,102.322,152.818,105.622,155.285,117.314,91.080,66.760,160.394,85.284
C520,155.346,0.000,107.952,102.757,152.661,105.648,154.175,118.693,91.823,67.543,159.316,85.312
C521,156.265,0.000,108.478,103.192,152.503,105.674,153.066,119.950,92.567,68.326,158.239,85.340
C522,157.185,0.000,109.003,103.627,152.346,105.701,151.956,121.124,93.311,69.108,157.162,85.368
C523,158.104,0.000,109.413,104.062,152.188,105.727,150.846,122.298,94.055,69.891,156.084,85.396
C524,159.024,0.000,108.991,104.497,152.031,105.753,149.737,123.472,94.799,70.674,155.007,85.424
C525,159.943,0.000,108.569,104.932,151.873,105.779,148.627,124.646,95.543,71.456,153.930,85.452
C526,160.862,0.000,108.148,105.367,151.803,105.806,147.517,125.820,96.286,72.239,152.852,85.480
C527,161.782,0.000,107.726,105.802,151.810,105.832,146.408,126.994,97.030,73.022,151.775,85.508
C528,162.701,0.000,107.305,106.237,151.816,105.858,145.298,128.169,97.774,73.804,150.698,85.536
C529,163.621,0.000,106.883,106.673,151.823,105.884,144.189,129.343,98.518,74.587,149.620,85.564
C530,164.540,0.000,106.461,107.108,151.829,105.910,143.079,130.517,99.262,75.370,148.543,85.592
C531,164.644,0.000,106.040,107.543,151.836,105.937,141.969,131.691,100.006,76.152,147.466,85.621
C532,159.852,0.000,105.618,107.978,151.842,105.963,140.860,132.865,100.749,76.935,146.388,85.649
C533,155.059,0.000,105.197,108.413,151.848,105.989,139.750,132.020,101.493,77.718,145.311,85.677
C534,150.267,0.000,104.775,108.848,151.855,106.015,138.640,131.157,102.237,78.500,144.234,85.705
