Filename,5800x_l.tif,5800x_l.tif,9700c.tif,9700d.tif,9700x.tif,9700x.tif,9700xh.tif,9700xh.tif,9700x_r.tif,13500x_n.tif,24500xj.tif,CM100-5.tif
C807,286.882,0.000,127.628,86.574,136.607,127.302,180.009,104.455,143.701,153.159,121.947,99.842
C808,289.843,0.000,127.483,87.189,135.975,126.263,181.548,104.963,143.799,154.526,122.141,99.771
C809,292.803,0.000,127.338,87.804,135.344,125.224,183.087,105.671,143.898,155.893,122.335,99.700
C810,295.764,0.000,127.192,88.419,134.712,124.186,184.626,106.380,143.532,157.261,122.529,99.629
C811,297.752,0.000,127.047,89.035,134.081,123.147,186.166,107.088,142.787,158.628,122.723,99.558
C812,292.846,0.000,126.902,89.650,133.450,122.108,187.705,107.796,142.043,159.995,122.917,99.487
C813,287.940,0.000,126.756,90.265,132.818,121.069,189.244,108.504,141.298,161.363,123.111,99.416
C814,283.034,0.000,126.611,90.880,132.187,120.031,190.783,109.212,140.553,162.730,123.306,99.346
C815,278.128,0.000,126.466,91.495,131.556,118.992,192.323,109.921,139.808,164.097,123.500,99.275
C816,273.222,0.000,126.320,92.110,130.924,117.953,193.862,110.629,139.063,165.465,123.694,99.204
C817,268.315,0.000,126.175,92.726,130.293,116.914,195.401,111.337,138.318,166.832,123.888,99.133
C818,263.409,0.000,126.030,93.341,129.661,115.876,196.940,112.045,137.573,168.199,124.082,99.062
C819,258.503,0.000,125.884,93.956,129.030,114.837,198.480,112.753,136.828,167.994,124.276,98.991
C820,253.597,0.000,125.739,94.571,128.223,113.798,200.019,113.462,136.083,166.849,124.470,98.920
C821,248.691,0.000,125.594,95.186,127.316,112.759,201.558,114.170,135.338,165.705,124.664,98.849
C822,243.785,0.000,125.448,95.802,126.410,111.720,203.097,114.878,134.593,164.560,124.858,98.778
C823,238.878,0.000,125.303,96.417,125.503,110.682,204.637,115.586,133.848,163.415,125.052,98.707
C824,233.972,0.000,125.158,97.032,124.596,109.643,206.176,116.294,133.103,162.270,125.246,98.636
C825,229.066,0.000,125.012,97.647,123.689,109.080,207.715,117.003,132.358,161.125,125.440,98.565
C826,235.018,0.000,124.867,98.262,122.783,109.127,209.255,117.711,131.613,0.000,125.634,98.494
C827,248.721,0.000,124.722,98.877,121.876,109.174,210.794,118.419,130.868,0.000,125.829,98.423
C828,262.425,0.000,124.576,99.493,120.969,109.221,212.075,119.127,130.123,0.000,126.023,98.352
C829,276.128,0.000,124.431,100.108,120.062,109.267,211.511,119.835,129.378,0.000,126.217,98.281
C830,287.172,0.000,124.286,100.723,119.535,109.314,210.947,120.544,128.633,0.000,126.411,98.210
C831,297.768,0.000,124.140,101.338,119.701,109.361,210.383,121.148,127.888,0.000,126.605,98.139
C832,308.364,0.000,123.995,101.953,119.867,109.408,209.819,121.451,127.143,0.000,126.799,98.068
C833,318.961,0.000,123.850,102.569,120.033,109.455,209.254,121.753,126.398,0.000,126.993,97.997
C834,329.557,0.000,123.704,103.184,120.199,109.502,208.690,122.056,125.653,0.000,127.187,97.926
C835,340.153,0.000,123.559,103.799,120.365,109.548,208.126,122.359,124.908,0.000,127.381,97.855
C836,350.749,0.000,123.414,104.414,120.531,109.595,207.562,122.661,124.163,0.000,127.575,97.784
C837,361.346,0.000,123.268,105.029,120.698,109.642,206.998,122.964,123.418,0.000,127.769,97.713
C838,371.942,0.000,123.123,105.644,120.864,109.689,206.434,123.267,122.673,0.000,127.601,97.642
C839,382.538,0.000,122.978,106.260,121.030,109.736,205.869,123.569,121.928,0.000,127.255,97.571
C840,393.134,0.000,122.832,106.875,121.196,109.782,205.305,123.872,121.183,0.000,126.908,97.500
C841,403.730,0.000,122.687,107.490,121.362,109.829,204.741,124.175,120.438,0.000,126.561,97.429
C842,414.327,0.000,122.542,108.105,121.528,109.876,204.177,124.477,119.693,0.000,126.215,97.358
C843,424.923,0.000,122.396,108.720,121.694,109.923,203.613,124.780,118.948,0.000,125.868,97.287
C844,435.519,0.000,122.251,109.336,121.860,109.991,203.049,125.083,118.203,0.000,125.521,97.216
C845,446.115,0.000,122.106,109.951,122.026,110.191,202.485,125.385,117.458,0.000,125.175,97.145
C846,456.711,0.000,121.960,110.566,122.193,110.391,201.920,125.688,116.713,0.000,124.828,97.074
C847,467.308,0.000,121.815,111.181,122.359,110.592,201.356,125.991,115.968,0.000,124.481,97.003
C848,477.904,0.000,121.714,111.796,122.525,110.792,200.792,126.293,115.223,0.000,124.135,96.932
C849,488.500,0.000,121.644,112.411,122.691,110.992,200.228,126.596,114.478,0.000,123.788,96.861
C850,499.096,0.000,121.573,113.027,122.857,111.192,199.376,126.898,113.733,0.000,123.441,96.790
C851,509.693,0.000,121.503,113.642,123.023,111.392,198.025,126.975,112.989,0.000,123.094,96.719
C852,520.289,0.000,121.433,114.257,123.189,111.593,196.674,124.858,112.244,0.000,122.748,96.648
C853,530.885,0.000,121.363,114.872,123.355,111.793,195.322,122.742,111.499,0.000,122.401,96.577
C854,539.855,0.000,121.292,115.487,123.521,111.993,193.971,120.626,110.754,0.000,122.054,96.506
C855,547.212,0.000,121.222,116.102,123.688,112.193,192.620,118.509,110.009,0.000,121.708,96.435
C856,554.569,0.000,121.152,116.718,123.854,112.393,191.269,116.393,109.264,0.000,121.361,96.364
C857,561.926,0.000,121.082,117.811,124.020,112.594,189.918,114.277,108.519,0.000,121.014,96.293
C858,569.283,0.000,121.012,118.760,124.186,112.794,188.567,112.161,107.774,0.000,120.668,96.142
C859,576.640,0.000,120.941,119.667,124.352,112.994,187.216,110.044,107.029,0.000,120.321,95.985
C860,582.441,0.000,120.871,120.573,124.518,113.194,185.865,107.928,106.284,0.000,119.974,95.827
C861,576.069,0.000,120.801,121.480,124.684,113.394,184.514,105.812,105.539,0.000,119.628,95.669
C862,569.696,0.000,120.731,122.386,124.850,113.594,183.162,103.696,104.794,0.000,119.281,95.511
C863,563.323,0.000,120.661,123.293,125.017,113.795,181.811,101.579,104.049,0.000,118.934,95.353
C864,556.951,0.000,120.590,124.199,125.183,113.995,180.460,99.463,103.304,0.000,118.587,95.195
C865,550.578,0.000,120.520,125.106,125.349,114.195,179.109,97.347,102.559,0.000,118.241,95.038
C866,544.206,0.000,120.450,126.012,125.515,114.395,177.758,95.230,101.814,0.000,117.894,94.880
C867,537.833,0.000,120.380,126.918,125.681,114.595,176.407,93.114,101.069,0.000,117.547,94.722
C868,531.461,0.000,120.310,127.825,125.847,114.796,175.056,90.998,100.324,0.000,117.201,94.564
C869,525.088,0.000,120.239,128.731,126.013,114.996,173.705,88.882,99.579,0.000,116.854,94.406
C870,518.716,0.000,120.169,129.638,126.179,115.196,172.353,86.765,98.834,0.000,116.507,94.248
C871,512.343,0.000,120.099,130.544,126.345,115.396,171.002,84.649,98.089,0.000,116.161,94.091
C872,505.971,0.000,120.029,131.451,126.512,115.596,169.651,82.533,97.344,0.000,115.814,93.933
C873,499.598,0.000,119.959,132.357,126.678,115.797,168.300,80.416,96.599,0.000,115.467,93.775
C874,493.226,0.000,119.888,133.264,126.844,115.997,166.949,78.300,95.854,0.000,115.121,93.617
C875,484.977,0.000,119.818,134.170,127.010,116.197,165.598,76.184,95.109,0.000,114.774,93.459
C876,473.773,0.000,119.748,135.077,127.176,116.397,164.247,74.068,94.364,0.000,114.427,93.301
C877,462.570,0.000,119.678,135.983,127.342,116.597,162.896,71.951,93.619,0.000,114.080,93.143
C878,451.366,0.000,119.607,136.834,127.508,116.797,161.545,69.835,92.874,0.000,113.734,92.986
C879,444.866,0.000,119.537,136.647,127.674,116.998,160.193,68.877,92.129,0.000,113.387,92.828
C880,440.552,0.000,119.467,136.460,127.841,117.198,158.842,70.237,91.384,0.000,113.040,92.670
C881,436.238,0.000,119.397,136.273,128.007,117.398,157.491,71.598,90.639,0.000,112.694,92.512
C882,431.925,0.000,119.327,136.086,128.173,117.598,156.140,72.959,89.894,0.000,112.347,92.354
C883,427.611,0.000,119.256,135.899,128.339,117.798,155.665,74.319,89.149,0.000,112.000,92.196
C884,423.297,0.000,119.186,135.712,128.505,117.999,155.877,75.680,88.404,0.000,111.722,92.039
C885,418.984,0.000,119.116,135.525,128.671,118.199,156.089,77.040,87.659,0.000,111.725,91.881
C886,414.670,0.000,119.046,135.338,128.837,118.399,156.300,78.401,86.914,0.000,111.728,91.723
C887,410.356,0.000,118.356,135.151,129.003,118.599,156.512,79.762,86.169,0.000,111.730,91.565
C888,406.043,0.000,117.137,134.964,129.169,118.799,156.724,81.122,85.424,0.000,111.733,91.407
C889,401.729,0.000,115.918,134.777,129.336,119.000,156.936,82.483,84.679,0.000,111.736,91.249
C890,397.415,0.000,114.700,134.590,129.502,119.200,157.148,83.844,83.935,0.000,111.738,91.092
C891,393.102,0.000,113.481,134.403,129.668,119.400,157.359,85.204,83.190,0.000,111.741,90.934
C892,388.788,0.000,112.262,134.216,129.834,119.600,157.571,86.565,82.445,0.000,111.744,90.776
C893,384.474,0.000,111.044,134.029,130.000,119.800,157.783,87.926,81.700,0.000,111.746,90.618
C894,380.161,0.000,109.825,133.842,130.166,120.001,157.995,89.286,80.955,0.000,111.749,90.460
C895,375.847,0.000,108.606,133.655,130.332,120.201,158.206,90.647,80.210,0.000,111.752,90.302
C896,371.534,0.000,108.163,133.468,130.498,120.401,158.418,92.008,79.465,0.000,111.754,90.145
C897,367.220,0.000,107.725,133.281,130.612,120.065,158.630,93.368,78.720,0.000,111.757,89.987
C898,362.906,0.000,107.286,133.094,130.698,119.726,158.842,94.729,79.377,0.000,111.760,89.829
C899,358.593,0.000,106.847,132.907,130.784,119.326,159.054,96.090,80.473,0.000,111.762,89.671
C900,354.279,0.000,106.409,132.720,130.870,118.886,159.265,97.450,81.570,0.000,111.765,89.513
C901,349.965,0.000,105.970,132.533,130.956,118.446,159.477,98.811,82.706,0.000,111.768,89.355
C902,345.652,0.000,105.532,132.346,131.042,118.007,159.689,100.171,84.699,0.000,111.770,89.198
C903,341.338,0.000,105.093,132.159,131.128,117.567,159.901,101.532,86.692,0.000,111.773,89.040
C904,337.024,0.000,104.655,131.972,131.214,117.127,160.113,102.893,88.686,0.000,111.775,88.882
C905,332.711,0.000,104.216,131.785,131.300,116.688,160.324,104.253,90.679,0.000,111.778,88.724
C906,329.702,0.000,103.778,131.597,131.386,116.248,160.536,105.614,92.672,0.000,111.781,88.566
C907,327.653,0.000,103.339,131.410,131.472,115.809,160.748,106.975,94.665,0.000,111.783,88.408
C908,325.605,0.000,102.901,131.223,131.558,115.369,160.960,108.335,96.658,0.000,111.786,88.251
C909,323.556,0.000,102.462,131.036,131.645,114.929,161.172,109.696,98.652,0.000,111.789,88.093
C910,321.507,0.000,102.024,130.849,131.731,114.490,161.383,111.057,100.645,0.000,111.791,87.935
C911,319.459,0.000,101.585,130.662,131.817,114.050,161.595,112.417,102.638,0.000,111.794,87.777
C912,317.410,0.000,101.146,130.475,131.903,113.610,161.807,113.778,104.631,0.000,111.797,87.619
C913,315.362,0.000,100.708,130.695,131.989,113.171,162.019,114.879,106.624,0.000,111.799,87.461
C914,313.313,0.000,100.269,132.066,132.075,112.731,162.230,115.321,108.618,0.000,111.802,87.304
C915,311.264,0.000,99.831,133.436,132.161,112.291,162.442,115.764,110.611,0.000,111.805,87.146
C916,309.216,0.000,99.392,134.807,132.247,111.852,162.654,116.206,112.604,0.000,111.807,86.988
C917,307.167,0.000,98.954,136.178,132.333,111.412,162.866,116.649,114.597,0.000,111.810,86.830
C918,305.118,0.000,98.515,137.549,132.419,110.973,163.078,117.091,116.591,0.000,111.813,86.672
C919,303.070,0.000,98.077,138.920,132.505,110.533,163.289,117.534,118.584,0.000,111.815,86.514
C920,0.000,0.000,97.638,140.290,132.591,110.093,163.501,117.586,120.577,0.000,111.818,86.356
C921,0.000,0.000,97.200,141.661,132.677,109.654,163.713,117.637,122.570,0.000,111.821,86.199
C922,0.000,0.000,96.761,143.032,132.763,109.214,163.925,117.689,124.563,0.000,111.823,86.041
C923,0.000,0.000,96.322,144.403,132.849,108.774,164.137,117.740,126.557,0.000,111.826,85.883
C924,0.000,0.000,95.884,145.512,132.935,108.335,164.348,117.792,128.550,0.000,111.829,85.725
C925,0.000,0.000,95.445,143.841,133.022,107.895,164.560,117.843,130.543,0.000,111.831,85.567
C926,0.000,0.000,95.007,142.170,133.108,107.456,164.849,117.895,132.536,0.000,111.834,85.409
C927,0.000,0.000,94.568,140.499,133.194,107.016,165.148,117.946,134.530,0.000,111.837,85.252
C928,0.000,0.000,94.130,138.828,133.280,106.576,165.447,117.998,136.523,0.000,111.839,85.094
C929,0.000,0.000,93.691,137.157,133.366,106.137,165.747,118.049,138.516,0.000,111.842,84.936
C930,0.000,0.000,93.825,135.486,133.452,105.697,166.046,118.101,138.812,0.000,111.845,84.778
C931,0.000,0.000,94.252,133.815,133.538,105.257,166.345,118.152,137.546,0.000,111.847,84.620
C932,0.000,0.000,94.678,132.144,133.624,104.818,166.645,118.204,136.281,0.000,111.850,84.462
C933,0.000,0.000,95.105,130.473,133.710,104.378,166.944,118.255,135.015,0.000,111.938,84.305
C934,0.000,0.000,95.532,128.802,133.796,103.939,167.243,118.307,133.749,0.000,112.028,84.147
C935,0.000,0.000,95.958,127.131,133.882,103.499,167.543,118.358,132.484,0.000,112.118,83.989
C936,0.000,0.000,96.385,125.460,133.968,103.059,167.842,118.410,131.218,0.000,112.209,83.831
C937,0.000,0.000,96.811,123.789,134.054,102.620,168.141,118.461,129.953,0.000,112.299,83.673
C938,0.000,0.000,97.238,122.118,134.140,102.113,168.441,118.513,128.687,0.000,112.389,83.515
C939,0.000,0.000,97.665,120.447,134.226,101.410,168.740,118.564,127.422,0.000,112.480,83.358
C940,0.000,0.000,98.091,118.777,134.312,100.706,169.039,118.616,126.156,0.000,112.570,83.200
C941,0.000,0.000,98.518,117.106,134.398,100.003,169.339,118.667,124.891,0.000,112.661,83.042
C942,0.000,0.000,98.945,115.435,134.485,99.299,169.638,118.719,123.625,0.000,112.751,82.884
C943,0.000,0.000,99.371,113.764,134.571,98.596,169.937,118.770,122.360,0.000,112.841,82.726
C944,0.000,0.000,99.798,112.093,134.657,97.892,170.236,118.822,121.094,0.000,112.932,82.568
C945,0.000,0.000,100.224,110.422,134.743,97.189,170.536,118.873,119.828,0.000,113.022,82.411
C946,0.000,0.000,100.651,108.751,134.829,96.485,170.835,118.925,118.563,0.000,113.112,82.253
C947,0.000,0.000,101.078,106.736,134.915,95.782,171.134,118.976,117.297,0.000,113.203,82.095
C948,0.000,0.000,101.504,104.536,135.001,95.078,171.434,119.028,116.032,0.000,113.293,81.937
C949,0.000,0.000,101.931,102.335,135.087,94.375,171.733,119.079,114.766,0.000,113.384,81.779
C950,0.000,0.000,102.358,100.134,135.173,93.671,172.032,119.130,113.501,0.000,113.474,81.621
C951,0.000,0.000,102.784,97.934,135.259,92.968,172.332,119.182,112.235,0.000,113.564,81.464
C952,0.000,0.000,103.211,95.733,135.345,92.264,172.631,119.233,110.970,0.000,113.655,81.306
C953,0.000,0.000,103.637,93.532,135.431,91.561,172.930,119.285,109.704,0.000,113.745,81.148
C954,0.000,0.000,104.064,91.331,135.517,90.857,173.230,119.336,108.439,0.000,113.835,80.990
C955,0.000,0.000,104.491,89.131,135.603,90.153,173.529,119.388,107.173,0.000,113.926,80.832
C956,0.000,0.000,104.123,86.930,135.689,89.450,173.828,119.439,105.907,0.000,114.016,80.674
C957,0.000,0.000,103.744,86.797,135.775,88.746,174.128,119.491,104.642,0.000,114.107,80.517
C958,0.000,0.000,103.364,87.771,135.862,88.043,174.427,119.542,103.376,0.000,114.197,80.359
C959,0.000,0.000,102.984,88.744,135.948,87.339,174.726,119.594,102.111,0.000,114.287,80.201
C960,0.000,0.000,102.604,89.718,136.034,86.636,175.026,119.645,100.845,0.000,114.378,80.043
C961,0.000,0.000,102.224,90.692,136.120,85.932,175.325,119.697,99.580,0.000,114.468,79.885
C962,0.000,0.000,101.844,91.665,136.107,85.229,175.624,119.748,98.314,0.000,114.559,79.727
C963,0.000,0.000,101.464,92.639,136.027,84.525,175.924,119.800,97.049,0.000,114.649,79.569
C964,0.000,0.000,101.084,93.613,135.947,83.822,175.909,119.851,95.783,0.000,114.739,79.412
C965,0.000,0.000,100.704,94.586,135.867,83.118,175.150,119.903,94.517,0.000,114.830,79.254
C966,0.000,0.000,100.324,95.560,135.787,82.415,174.392,119.548,93.252,0.000,114.920,79.096
C967,0.000,0.000,99.944,96.534,135.707,81.711,173.633,118.520,91.986,0.000,115.010,78.938
C968,0.000,0.000,99.564,97.507,135.627,81.008,172.875,117.492,90.721,0.000,115.101,78.780
C969,0.000,0.000,99.184,98.481,135.547,80.304,172.116,116.465,89.455,0.000,115.191,78.622
C970,0.000,0.000,98.804,99.455,135.467,79.601,171.357,115.437,88.190,0.000,115.282,78.465
C971,0.000,0.000,99.754,100.428,135.387,78.897,170.599,114.409,86.924,0.000,115.372,78.307
C972,0.000,0.000,101.404,101.402,135.307,78.194,169.840,113.382,86.883,0.000,115.462,78.149
C973,0.000,0.000,103.055,102.376,135.227,77.490,169.081,112.354,87.041,0.000,115.553,77.991
C974,0.000,0.000,104.706,103.349,135.147,77.152,168.010,111.326,87.199,0.000,115.643,77.833
C975,0.000,0.000,106.357,104.323,135.067,77.873,166.851,110.299,87.357,0.000,115.733,77.675
C976,0.000,0.000,108.008,105.296,134.987,78.593,165.692,109.271,87.515,0.000,115.824,77.518
C977,0.000,0.000,109.659,106.270,134.907,79.313,164.533,108.243,87.673,0.000,115.914,77.360
C978,0.000,0.000,111.310,107.244,134.826,80.033,163.374,107.215,87.831,0.000,116.005,77.202
C979,0.000,0.000,112.961,108.217,134.746,80.753,162.215,106.188,87.989,0.000,116.095,77.044
C980,0.000,0.000,114.612,109.191,134.666,81.473,161.056,105.160,88.148,0.000,116.185,76.886
C981,0.000,0.000,116.263,110.165,134.586,82.194,159.897,104.132,88.306,0.000,116.276,76.728
C982,0.000,0.000,117.914,111.138,134.506,82.914,158.738,103.384,88.464,0.000,116.366,76.571
C983,0.000,0.000,119.565,112.112,134.426,83.634,157.579,103.648,88.622,0.000,116.456,76.413
C984,0.000,0.000,121.215,113.086,134.346,84.354,156.420,103.912,88.780,0.000,116.547,76.255
C985,0.000,0.000,122.866,114.059,134.266,85.074,155.261,104.176,88.938,0.000,116.637,76.097
C986,0.000,0.000,124.517,115.033,134.186,85.794,154.103,104.440,89.096,0.000,116.728,75.939
C987,0.000,0.000,126.168,116.007,134.106,86.515,152.944,104.705,89.254,0.000,116.818,75.781
C988,0.000,0.000,127.819,116.980,134.026,87.235,151.785,104.969,89.412,0.000,116.908,75.624
C989,0.000,0.000,129.470,0.000,133.946,87.955,150.626,105.233,89.570,0.000,116.999,75.466
C990,0.000,0.000,129.783,0.000,0.000,89.039,149.467,105.497,89.728,0.000,117.089,75.308
C991,0.000,0.000,129.218,0.000,0.000,90.241,148.308,105.761,89.886,0.000,117.179,75.150
C992,0.000,0.000,128.653,0.000,0.000,91.444,147.149,106.026,90.044,0.000,117.270,74.992
C993,0.000,0.000,128.088,0.000,0.000,92.647,145.990,106.290,90.202,0.000,117.360,74.834
C994,0.000,0.000,127.523,0.000,0.000,93.849,144.831,106.554,90.360,0.000,117.451,74.677
C995,0.000,0.000,126.958,0.000,0.000,95.052,143.672,106.818,90.518,0.000,117.541,74.519
C996,0.000,0.000,126.393,0.000,0.000,96.254,142.513,107.082,90.676,0.000,117.631,74.361
C997,0.000,0.000,125.828,0.000,0.000,97.457,141.354,107.347,90.834,0.000,117.722,74.203
C998,0.000,0.000,125.263,0.000,0.000,98.659,140.195,107.611,90.992,0.000,117.812,74.045
C999,0.000,0.000,124.698,0.000,0.000,99.862,139.036,107.875,91.150,0.000,117.902,73.887
C1000,0.000,0.000,124.087,0.000,0.000,101.064,137.877,108.139,91.308,0.000,117.993,73.729
C1001,0.000,0.000,123.469,0.000,0.000,102.267,136.718,108.403,91.466,0.000,118.083,73.602
C1002,0.000,0.000,122.850,0.000,0.000,103.469,135.559,108.668,91.624,0.000,118.174,73.587
C1003,0.000,0.000,122.231,0.000,0.000,104.672,134.400,108.932,91.782,0.000,118.264,73.572
C1004,0.000,0.000,121.612,0.000,0.000,105.874,133.241,109.196,91.940,0.000,118.354,73.556
C1005,0.000,0.000,120.994,0.000,0.000,107.077,132.082,109.460,92.098,0.000,118.445,73.541
C1006,0.000,0.000,120.375,0.000,0.000,108.279,130.923,109.724,92.256,0.000,118.535,73.525
C1007,0.000,0.000,119.756,0.000,0.000,109.482,129.765,109.989,92.414,0.000,118.625,73.510
C1008,0.000,0.000,119.137,0.000,0.000,110.684,128.606,110.253,92.572,0.000,118.716,73.495
C1009,0.000,0.000,118.519,0.000,0.000,111.887,127.447,110.517,92.730,0.000,118.806,73.479
C1010,0.000,0.000,117.900,0.000,0.000,111.981,126.288,110.781,92.888,0.000,118.897,73.464
C1011,0.000,0.000,117.281,0.000,0.000,111.592,125.129,111.045,93.046,0.000,118.987,73.448
C1012,0.000,0.000,116.662,0.000,0.000,111.139,123.970,111.310,93.204,0.000,119.077,73.433
C1013,0.000,0.000,116.044,0.000,0.000,110.440,122.811,111.574,93.362,0.000,119.168,73.418
C1014,0.000,0.000,115.425,0.000,0.000,109.740,121.652,112.280,93.520,0.000,119.258,73.402
C1015,0.000,0.000,114.806,0.000,0.000,109.041,120.493,114.439,93.678,0.000,119.349,73.387
C1016,0.000,0.000,114.187,0.000,0.000,108.342,119.334,116.597,93.836,0.000,119.439,73.371
C1017,0.000,0.000,113.569,0.000,0.000,107.642,118.175,118.755,93.994,0.000,119.529,73.356
C1018,0.000,0.000,112.950,0.000,0.000,106.943,117.016,120.914,94.152,0.000,119.620,73.341
C1019,0.000,0.000,112.331,0.000,0.000,106.244,115.857,0.000,94.310,0.000,119.710,73.325
C1020,0.000,0.000,111.712,0.000,0.000,105.544,114.698,0.000,94.468,0.000,119.800,73.310
C1021,0.000,0.000,111.093,0.000,0.000,104.845,113.539,0.000,94.626,0.000,119.891,73.294
C1022,0.000,0.000,110.475,0.000,0.000,104.146,112.380,0.000,94.784,0.000,119.981,73.279
C1023,0.000,0.000,109.856,0.000,0.000,103.446,111.221,0.000,94.942,0.000,120.072,73.263
C1024,0.000,0.000,109.488,0.000,0.000,102.747,110.062,0.000,97.279,0.000,120.162,73.248
C1025,0.000,0.000,109.519,0.000,0.000,102.048,108.903,0.000,99.841,0.000,120.252,73.233
C1026,0.000,0.000,109.550,0.000,0.000,101.349,107.744,0.000,102.403,0.000,120.343,73.217
C1027,0.000,0.000,109.581,0.000,0.000,0.000,106.585,0.000,104.965,0.000,120.433,73.202
C1028,0.000,0.000,109.612,0.000,0.000,0.000,105.427,0.000,107.528,0.000,120.523,73.186
C1029,0.000,0.000,109.643,0.000,0.000,0.000,104.268,0.000,110.090,0.000,120.614,73.171
C1030,0.000,0.000,109.674,0.000,0.000,0.000,103.109,0.000,112.652,0.000,120.704,73.156
C1031,0.000,0.000,109.705,0.000,0.000,0.000,101.950,0.000,115.214,0.000,120.795,0.000
C1032,0.000,0.000,109.736,0.000,0.000,0.000,100.791,0.000,117.776,0.000,120.885,0.000
C1033,0.000,0.000,109.767,0.000,0.000,0.000,99.632,0.000,120.338,0.000,121.317,0.000
C1034,0.000,0.000,109.798,0.000,0.000,0.000,98.473,0.000,122.900,0.000,122.210,0.000
C1035,0.000,0.000,109.829,0.000,0.000,0.000,97.314,0.000,125.462,0.000,123.102,0.000
C1036,0.000,0.000,109.860,0.000,0.000,0.000,97.448,0.000,128.024,0.000,123.995,0.000
C1037,0.000,0.000,109.891,0.000,0.000,0.000,97.647,0.000,130.587,0.000,124.716,0.000
C1038,0.000,0.000,109.922,0.000,0.000,0.000,97.847,0.000,133.149,0.000,125.412,0.000
C1039,0.000,0.000,109.953,0.000,0.000,0.000,98.046,0.000,135.711,0.000,126.108,0.000
C1040,0.000,0.000,109.984,0.000,0.000,0.000,98.246,0.000,138.273,0.000,126.804,0.000
C1041,0.000,0.000,109.880,0.000,0.000,0.000,98.446,0.000,140.835,0.000,127.500,0.000
C1042,0.000,0.000,109.522,0.000,0.000,0.000,98.645,0.000,143.397,0.000,128.196,0.000
C1043,0.000,0.000,109.165,0.000,0.000,0.000,98.845,0.000,145.959,0.000,128.892,0.000
C1044,0.000,0.000,108.808,0.000,0.000,0.000,99.044,0.000,148.521,0.000,129.588,0.000
C1045,0.000,0.000,108.451,0.000,0.000,0.000,99.244,0.000,151.083,0.000,130.284,0.000
C1046,0.000,0.000,108.094,0.000,0.000,0.000,99.444,0.000,153.646,0.000,130.980,0.000
C1047,0.000,0.000,107.737,0.000,0.000,0.000,99.643,0.000,156.208,0.000,131.677,0.000
C1048,0.000,0.000,107.380,0.000,0.000,0.000,99.843,0.000,158.770,0.000,132.373,0.000
C1049,0.000,0.000,107.022,0.000,0.000,0.000,100.043,0.000,161.332,0.000,133.069,0.000
C1050,0.000,0.000,106.665,0.000,0.000,0.000,100.242,0.000,163.894,0.000,133.765,0.000
C1051,0.000,0.000,106.308,0.000,0.000,0.000,100.442,0.000,166.456,0.000,134.461,0.000
C1052,0.000,0.000,105.951,0.000,0.000,0.000,100.641,0.000,169.018,0.000,135.157,0.000
C1053,0.000,0.000,105.594,0.000,0.000,0.000,100.841,0.000,171.580,0.000,135.853,0.000
C1054,0.000,0.000,105.237,0.000,0.000,0.000,101.041,0.000,174.142,0.000,136.549,0.000
C1055,0.000,0.000,104.880,0.000,0.000,0.000,101.240,0.000,176.705,0.000,137.245,0.000
C1056,0.000,0.000,104.523,0.000,0.000,0.000,101.440,0.000,179.267,0.000,137.941,0.000
C1057,0.000,0.000,104.165,0.000,0.000,0.000,101.639,0.000,181.829,0.000,138.637,0.000
C1058,0.000,0.000,103.808,0.000,0.000,0.000,101.839,0.000,184.391,0.000,139.333,0.000
C1059,0.000,0.000,103.451,0.000,0.000,0.000,0.000,0.000,186.653,0.000,140.029,0.000
C1060,0.000,0.000,102.987,0.000,0.000,0.000,0.000,0.000,187.706,0.000,140.725,0.000
C1061,0.000,0.000,102.246,0.000,0.000,0.000,0.000,0.000,188.759,0.000,141.421,0.000
C1062,0.000,0.000,101.505,0.000,0.000,0.000,0.000,0.000,189.811,0.000,142.117,0.000
C1063,0.000,0.000,100.764,0.000,0.000,0.000,0.000,0.000,190.864,0.000,142.813,0.000
C1064,0.000,0.000,100.023,0.000,0.000,0.000,0.000,0.000,191.917,0.000,143.509,0.000
C1065,0.000,0.000,99.282,0.000,0.000,0.000,0.000,0.000,192.970,0.000,144.206,0.000
C1066,0.000,0.000,98.541,0.000,0.000,0.000,0.000,0.000,194.022,0.000,144.902,0.000
C1067,0.000,0.000,97.800,0.000,0.000,0.000,0.000,0.000,195.075,0.000,145.598,0.000
C1068,0.000,0.000,97.059,0.000,0.000,0.000,0.000,0.000,196.128,0.000,146.294,0.000
C1069,0.000,0.000,96.318,0.000,0.000,0.000,0.000,0.000,197.181,0.000,146.990,0.000
C1070,0.000,0.000,95.577,0.000,0.000,0.000,0.000,0.000,198.234,0.000,147.686,0.000
C1071,0.000,0.000,94.836,0.000,0.000,0.000,0.000,0.000,198.130,0.000,148.382,0.000
C1072,0.000,0.000,94.095,0.000,0.000,0.000,0.000,0.000,196.381,0.000,149.078,0.000
C1073,0.000,0.000,93.354,0.000,0.000,0.000,0.000,0.000,194.631,0.000,149.774,0.000
C1074,0.000,0.000,92.613,0.000,0.000,0.000,0.000,0.000,192.882,0.000,150.470,0.000
C1075,0.000,0.000,91.872,0.000,0.000,0.000,0.000,0.000,191.133,0.000,151.166,0.000
C1076,0.000,0.000,91.131,0.000,0.000,0.000,0.000,0.000,189.384,0.000,151.862,0.000
C1077,0.000,0.000,90.390,0.000,0.000,0.000,0.000,0.000,187.635,0.000,152.558,0.000
