Filename,9700x_s.tif,7400x_r.tif,7400x_r.tif,7400x_h.tif,74oox_g.tif
C596,21.088,33.838,0.000,146.996,142.526
C597,21.090,32.551,0.000,147.823,142.070
C598,21.091,31.265,0.000,148.651,141.615
C599,21.093,29.978,0.000,149.479,141.159
C600,21.094,28.691,0.000,150.307,140.703
C601,21.096,27.405,0.000,151.134,140.247
C602,21.097,26.118,0.000,151.962,139.791
C603,21.099,24.832,0.000,152.790,139.335
C604,21.100,23.545,0.000,153.617,138.879
C605,21.102,22.259,0.000,154.445,138.423
C606,21.103,20.972,0.000,155.273,137.967
C607,21.105,19.686,0.000,156.101,137.512
C608,21.106,18.399,0.000,156.928,138.667
C609,21.108,17.113,0.000,157.756,140.551
C610,21.109,15.826,0.000,158.584,142.436
C611,21.111,14.540,0.000,159.411,144.321
C612,21.112,13.253,0.000,160.239,146.206
C613,21.114,11.967,0.000,161.067,148.091
C614,21.115,10.680,0.000,161.895,149.976
C615,21.117,9.393,0.000,162.722,151.861
C616,21.118,8.107,0.000,163.550,153.746
C617,21.120,6.820,0.000,164.378,155.631
C618,21.121,5.534,0.000,165.205,157.516
C619,21.123,4.247,0.000,166.033,159.401
C620,21.124,3.173,0.000,167.102,161.286
C621,21.126,4.748,0.000,169.115,163.171
C622,21.127,6.324,0.000,171.128,165.056
C623,21.129,7.900,0.000,173.141,166.941
C624,21.130,9.476,0.000,175.153,168.826
C625,21.132,11.039,0.000,177.166,170.711
C626,21.133,12.481,0.000,179.179,172.596
C627,21.135,13.923,0.000,181.192,174.481
C628,21.136,15.366,0.000,183.205,176.365
C629,21.138,16.808,0.000,185.217,178.250
C630,21.139,18.251,0.000,187.230,180.135
C631,21.141,19.693,0.000,189.243,182.020
C632,21.142,21.135,0.000,191.256,183.905
C633,21.144,22.578,0.000,193.268,185.790
C634,21.145,24.020,0.000,195.281,187.675
C635,21.147,25.462,0.000,197.294,189.560
C636,21.148,26.905,0.000,199.307,191.445
C637,21.150,28.347,0.000,201.319,193.330
C638,21.151,29.790,0.000,203.332,195.215
C639,21.153,31.232,0.000,205.345,197.100
C640,21.154,32.674,0.000,207.358,198.985
C641,21.176,0.000,0.000,209.370,200.870
C642,21.232,0.000,0.000,211.383,202.755
C643,21.289,0.000,0.000,213.396,204.640
C644,21.345,0.000,0.000,215.409,206.525
C645,21.401,0.000,0.000,217.422,208.410
C646,21.457,0.000,0.000,219.434,210.295
C647,21.514,0.000,0.000,221.447,212.180
C648,21.570,0.000,0.000,223.460,214.064
C649,21.626,0.000,0.000,225.473,215.949
C650,21.682,0.000,0.000,227.485,217.834
C651,21.738,0.000,0.000,229.498,219.719
C652,21.795,0.000,0.000,231.511,221.604
C653,21.851,0.000,0.000,233.524,223.489
C654,21.907,0.000,0.000,235.536,225.374
C655,21.963,0.000,0.000,237.549,227.259
C656,22.019,0.000,0.000,239.562,229.144
C657,22.076,0.000,0.000,241.575,231.029
C658,22.132,0.000,0.000,243.587,232.914
C659,22.188,0.000,0.000,245.600,234.799
C660,22.244,0.000,0.000,247.613,236.684
C661,22.300,0.000,0.000,249.626,238.569
C662,22.357,0.000,0.000,251.639,240.311
C663,24.830,0.000,0.000,253.651,237.495
C664,27.882,0.000,0.000,255.664,234.678
C665,30.934,0.000,0.000,257.677,231.862
C666,33.986,0.000,0.000,259.086,229.045
C667,37.039,0.000,0.000,258.516,226.229
C668,40.091,0.000,0.000,257.947,223.412
C669,43.143,0.000,0.000,257.377,220.596
C670,46.195,0.000,0.000,256.807,217.780
C671,49.247,0.000,0.000,256.238,214.963
C672,52.299,0.000,0.000,255.668,211.128
C673,55.351,0.000,0.000,255.098,207.094
C674,58.403,0.000,0.000,254.528,203.059
C675,61.456,0.000,0.000,253.959,199.025
C676,64.508,0.000,0.000,253.389,194.990
C677,67.560,0.000,0.000,252.819,190.956
C678,70.612,0.000,0.000,252.250,186.921
C679,73.664,0.000,0.000,251.680,182.887
C680,76.716,0.000,0.000,251.110,178.852
C681,79.768,0.000,0.000,250.541,174.817
C682,82.820,0.000,0.000,249.971,170.783
C683,85.873,0.000,0.000,249.401,166.748
C684,88.925,0.000,0.000,248.831,162.714
C685,91.977,0.000,0.000,248.262,158.679
C686,95.029,0.000,0.000,247.692,154.645
C687,98.081,0.000,0.000,247.122,150.610
C688,101.133,0.000,0.000,246.553,146.576
C689,104.185,0.000,0.000,245.983,142.541
C690,107.238,0.000,0.000,245.413,138.507
C691,106.269,0.000,0.000,244.844,134.472
C692,104.859,0.000,0.000,244.274,130.437
C693,103.523,0.000,0.000,243.704,126.403
C694,102.312,0.000,0.000,243.134,122.368
C695,101.101,0.000,0.000,242.565,118.334
C696,99.889,0.000,0.000,241.995,114.299
C697,98.678,0.000,0.000,241.425,110.265
C698,97.467,0.000,0.000,240.856,106.230
C699,96.256,0.000,0.000,240.286,102.196
C700,95.045,0.000,0.000,239.716,98.161
C701,93.833,0.000,0.000,239.147,94.126
C702,92.622,0.000,0.000,238.577,92.710
C703,91.411,0.000,0.000,238.007,92.793
C704,90.200,0.000,0.000,237.437,92.876
C705,88.989,0.000,0.000,236.476,92.959
C706,87.777,0.000,0.000,235.340,93.042
C707,86.566,0.000,0.000,234.203,93.125
C708,85.355,0.000,0.000,233.067,93.208
C709,84.144,0.000,0.000,231.930,93.291
C710,82.932,0.000,0.000,230.794,93.374
C711,81.721,0.000,0.000,229.657,93.457
C712,80.510,0.000,0.000,228.520,93.540
C713,79.299,0.000,0.000,227.384,93.623
C714,78.088,0.000,0.000,226.247,93.706
C715,76.876,0.000,0.000,225.111,93.789
C716,75.665,0.000,0.000,223.974,93.872
C717,74.454,0.000,0.000,222.837,93.955
C718,73.243,0.000,0.000,221.701,94.038
C719,72.032,0.000,0.000,220.564,94.121
C720,70.820,0.000,0.000,219.428,94.204
C721,69.609,0.000,0.000,218.291,94.287
C722,68.398,0.000,0.000,217.154,94.370
C723,67.187,0.000,0.000,216.018,94.453
C724,65.976,0.000,0.000,214.881,94.536
C725,64.764,0.000,0.000,213.745,94.619
C726,63.553,0.000,0.000,212.608,94.702
C727,62.342,0.000,0.000,211.471,94.785
C728,61.131,0.000,0.000,210.335,94.868
C729,59.920,0.000,0.000,209.198,94.951
C730,58.708,0.000,0.000,208.062,95.034
C731,57.497,0.000,0.000,206.925,95.117
C732,56.286,0.000,0.000,205.789,95.200
C733,55.075,0.000,0.000,204.652,95.283
C734,53.864,0.000,0.000,203.515,95.366
C735,52.652,0.000,0.000,202.379,95.449
C736,51.441,0.000,0.000,201.242,95.532
C737,50.230,0.000,0.000,200.106,95.615
C738,49.019,0.000,0.000,198.969,95.698
C739,47.808,0.000,0.000,197.832,95.781
C740,46.596,0.000,0.000,196.696,95.864
C741,45.385,0.000,0.000,195.559,95.947
C742,44.174,0.000,0.000,194.423,96.030
C743,42.963,0.000,0.000,193.286,96.113
C744,41.751,0.000,0.000,192.149,96.196
C745,40.540,0.000,0.000,191.013,96.279
C746,39.329,0.000,0.000,189.876,96.362
C747,38.118,0.000,0.000,188.740,96.445
C748,36.907,0.000,0.000,187.603,96.529
C749,35.695,0.000,0.000,186.466,96.612
C750,34.484,0.000,0.000,185.330,96.695
C751,33.273,0.000,0.000,184.193,96.778
C752,32.062,0.000,0.000,183.057,96.861
C753,30.851,0.000,0.000,181.920,96.944
C754,29.639,0.000,0.000,180.783,97.027
C755,28.428,0.000,0.000,179.647,97.110
C756,27.217,0.000,0.000,178.848,97.193
C757,26.537,0.000,0.000,178.382,97.276
C758,27.584,0.000,0.000,177.916,97.359
C759,28.632,0.000,0.000,177.450,97.442
C760,29.680,0.000,0.000,176.983,97.525
C761,30.727,0.000,0.000,176.517,97.608
C762,31.775,0.000,0.000,176.051,97.691
C763,32.823,0.000,0.000,175.585,97.774
C764,38.113,0.000,0.000,175.118,97.857
C765,43.682,0.000,0.000,174.652,97.940
C766,49.250,0.000,0.000,174.186,98.023
C767,54.819,0.000,0.000,173.720,98.106
C768,60.388,0.000,0.000,173.253,98.189
C769,65.957,0.000,0.000,172.787,98.272
C770,71.526,0.000,0.000,172.321,98.355
C771,77.094,0.000,0.000,171.855,98.438
C772,82.663,0.000,0.000,171.388,98.521
C773,88.181,0.000,0.000,170.922,98.604
C774,87.837,0.000,0.000,170.456,98.687
C775,87.493,0.000,0.000,169.990,98.770
C776,87.150,0.000,0.000,169.523,98.853
C777,86.806,0.000,0.000,169.057,98.936
C778,86.462,0.000,0.000,168.591,99.019
C779,86.119,0.000,0.000,168.125,99.102
C780,85.775,0.000,0.000,167.658,99.185
C781,85.431,0.000,0.000,167.192,99.268
C782,85.088,0.000,0.000,166.726,99.351
C783,84.744,0.000,0.000,166.260,99.434
C784,84.400,0.000,0.000,165.793,99.517
C785,84.056,0.000,0.000,165.327,99.600
C786,83.713,0.000,0.000,164.861,99.683
C787,83.369,0.000,0.000,164.395,99.766
C788,83.025,0.000,0.000,163.928,99.849
C789,82.682,0.000,0.000,163.462,99.932
C790,81.387,0.000,0.000,162.996,100.015
C791,78.895,0.000,0.000,162.530,100.098
C792,76.404,0.000,0.000,162.586,100.181
C793,73.912,0.000,0.000,164.664,100.264
C794,71.421,0.000,0.000,166.742,100.347
C795,68.929,0.000,0.000,168.820,100.373
C796,66.437,0.000,0.000,170.898,100.195
C797,63.946,0.000,0.000,172.976,100.018
C798,61.454,0.000,0.000,175.054,99.841
C799,58.963,0.000,0.000,177.132,99.663
C800,56.471,0.000,0.000,179.210,99.486
C801,53.980,0.000,0.000,181.288,99.308
C802,51.488,0.000,0.000,183.365,99.131
C803,48.997,0.000,0.000,185.443,98.954
C804,46.505,0.000,0.000,187.521,98.776
C805,44.014,0.000,0.000,189.599,98.599
C806,41.522,0.000,0.000,191.677,98.421
C807,39.031,0.000,0.000,193.755,98.244
C808,36.539,0.000,0.000,195.833,98.066
C809,34.048,0.000,0.000,197.911,97.889
C810,31.556,0.000,0.000,199.989,97.712
C811,29.065,0.000,0.000,202.067,97.534
C812,26.573,0.000,0.000,204.145,97.357
C813,24.082,0.000,0.000,206.222,97.179
C814,21.590,0.000,0.000,208.300,97.002
C815,19.099,0.000,0.000,210.378,96.824
C816,16.607,0.000,0.000,212.456,96.647
C817,14.116,0.000,0.000,214.534,96.470
C818,11.624,0.000,0.000,216.612,96.292
C819,9.133,0.000,0.000,218.690,96.115
C820,6.641,0.000,0.000,220.768,95.937
C821,4.150,0.000,0.000,222.846,95.760
C822,1.658,0.000,0.000,223.281,95.582
C823,0.833,0.000,0.000,223.357,95.405
C824,3.325,0.000,0.000,223.434,95.228
C825,5.816,0.000,0.000,223.510,95.050
C826,8.308,0.000,0.000,223.586,94.873
C827,10.799,0.000,0.000,223.662,94.695
C828,13.291,0.000,0.000,223.738,94.518
C829,15.782,0.000,0.000,223.814,94.341
C830,18.274,0.000,0.000,223.890,94.163
C831,20.176,0.000,0.000,223.633,93.986
C832,18.196,0.000,0.000,223.169,93.808
C833,16.215,0.000,0.000,222.706,93.631
C834,14.235,0.000,0.000,222.242,93.453
C835,12.254,0.000,0.000,221.778,93.276
C836,10.274,0.000,0.000,221.314,93.099
C837,8.293,0.000,0.000,220.851,92.921
C838,6.313,0.000,0.000,220.387,92.744
C839,4.332,0.000,0.000,219.923,92.566
C840,2.352,0.000,0.000,219.460,92.389
C841,0.371,0.000,0.000,218.996,92.211
C842,2.427,0.000,0.000,218.532,92.034
C843,5.309,0.000,0.000,218.068,91.857
C844,8.190,0.000,0.000,217.605,91.679
C845,11.072,0.000,0.000,217.141,91.502
C846,13.953,0.000,0.000,216.677,91.324
C847,16.835,0.000,0.000,216.213,91.147
C848,19.716,0.000,0.000,215.750,90.969
C849,22.598,0.000,0.000,215.286,90.792
C850,25.479,0.000,0.000,214.822,90.615
C851,28.361,0.000,0.000,214.359,90.437
C852,31.242,0.000,0.000,213.895,90.260
C853,34.123,0.000,0.000,213.431,90.082
C854,37.005,0.000,0.000,212.967,89.905
C855,39.886,0.000,0.000,212.504,89.728
C856,42.768,0.000,0.000,212.040,89.550
C857,45.649,0.000,0.000,211.576,89.373
C858,48.531,0.000,0.000,211.112,89.195
C859,51.412,0.000,0.000,210.649,89.018
C860,54.294,0.000,0.000,210.185,88.840
C861,57.175,0.000,0.000,209.721,88.663
C862,60.056,0.000,0.000,209.258,88.486
C863,62.938,0.000,0.000,208.794,88.308
C864,65.819,0.000,0.000,208.330,88.131
C865,68.701,0.000,0.000,207.866,87.953
C866,71.582,0.000,0.000,207.403,87.776
C867,74.464,0.000,0.000,206.939,87.598
C868,77.345,0.000,0.000,206.475,87.421
C869,80.227,0.000,0.000,206.011,87.244
C870,78.849,0.000,0.000,205.548,87.066
C871,77.279,0.000,0.000,205.084,86.889
C872,75.708,0.000,0.000,204.620,86.711
C873,74.137,0.000,0.000,204.157,86.534
C874,72.566,0.000,0.000,203.693,86.356
C875,70.996,0.000,0.000,203.229,86.179
C876,69.425,0.000,0.000,202.765,86.002
C877,67.854,0.000,0.000,202.302,85.824
C878,66.284,0.000,0.000,201.391,85.647
C879,64.713,0.000,0.000,200.126,85.469
C880,63.142,0.000,0.000,198.860,85.292
C881,61.571,0.000,0.000,197.594,85.115
C882,60.001,0.000,0.000,196.329,84.937
C883,58.430,0.000,0.000,195.063,84.760
C884,56.859,0.000,0.000,193.797,84.582
C885,55.288,0.000,0.000,192.532,84.405
C886,53.718,0.000,0.000,191.266,84.227
C887,52.147,0.000,0.000,190.000,84.050
C888,50.576,0.000,0.000,188.735,83.873
C889,49.006,0.000,0.000,187.469,83.695
C890,47.435,0.000,0.000,186.203,83.518
C891,45.864,0.000,0.000,185.566,83.340
C892,44.293,0.000,0.000,185.213,83.163
C893,42.723,0.000,0.000,184.859,82.985
C894,41.152,0.000,0.000,184.505,82.808
C895,39.581,0.000,0.000,184.151,82.631
C896,38.011,0.000,0.000,183.797,82.453
C897,36.440,0.000,0.000,183.443,82.276
C898,34.869,0.000,0.000,183.090,82.098
C899,33.298,0.000,0.000,182.736,81.921
C900,31.728,0.000,0.000,182.382,81.743
C901,30.317,0.000,0.000,182.028,81.566
C902,29.254,0.000,0.000,181.674,81.389
C903,28.191,0.000,0.000,181.321,81.211
C904,27.128,0.000,0.000,180.967,81.034
C905,26.065,0.000,0.000,180.613,80.856
C906,25.001,0.000,0.000,180.259,80.679
C907,23.938,0.000,0.000,179.905,80.501
C908,22.875,0.000,0.000,179.551,80.324
C909,21.812,0.000,0.000,179.198,80.147
C910,20.749,0.000,0.000,178.844,79.969
C911,19.685,0.000,0.000,178.490,79.792
C912,18.622,0.000,0.000,178.136,79.614
C913,17.559,0.000,0.000,177.782,79.437
C914,16.496,0.000,0.000,177.428,79.260
C915,15.433,0.000,0.000,177.075,79.082
C916,14.369,0.000,0.000,176.721,78.905
C917,13.306,0.000,0.000,176.923,78.727
C918,12.243,0.000,0.000,177.537,78.550
C919,11.180,0.000,0.000,178.151,78.372
C920,10.117,0.000,0.000,178.764,78.195
C921,9.053,0.000,0.000,179.378,78.018
C922,8.560,0.000,0.000,179.992,77.840
C923,9.689,0.000,0.000,180.605,77.663
C924,10.819,0.000,0.000,181.219,77.485
C925,11.949,0.000,0.000,181.833,77.308
C926,13.079,0.000,0.000,182.446,77.130
C927,14.209,0.000,0.000,183.060,76.953
C928,15.339,0.000,0.000,183.674,76.776
C929,16.468,0.000,0.000,184.287,76.598
C930,17.598,0.000,0.000,184.901,76.421
C931,18.728,0.000,0.000,185.515,76.243
C932,19.858,0.000,0.000,186.128,76.066
C933,20.988,0.000,0.000,186.742,75.888
C934,22.118,0.000,0.000,187.356,75.711
C935,23.247,0.000,0.000,187.969,75.534
C936,24.377,0.000,0.000,188.583,75.356
C937,25.507,0.000,0.000,189.197,75.179
C938,26.637,0.000,0.000,189.810,75.001
C939,27.767,0.000,0.000,190.424,74.824
C940,28.896,0.000,0.000,191.037,74.647
C941,30.026,0.000,0.000,191.651,74.469
C942,31.156,0.000,0.000,192.265,74.292
C943,32.286,0.000,0.000,192.878,74.114
C944,33.416,0.000,0.000,193.492,73.937
C945,34.546,0.000,0.000,194.106,73.759
C946,35.675,0.000,0.000,194.719,73.582
C947,36.805,0.000,0.000,195.333,73.405
C948,37.935,0.000,0.000,195.947,73.227
C949,39.065,0.000,0.000,196.560,73.050
C950,40.195,0.000,0.000,197.174,72.872
C951,41.325,0.000,0.000,197.788,72.695
C952,42.454,0.000,0.000,198.401,72.517
C953,43.584,0.000,0.000,199.015,72.340
C954,44.714,0.000,0.000,199.629,72.163
C955,45.844,0.000,0.000,200.242,71.985
C956,39.560,0.000,0.000,200.856,75.131
C957,31.571,0.000,0.000,201.470,78.887
C958,23.583,0.000,0.000,202.083,82.643
C959,15.594,0.000,0.000,202.697,86.398
C960,7.606,0.000,0.000,203.310,90.154
C961,0.383,0.000,0.000,203.924,93.909
C962,8.372,0.000,0.000,204.538,97.665
C963,16.360,0.000,0.000,205.151,101.420
C964,19.694,0.000,0.000,205.765,105.176
C965,15.909,0.000,0.000,206.379,108.931
C966,12.124,0.000,0.000,206.992,112.687
C967,8.339,0.000,0.000,207.606,116.442
C968,4.554,0.000,0.000,208.220,120.198
C969,0.769,0.000,0.000,208.833,122.913
C970,3.017,0.000,0.000,209.447,125.528
C971,6.802,0.000,0.000,210.061,128.143
C972,10.587,0.000,0.000,210.674,130.757
C973,14.372,0.000,0.000,211.402,133.372
C974,18.157,0.000,0.000,212.251,135.986
C975,21.942,0.000,0.000,213.099,138.601
C976,25.727,0.000,0.000,213.948,141.215
C977,29.513,0.000,0.000,214.796,143.830
C978,33.298,0.000,0.000,215.645,146.444
C979,37.083,0.000,0.000,216.493,149.059
C980,40.868,0.000,0.000,217.342,151.673
C981,44.653,0.000,0.000,218.190,154.288
C982,48.438,0.000,0.000,219.039,156.902
C983,52.223,0.000,0.000,219.887,159.517
C984,56.009,0.000,0.000,220.736,162.131
C985,59.794,0.000,0.000,221.584,164.746
C986,63.579,0.000,0.000,222.433,167.360
C987,75.546,0.000,0.000,223.282,169.975
C988,87.643,0.000,0.000,224.130,172.589
C989,99.739,0.000,0.000,224.979,175.204
C990,111.836,0.000,0.000,225.827,177.818
C991,123.932,0.000,0.000,226.676,180.433
C992,123.485,0.000,0.000,227.524,183.047
C993,122.399,0.000,0.000,228.373,185.662
C994,121.312,0.000,0.000,229.221,185.801
C995,120.225,0.000,0.000,230.070,185.920
C996,119.138,0.000,0.000,230.918,186.038
C997,118.051,0.000,0.000,231.767,186.156
C998,116.964,0.000,0.000,232.615,186.275
C999,115.877,0.000,0.000,233.464,186.393
C1000,114.791,0.000,0.000,234.312,186.511
C1001,113.704,0.000,0.000,235.161,186.630
C1002,112.617,0.000,0.000,236.009,186.748
C1003,111.530,0.000,0.000,236.858,186.866
C1004,110.443,0.000,0.000,237.706,186.985
C1005,109.356,0.000,0.000,238.555,187.103
C1006,108.270,0.000,0.000,239.403,187.221
C1007,107.183,0.000,0.000,240.252,187.340
C1008,106.096,0.000,0.000,241.100,187.458
C1009,105.009,0.000,0.000,241.949,187.576
C1010,103.922,0.000,0.000,242.797,187.695
C1011,103.260,0.000,0.000,243.646,187.813
C1012,103.243,0.000,0.000,244.494,187.931
C1013,103.226,0.000,0.000,245.343,188.049
C1014,103.209,0.000,0.000,246.191,188.168
C1015,103.192,0.000,0.000,247.040,188.286
C1016,103.176,0.000,0.000,246.257,188.404
C1017,103.159,0.000,0.000,245.366,188.523
C1018,103.142,0.000,0.000,244.476,188.641
C1019,103.125,0.000,0.000,243.585,188.759
C1020,103.108,0.000,0.000,242.695,188.878
C1021,103.091,0.000,0.000,241.804,188.996
C1022,103.075,0.000,0.000,240.914,189.114
C1023,103.058,0.000,0.000,240.023,189.233
C1024,103.041,0.000,0.000,239.133,189.351
C1025,103.024,0.000,0.000,238.242,189.469
C1026,103.007,0.000,0.000,237.352,189.588
C1027,102.990,0.000,0.000,236.461,189.706
C1028,102.974,0.000,0.000,235.571,189.824
C1029,102.957,0.000,0.000,234.680,189.943
C1030,102.940,0.000,0.000,233.790,190.061
C1031,102.923,0.000,0.000,232.899,190.179
C1032,102.906,0.000,0.000,232.009,190.298
C1033,102.890,0.000,0.000,231.118,190.416
C1034,102.873,0.000,0.000,230.228,190.534
C1035,102.856,0.000,0.000,229.338,190.653
C1036,102.839,0.000,0.000,228.447,190.771
C1037,102.822,0.000,0.000,227.557,190.889
C1038,99.560,0.000,0.000,226.666,191.008
C1039,94.570,0.000,0.000,225.776,191.126
C1040,89.579,0.000,0.000,224.885,191.244
C1041,84.589,0.000,0.000,223.995,191.363
C1042,79.599,0.000,0.000,223.104,191.481
C1043,74.609,0.000,0.000,222.214,191.599
C1044,69.619,0.000,0.000,221.323,191.718
C1045,64.628,0.000,0.000,220.433,191.836
C1046,59.638,0.000,0.000,219.542,191.954
C1047,54.648,0.000,0.000,218.652,192.073
C1048,49.658,0.000,0.000,217.761,192.191
C1049,44.667,0.000,0.000,216.871,192.309
C1050,43.004,0.000,0.000,215.980,192.428
C1051,43.070,0.000,0.000,215.090,192.546
C1052,43.136,0.000,0.000,214.200,192.664
C1053,43.203,0.000,0.000,213.309,192.783
C1054,43.269,0.000,0.000,212.419,192.901
C1055,43.336,0.000,0.000,211.528,193.019
C1056,43.402,0.000,0.000,210.638,193.137
C1057,43.468,0.000,0.000,209.747,193.256
C1058,43.535,0.000,0.000,208.857,193.374
C1059,43.601,0.000,0.000,207.966,193.492
C1060,43.668,0.000,0.000,0.000,193.611
C1061,43.734,0.000,0.000,0.000,193.729
C1062,43.801,0.000,0.000,0.000,193.865
C1063,43.867,0.000,0.000,0.000,194.019
C1064,43.933,0.000,0.000,0.000,194.173
C1065,44.000,0.000,0.000,0.000,194.327
C1066,44.066,0.000,0.000,0.000,194.480
C1067,44.133,0.000,0.000,0.000,194.634
C1068,44.199,0.000,0.000,0.000,194.788
C1069,44.265,0.000,0.000,0.000,194.942
C1070,44.332,0.000,0.000,0.000,195.096
C1071,44.398,0.000,0.000,0.000,195.250
C1072,44.465,0.000,0.000,0.000,195.404
C1073,44.531,0.000,0.000,0.000,195.558
C1074,44.597,0.000,0.000,0.000,195.712
C1075,44.664,0.000,0.000,0.000,195.866
C1076,44.730,0.000,0.000,0.000,196.020
C1077,44.797,0.000,0.000,0.000,196.174
C1078,44.863,0.000,0.000,0.000,196.328
C1079,44.929,0.000,0.000,0.000,196.482
C1080,44.996,0.000,0.000,0.000,196.636
C1081,45.062,0.000,0.000,0.000,196.789
C1082,45.129,0.000,0.000,0.000,196.943
C1083,45.195,0.000,0.000,0.000,197.097
C1084,45.261,0.000,0.000,0.000,197.251
C1085,45.328,0.000,0.000,0.000,197.405
C1086,45.394,0.000,0.000,0.000,197.559
C1087,45.461,0.000,0.000,0.000,197.713
C1088,45.527,0.000,0.000,0.000,197.867
C1089,45.593,0.000,0.000,0.000,198.021
C1090,45.660,0.000,0.000,0.000,198.175
C1091,45.726,0.000,0.000,0.000,198.329
C1092,45.793,0.000,0.000,0.000,198.483
C1093,45.859,0.000,0.000,0.000,198.637
C1094,45.925,0.000,0.000,0.000,198.791
C1095,45.992,0.000,0.000,0.000,198.945
C1096,46.058,0.000,0.000,0.000,199.099
C1097,46.125,0.000,0.000,0.000,199.252
C1098,46.191,0.000,0.000,0.000,199.406
C1099,46.257,0.000,0.000,0.000,199.560
C1100,47.435,0.000,0.000,0.000,199.714
C1101,56.223,0.000,0.000,0.000,199.868
C1102,65.011,0.000,0.000,0.000,200.022
C1103,73.800,0.000,0.000,0.000,200.176
C1104,82.588,0.000,0.000,0.000,200.330
C1105,91.376,0.000,0.000,0.000,200.484
C1106,92.208,0.000,0.000,0.000,200.638
C1107,92.070,0.000,0.000,0.000,200.792
C1108,91.932,0.000,0.000,0.000,200.946
C1109,91.793,0.000,0.000,0.000,201.100
C1110,91.655,0.000,0.000,0.000,201.254
C1111,91.517,0.000,0.000,0.000,201.408
C1112,91.379,0.000,0.000,0.000,201.561
C1113,91.241,0.000,0.000,0.000,201.715
C1114,91.103,0.000,0.000,0.000,201.869
C1115,90.964,0.000,0.000,0.000,202.023
C1116,90.826,0.000,0.000,0.000,202.177
C1117,90.688,0.000,0.000,0.000,202.331
C1118,90.550,0.000,0.000,0.000,202.485
C1119,90.412,0.000,0.000,0.000,202.639
C1120,90.274,0.000,0.000,0.000,202.793
C1121,90.136,0.000,0.000,0.000,202.947
C1122,89.997,0.000,0.000,0.000,203.101
C1123,89.859,0.000,0.000,0.000,203.255
C1124,89.721,0.000,0.000,0.000,203.409
C1125,89.583,0.000,0.000,0.000,203.563
C1126,89.445,0.000,0.000,0.000,203.717
C1127,89.307,0.000,0.000,0.000,203.870
C1128,89.168,0.000,0.000,0.000,204.024
C1129,89.030,0.000,0.000,0.000,204.178
C1130,88.892,0.000,0.000,0.000,204.332
C1131,88.782,0.000,0.000,0.000,204.486
C1132,89.342,0.000,0.000,0.000,204.640
C1133,89.901,0.000,0.000,0.000,204.794
C1134,90.461,0.000,0.000,0.000,204.948
C1135,91.021,0.000,0.000,0.000,205.102
C1136,91.581,0.000,0.000,0.000,205.256
C1137,92.141,0.000,0.000,0.000,205.410
C1138,92.701,0.000,0.000,0.000,205.564
C1139,93.261,0.000,0.000,0.000,205.718
C1140,93.820,0.000,0.000,0.000,205.872
C1141,94.380,0.000,0.000,0.000,206.026
C1142,94.940,0.000,0.000,0.000,206.180
C1143,95.500,0.000,0.000,0.000,206.333
C1144,96.060,0.000,0.000,0.000,206.487
C1145,96.620,0.000,0.000,0.000,206.641
C1146,97.180,0.000,0.000,0.000,206.795
C1147,97.739,0.000,0.000,0.000,206.949
C1148,98.299,0.000,0.000,0.000,205.489
C1149,98.859,0.000,0.000,0.000,203.525
C1150,99.419,0.000,0.000,0.000,201.560
C1151,99.979,0.000,0.000,0.000,199.596
C1152,100.539,0.000,0.000,0.000,197.632
C1153,101.099,0.000,0.000,0.000,195.668
C1154,101.659,0.000,0.000,0.000,193.704
C1155,102.218,0.000,0.000,0.000,191.739
C1156,102.778,0.000,0.000,0.000,0.000
C1157,103.338,0.000,0.000,0.000,0.000
C1158,103.898,0.000,0.000,0.000,0.000
C1159,104.458,0.000,0.000,0.000,0.000
C1160,105.018,0.000,0.000,0.000,0.000
C1161,105.578,0.000,0.000,0.000,0.000
C1162,106.137,0.000,0.000,0.000,0.000
C1163,106.697,0.000,0.000,0.000,0.000
C1164,107.257,0.000,0.000,0.000,0.000
C1165,107.817,0.000,0.000,0.000,0.000
C1166,108.377,0.000,0.000,0.000,0.000
C1167,108.937,0.000,0.000,0.000,0.000
C1168,109.497,0.000,0.000,0.000,0.000
C1169,110.056,0.000,0.000,0.000,0.000
C1170,110.351,0.000,0.000,0.000,0.000
C1171,110.536,0.000,0.000,0.000,0.000
C1172,110.721,0.000,0.000,0.000,0.000
C1173,110.906,0.000,0.000,0.000,0.000
C1174,111.091,0.000,0.000,0.000,0.000
C1175,111.276,0.000,0.000,0.000,0.000
C1176,111.461,0.000,0.000,0.000,0.000
C1177,111.646,0.000,0.000,0.000,0.000
C1178,111.831,0.000,0.000,0.000,0.000
C1179,112.016,0.000,0.000,0.000,0.000
C1180,112.201,0.000,0.000,0.000,0.000
C1181,112.386,0.000,0.000,0.000,0.000
C1182,112.571,0.000,0.000,0.000,0.000
C1183,112.756,0.000,0.000,0.000,0.000
C1184,112.941,0.000,0.000,0.000,0.000
C1185,113.126,0.000,0.000,0.000,0.000
C1186,113.311,0.000,0.000,0.000,0.000
C1187,113.496,0.000,0.000,0.000,0.000
C1188,113.681,0.000,0.000,0.000,0.000
C1189,113.866,0.000,0.000,0.000,0.000
C1190,114.051,0.000,0.000,0.000,0.000
C1191,114.236,0.000,0.000,0.000,0.000
C1192,114.421,0.000,0.000,0.000,0.000
C1193,114.606,0.000,0.000,0.000,0.000
