Filename,17500x_o.tif,17500x_b.tif,9700x_k.tif,9700x_h.tif,7400x_j.tif,7400x_i.tif,7400x_a.tif
C441,121.269,96.709,101.970,144.035,109.781,165.619,114.981
C442,120.788,96.494,102.262,142.009,109.409,166.573,112.418
C443,120.307,96.279,102.554,139.982,109.037,167.526,111.475
C444,119.826,96.064,102.845,137.956,108.665,168.480,110.532
C445,119.345,95.850,103.137,135.929,108.292,169.434,109.590
C446,118.863,95.635,103.429,133.903,107.920,170.387,108.647
C447,118.382,95.420,103.720,131.876,107.548,171.341,107.704
C448,117.901,95.206,104.012,129.850,107.176,172.295,106.762
C449,117.420,94.991,104.303,130.070,106.804,173.249,105.819
C450,116.939,94.776,104.595,130.957,106.432,174.202,104.876
C451,116.457,94.561,104.887,131.844,106.060,175.156,103.934
C452,115.888,94.347,105.178,132.730,105.688,176.110,102.991
C453,115.287,94.132,105.470,133.617,105.315,177.063,102.048
C454,114.686,93.917,105.762,134.503,104.943,178.017,101.106
C455,114.085,93.703,106.053,135.390,104.571,178.971,100.163
C456,113.484,93.488,106.345,136.276,104.199,179.924,99.220
C457,112.882,93.273,106.637,137.163,103.827,180.878,98.278
C458,112.281,93.058,106.928,138.050,103.455,181.832,97.335
C459,111.680,92.844,107.220,138.936,103.083,182.785,96.392
C460,111.079,92.629,107.512,139.823,102.711,183.739,95.450
C461,110.478,92.414,107.803,140.709,102.339,184.693,94.507
C462,109.876,92.200,108.095,141.596,101.966,185.646,94.600
C463,109.275,91.985,108.387,142.482,101.594,186.600,95.188
C464,108.674,91.770,108.678,143.369,101.222,187.554,95.775
C465,108.073,91.555,108.970,144.255,100.850,188.507,96.363
C466,107.472,91.341,109.262,145.381,100.841,189.461,96.950
C467,106.871,91.126,109.553,146.627,101.232,190.415,97.538
C468,106.269,90.911,109.845,147.872,101.623,191.368,98.125
C469,105.668,90.697,110.136,149.117,102.013,192.322,98.713
C470,105.067,90.482,110.428,150.362,102.404,193.276,99.300
C471,104.466,90.267,110.720,151.608,102.794,194.229,99.888
C472,103.865,90.052,111.011,152.853,103.185,195.183,100.475
C473,103.263,89.838,111.303,154.098,103.576,196.137,101.063
C474,102.662,89.623,111.595,155.343,103.966,197.091,101.650
C475,102.061,89.408,111.886,156.589,104.357,198.044,102.238
C476,101.460,89.194,112.178,157.834,104.748,198.998,102.825
C477,100.859,88.979,112.470,159.079,105.138,199.952,103.413
C478,100.257,88.764,112.761,160.325,105.529,200.905,104.000
C479,99.656,88.549,113.053,161.570,105.919,201.859,104.588
C480,99.055,88.335,113.345,162.815,106.829,202.813,105.175
C481,98.454,88.120,113.636,164.060,108.021,203.766,105.763
C482,97.853,87.905,113.928,165.306,109.213,204.720,106.350
C483,97.252,87.691,114.220,166.551,110.405,205.674,106.938
C484,96.650,87.476,114.511,167.796,111.597,206.627,107.525
C485,96.049,87.468,114.803,169.001,112.790,207.250,108.113
C486,95.448,87.667,115.094,168.403,113.982,207.302,108.700
C487,94.847,87.866,115.386,167.805,115.174,207.353,109.288
C488,94.246,88.064,115.678,167.208,116.366,207.405,109.875
C489,93.644,88.263,115.969,166.610,117.558,207.456,110.463
C490,93.043,88.462,116.261,166.012,118.751,207.507,109.737
C491,92.583,88.660,116.553,165.414,119.943,207.559,108.915
C492,92.536,88.859,116.844,164.816,121.135,207.610,108.093
C493,92.489,89.058,117.136,164.218,122.327,207.662,107.271
C494,92.442,89.256,117.428,163.620,123.519,207.713,106.450
C495,92.395,89.455,117.719,163.023,124.712,207.764,105.628
C496,92.348,89.654,118.011,162.425,125.904,207.816,104.806
C497,92.301,89.852,118.303,161.827,127.096,207.867,103.984
C498,92.254,90.051,118.594,161.229,128.288,207.919,103.162
C499,92.207,90.250,118.886,160.631,129.480,207.970,102.340
C500,92.160,90.448,119.178,160.033,130.673,208.021,101.519
C501,92.113,90.647,119.469,159.435,131.865,208.073,100.697
C502,92.066,90.846,119.726,158.837,133.057,208.124,99.875
C503,92.019,91.044,119.891,158.240,134.249,208.175,99.053
C504,91.972,91.243,120.055,157.642,135.441,208.227,98.231
C505,91.925,91.442,120.220,157.044,136.634,208.278,97.410
C506,91.878,91.640,120.385,156.446,137.826,208.330,96.588
C507,91.831,91.839,120.549,155.848,139.018,208.381,95.766
C508,91.784,92.038,120.714,155.250,140.210,208.432,94.944
C509,91.737,92.236,120.879,154.652,141.402,208.484,94.122
C510,91.690,92.435,121.044,154.055,142.594,208.535,93.301
C511,91.391,92.634,121.208,153.457,143.787,208.488,92.479
C512,90.637,92.832,121.373,152.859,144.979,208.405,91.657
C513,89.884,93.031,121.538,152.261,146.171,208.323,90.835
C514,89.130,93.230,121.702,151.663,147.363,208.240,90.013
C515,88.376,93.401,121.867,151.065,148.555,208.158,89.191
C516,87.623,93.244,122.032,150.467,149.748,208.075,88.370
C517,86.869,93.087,122.196,149.869,151.740,207.993,87.548
C518,86.115,92.930,122.361,149.272,151.918,207.910,86.726
C519,85.361,92.772,122.526,148.717,152.096,207.828,85.904
C520,84.608,92.615,122.691,148.278,152.273,207.745,85.082
C521,83.854,92.458,122.855,147.840,152.451,207.663,84.261
C522,83.100,92.301,123.020,147.401,152.629,207.580,83.439
C523,82.346,92.144,123.185,146.962,152.806,207.498,82.617
C524,81.593,91.987,123.349,146.523,152.984,207.416,81.795
C525,80.839,91.829,123.514,146.084,153.162,207.333,80.973
C526,80.085,91.672,123.679,145.646,153.339,207.251,80.151
C527,79.331,91.515,123.843,145.207,153.517,207.168,79.330
C528,78.578,91.358,124.008,144.768,153.694,207.086,78.508
C529,77.824,91.201,124.173,144.329,153.872,207.003,77.686
C530,77.070,91.044,124.338,143.890,154.050,206.921,76.864
C531,76.317,90.887,124.502,143.452,154.227,206.838,76.042
C532,75.563,90.729,124.667,143.013,154.405,206.756,75.221
C533,74.809,90.572,124.832,142.574,154.583,206.673,74.399
C534,74.055,90.415,124.996,142.135,154.760,206.591,73.577
C535,73.302,90.258,125.161,141.696,154.938,206.508,72.785
C536,72.548,90.101,125.326,141.258,155.116,206.426,72.713
C537,71.794,89.944,125.490,140.819,155.293,206.343,72.641
C538,71.040,89.786,125.655,140.380,155.471,206.261,72.570
C539,70.287,89.629,125.820,139.941,155.649,206.178,72.498
C540,69.533,89.472,125.985,139.503,155.826,206.096,72.426
C541,68.779,89.315,126.149,139.064,156.004,206.013,72.354
C542,68.025,89.158,126.314,138.625,156.182,205.931,72.283
C543,67.272,89.001,126.479,138.186,156.359,205.848,72.211
C544,154.063,88.843,126.643,137.747,156.537,205.766,72.139
C545,153.241,88.686,126.808,137.309,156.715,205.683,72.067
C546,152.419,88.529,126.973,136.870,156.892,205.601,71.996
C547,151.598,88.372,127.137,136.431,157.070,205.518,71.924
C548,150.776,88.215,127.302,135.992,157.247,205.436,71.852
C549,149.954,88.058,127.467,135.553,157.425,205.353,71.780
C550,149.133,87.901,127.632,135.115,158.074,205.271,71.709
C551,148.311,87.743,127.796,134.676,159.403,205.188,71.637
C552,147.490,87.586,127.961,134.237,160.732,205.106,71.565
C553,146.668,87.429,128.126,133.798,162.061,205.023,71.493
C554,145.846,87.272,128.290,133.359,163.390,204.941,71.422
C555,145.025,87.115,128.455,132.921,164.719,204.859,71.350
C556,144.203,86.958,128.620,132.482,166.048,204.776,71.278
C557,143.381,86.800,128.784,132.043,167.377,204.694,71.206
C558,142.560,86.643,128.949,131.931,168.706,204.611,71.135
C559,141.738,86.486,129.114,131.917,170.035,204.529,71.063
C560,140.916,86.329,129.278,131.903,171.365,204.446,70.991
C561,140.095,86.172,129.443,131.890,172.694,204.364,70.919
C562,139.273,86.015,129.608,131.876,174.023,204.281,70.847
C563,138.451,85.857,129.773,131.862,175.352,204.199,70.776
C564,137.630,85.700,129.937,131.848,176.681,204.116,70.704
C565,136.808,85.543,130.102,131.835,178.010,204.008,70.632
C566,135.986,85.386,130.267,131.821,179.339,203.767,73.154
C567,135.165,85.229,130.431,131.807,180.668,203.525,79.544
C568,134.343,85.072,130.596,131.794,181.997,203.284,85.934
C569,133.521,84.914,130.761,131.780,181.782,203.043,92.325
C570,132.700,84.757,130.925,131.766,181.293,202.802,98.715
C571,131.878,84.600,130.957,131.753,180.803,202.560,105.105
C572,131.056,84.443,130.600,131.739,180.314,202.319,111.496
C573,130.235,84.286,130.244,131.725,179.825,202.078,117.886
C574,129.413,84.129,129.887,131.712,179.336,201.837,121.358
C575,128.591,83.972,129.531,131.698,178.846,201.596,124.694
C576,127.770,83.814,129.174,131.684,178.357,201.354,128.030
C577,126.948,83.657,128.818,131.671,177.868,201.113,131.366
C578,126.126,83.500,128.461,131.657,177.378,200.872,134.702
C579,125.729,83.343,128.105,131.643,176.889,200.631,138.039
C580,125.763,83.186,127.748,131.629,176.400,200.390,135.441
C581,125.798,83.029,127.404,131.616,175.910,200.148,132.155
C582,125.832,82.871,127.067,131.602,175.421,199.907,128.870
C583,125.867,82.714,126.730,131.588,174.932,199.666,125.584
C584,125.901,82.557,126.393,131.575,174.443,199.425,122.299
C585,125.936,82.400,126.056,131.561,173.953,199.184,119.013
C586,125.970,82.243,125.719,131.547,173.464,198.942,115.727
C587,126.004,82.086,125.383,131.534,172.975,198.701,112.442
C588,126.039,81.928,125.046,131.520,172.485,198.460,109.156
C589,126.073,81.771,124.709,131.506,171.996,198.219,105.871
C590,126.108,81.614,124.372,131.493,171.507,197.977,102.585
C591,126.142,81.457,124.035,131.479,171.018,197.736,99.299
C592,126.177,81.300,123.698,131.465,170.528,197.495,96.014
C593,126.211,81.143,123.362,131.452,170.039,197.254,92.728
C594,126.246,80.986,123.025,131.438,169.550,197.013,90.702
C595,126.280,80.828,122.688,131.424,169.060,196.771,91.706
C596,126.315,80.671,122.351,131.410,168.571,196.530,92.710
C597,126.349,80.514,122.014,131.397,168.082,196.289,93.713
C598,126.384,80.357,121.677,131.383,167.592,196.048,94.717
C599,126.418,80.200,121.340,131.369,167.103,195.807,95.721
C600,126.452,80.043,121.004,131.356,166.614,195.565,96.724
C601,126.487,79.885,120.667,131.342,166.125,195.324,97.728
C602,126.521,79.728,120.330,131.328,165.635,195.083,98.731
C603,126.556,79.571,119.993,131.315,165.146,194.725,99.735
C604,126.590,79.414,119.656,131.301,164.657,194.175,100.739
C605,126.625,79.257,119.319,131.287,164.495,193.626,101.742
C606,126.659,79.100,118.983,131.274,164.617,193.076,102.746
C607,126.694,78.942,118.646,131.260,164.739,192.527,103.750
C608,126.728,78.785,118.309,131.246,164.860,191.977,104.753
C609,126.763,78.628,117.972,131.233,164.982,191.428,105.205
C610,126.797,78.471,117.635,131.219,165.104,190.878,105.511
C611,126.831,78.314,117.298,131.205,165.226,190.328,105.816
C612,126.866,78.157,116.962,131.191,165.348,189.779,106.122
C613,126.900,78.000,116.625,131.178,165.470,189.229,106.428
C614,126.935,77.842,116.288,131.164,165.592,188.680,106.733
C615,126.969,77.685,115.951,131.150,165.714,188.130,107.039
C616,126.581,77.528,115.614,131.137,165.836,187.581,107.345
C617,126.135,77.371,115.277,131.123,165.958,187.031,107.650
C618,125.690,77.214,114.941,131.109,166.080,186.482,107.956
C619,125.244,77.057,114.604,131.096,166.202,185.932,108.262
C620,124.798,76.899,114.267,131.082,165.561,185.382,108.567
C621,124.353,76.742,113.930,131.068,164.847,184.833,108.873
C622,123.907,76.585,113.593,131.055,164.133,184.283,109.178
C623,123.462,76.428,113.256,131.041,163.418,183.734,109.484
C624,123.016,76.271,112.920,131.027,162.704,183.184,109.790
C625,122.570,76.114,112.583,131.014,161.990,182.635,110.095
C626,117.783,75.956,112.246,131.000,161.276,182.085,110.401
C627,96.112,75.799,111.909,130.986,160.561,181.535,110.707
C628,86.719,75.642,111.572,130.973,159.847,180.986,111.012
C629,86.628,75.485,111.235,130.959,159.133,180.436,111.318
C630,86.537,75.328,110.899,130.925,158.419,179.887,111.624
C631,86.446,75.171,110.562,130.711,157.704,179.337,111.929
C632,86.355,75.013,110.225,130.497,156.990,178.788,112.235
C633,86.264,74.856,109.888,130.283,156.276,178.238,111.399
C634,86.173,74.699,109.551,131.077,155.562,177.688,110.465
C635,86.082,74.542,109.214,131.901,154.847,177.139,109.530
C636,85.990,74.385,108.877,132.725,154.133,176.589,108.596
C637,85.899,74.228,108.541,133.549,153.419,176.040,107.662
C638,85.808,74.071,108.204,134.373,152.705,175.490,106.727
C639,85.717,73.913,107.867,135.197,151.990,174.941,105.793
C640,85.626,73.756,107.530,136.021,151.276,174.391,104.859
C641,85.535,73.599,107.193,136.844,150.562,173.841,103.925
C642,85.444,73.442,106.856,137.668,149.848,173.292,102.990
C643,85.353,73.285,106.520,138.492,149.133,172.742,102.056
C644,85.262,73.128,106.183,139.316,148.419,172.193,101.122
C645,85.171,72.970,105.846,140.140,147.705,171.643,100.188
C646,85.080,72.813,105.509,140.964,146.991,171.094,99.253
C647,84.988,72.656,105.172,141.788,146.276,170.544,98.319
C648,84.897,72.499,104.835,142.612,145.562,169.995,97.385
C649,84.806,72.342,104.499,143.435,144.848,169.402,96.450
C650,84.715,72.185,104.162,144.259,144.134,168.601,95.516
C651,84.624,72.027,103.825,145.083,143.419,167.801,94.582
C652,84.533,71.870,103.488,145.907,142.705,167.000,93.648
C653,84.442,71.713,103.151,146.731,141.991,166.199,92.713
C654,84.351,71.556,102.814,147.555,141.277,165.399,92.643
C655,84.260,71.399,102.478,148.379,140.562,164.598,93.696
C656,84.169,71.242,102.141,149.203,139.848,163.797,94.750
C657,84.078,71.085,101.804,150.026,139.134,162.997,95.803
C658,83.986,70.927,101.467,150.850,138.420,162.196,96.857
C659,83.895,70.770,101.130,151.674,137.705,161.395,97.911
C660,83.804,70.613,100.793,152.498,136.991,160.595,98.964
C661,83.713,70.456,100.457,153.322,136.277,159.794,100.018
C662,83.622,70.299,100.120,154.146,135.563,158.993,101.072
C663,83.531,70.142,99.783,154.970,134.848,158.193,102.125
C664,83.440,69.984,99.446,155.794,134.134,157.392,103.179
C665,83.349,69.827,99.109,156.617,133.420,156.591,104.232
C666,83.258,69.670,98.772,157.441,132.706,155.791,105.286
C667,83.167,69.513,98.435,158.265,131.991,154.990,106.340
C668,83.076,69.356,98.099,159.089,131.277,154.189,107.393
C669,82.985,69.199,97.762,159.913,130.563,153.388,108.447
C670,82.893,69.068,97.425,160.737,129.849,152.588,109.501
C671,82.802,69.443,97.088,161.561,129.134,151.787,110.554
C672,82.711,69.817,96.751,162.385,128.420,150.986,111.608
C673,82.620,70.191,96.414,163.208,127.706,150.186,112.661
C674,82.529,70.565,96.078,164.032,126.992,149.385,113.715
C675,82.438,70.940,95.741,164.856,126.277,148.584,114.769
C676,82.347,71.314,95.404,165.680,125.563,147.784,115.822
C677,82.256,71.688,95.067,166.504,124.849,146.983,116.876
C678,82.165,72.062,94.730,167.328,124.135,146.182,117.930
C679,82.074,72.436,94.393,168.152,123.420,145.382,118.983
C680,81.983,72.811,94.057,168.976,122.706,144.581,120.037
C681,81.891,73.185,93.720,169.800,122.425,143.780,121.090
C682,81.800,73.559,93.383,170.623,122.424,142.980,122.144
C683,81.709,73.933,93.046,171.447,122.422,142.179,123.198
C684,81.618,74.307,92.709,172.271,122.420,141.378,124.892
C685,81.527,74.682,92.372,173.095,122.418,140.578,125.761
C686,81.436,75.056,92.036,173.919,122.416,139.777,125.878
C687,81.345,75.430,91.699,174.743,122.414,138.976,125.995
C688,81.254,75.804,91.362,175.567,122.412,138.176,126.112
C689,81.163,76.178,91.025,176.313,122.410,137.375,126.230
C690,81.072,76.553,90.688,176.841,122.408,136.574,126.347
C691,80.981,76.927,90.351,177.368,122.406,135.773,126.464
C692,80.889,77.301,90.106,177.895,122.404,134.973,126.581
C693,80.798,77.675,90.249,178.422,122.403,134.172,126.698
C694,80.707,78.049,90.391,178.950,122.401,133.371,126.815
C695,80.616,78.424,90.534,179.477,122.399,132.571,126.933
C696,80.525,78.798,90.677,180.004,122.397,131.770,127.050
C697,80.434,79.172,90.820,180.531,122.395,130.969,127.167
C698,80.343,79.546,90.962,181.059,122.393,130.169,127.284
C699,80.252,79.920,91.105,181.586,122.391,129.368,127.401
C700,80.161,80.295,91.248,182.113,122.389,128.567,127.518
C701,80.070,80.669,91.390,182.641,123.791,127.767,127.636
C702,79.979,81.043,91.533,183.168,125.413,126.966,127.753
C703,79.888,81.417,91.676,183.695,127.036,126.188,127.870
C704,79.796,81.791,91.818,184.222,128.659,125.435,127.987
C705,79.705,82.166,91.961,184.750,130.281,124.682,128.104
C706,79.614,82.540,92.104,185.277,131.904,123.928,128.221
C707,79.523,82.914,92.246,185.804,133.526,123.175,128.339
C708,79.432,83.288,92.389,186.331,135.149,122.422,128.456
C709,79.341,83.662,92.532,186.859,136.772,121.668,128.573
C710,79.250,84.037,92.675,187.386,138.394,120.915,128.690
C711,79.159,84.411,92.817,187.913,140.017,120.162,128.807
C712,79.068,84.785,92.960,188.441,141.640,119.409,128.925
C713,78.977,85.159,93.103,188.968,143.262,118.655,129.042
C714,78.886,85.534,93.245,189.495,144.885,117.902,129.159
C715,78.794,85.908,93.388,190.022,146.507,117.149,129.276
C716,78.703,86.282,93.531,190.550,148.130,116.395,129.393
C717,78.612,86.656,93.673,191.077,149.753,115.642,129.510
C718,78.521,87.030,93.816,191.604,151.375,114.889,129.628
C719,78.430,87.405,93.959,192.132,152.998,114.888,129.745
C720,78.339,87.779,94.101,192.659,154.621,115.752,129.862
C721,78.248,88.153,94.244,193.186,156.243,116.616,129.979
C722,78.157,88.527,94.387,193.713,157.866,117.480,130.096
C723,78.066,88.901,94.530,194.241,159.488,118.344,130.213
C724,77.975,89.276,94.672,194.768,161.111,119.209,130.331
C725,77.884,89.650,94.815,195.295,162.734,120.073,130.448
C726,77.792,90.024,94.958,195.822,164.356,120.937,130.565
C727,77.701,90.398,95.100,196.350,165.979,121.801,130.682
C728,77.610,90.772,95.243,196.877,167.602,122.666,130.799
C729,77.519,91.147,95.386,197.404,169.224,123.530,130.916
C730,77.428,91.521,95.528,197.932,170.847,124.394,131.034
C731,77.337,91.895,95.671,198.459,172.469,125.258,131.151
C732,77.246,92.269,95.814,198.986,174.092,126.123,131.268
C733,77.155,92.643,95.956,199.513,175.715,126.987,131.385
C734,77.064,93.018,96.099,200.041,177.337,127.851,131.502
C735,76.973,93.392,96.242,200.342,178.960,128.715,131.619
C736,76.882,93.766,96.385,199.754,180.583,129.579,131.737
C737,76.791,94.140,96.527,199.165,182.205,130.444,131.854
C738,76.699,94.514,96.670,198.577,183.828,131.308,131.971
C739,76.608,94.889,97.082,197.989,185.450,132.172,132.088
C740,76.517,94.852,97.916,197.400,187.073,133.036,132.205
C741,76.426,94.068,98.749,196.812,188.696,133.901,132.323
C742,76.335,93.284,99.582,196.224,188.967,134.765,132.440
C743,76.244,92.500,100.416,195.635,188.230,135.629,132.557
C744,76.153,91.715,101.249,195.047,187.493,136.493,132.674
C745,76.062,90.931,102.083,194.459,186.756,137.358,132.772
C746,75.971,90.147,102.916,193.870,186.019,138.222,132.783
C747,75.880,89.363,103.750,193.282,185.282,139.086,132.794
C748,75.789,88.578,104.583,192.693,184.545,139.950,132.806
C749,75.697,87.794,105.417,192.105,183.804,140.814,132.817
C750,75.606,87.205,106.250,191.517,182.504,141.679,132.828
C751,75.515,86.629,107.083,190.928,181.204,142.543,132.840
C752,75.424,86.054,107.917,190.340,179.904,143.407,132.851
C753,75.333,85.478,108.750,189.752,178.605,144.271,132.862
C754,75.242,84.903,109.584,189.163,177.305,145.136,132.874
C755,75.118,84.328,110.417,188.575,176.005,146.000,132.885
C756,74.916,83.752,111.251,187.987,174.706,146.864,132.896
C757,74.714,83.177,112.084,187.398,173.406,147.728,132.908
C758,74.511,82.601,112.918,186.810,172.106,148.593,132.919
C759,74.309,82.026,113.751,186.221,170.807,149.457,132.930
C760,74.106,81.451,114.585,185.633,169.507,150.321,132.942
C761,73.904,80.875,115.418,185.045,168.207,151.185,132.953
C762,73.701,80.300,116.251,184.456,166.907,152.049,132.964
C763,73.499,79.724,117.085,183.868,165.608,152.914,132.976
C764,73.297,79.149,117.918,183.280,164.308,153.778,132.983
C765,73.094,78.574,118.752,182.691,163.008,154.642,132.980
C766,72.892,77.998,119.585,182.103,161.709,155.506,132.976
C767,72.689,77.423,120.419,181.515,160.409,156.371,132.973
C768,72.487,76.847,121.252,180.926,159.109,157.235,132.969
C769,72.284,76.272,122.086,180.338,157.809,158.099,132.966
C770,72.082,75.697,122.919,179.750,156.510,158.963,132.962
C771,71.879,75.121,123.752,179.161,155.210,159.828,132.959
C772,71.677,74.546,124.586,177.043,153.910,160.692,132.955
C773,71.475,73.970,125.756,176.024,152.611,161.556,132.952
C774,71.272,73.395,127.055,178.450,151.311,162.420,132.948
C775,71.070,72.819,128.353,180.875,150.011,163.284,132.945
C776,70.867,72.244,129.652,183.301,148.712,164.149,132.942
C777,70.665,71.669,130.951,185.726,147.412,165.013,132.361
C778,70.462,71.093,132.249,188.152,146.112,165.877,131.763
C779,70.260,70.518,133.548,190.577,144.812,166.741,131.165
C780,70.058,69.942,134.846,193.003,143.513,167.606,130.567
C781,69.855,69.367,136.145,195.428,142.213,168.470,129.969
C782,69.653,68.792,137.444,197.854,140.913,169.334,129.371
C783,69.450,68.216,138.742,200.280,139.614,170.198,128.772
C784,69.248,67.641,140.041,202.705,138.314,171.063,128.174
C785,69.045,67.065,141.339,205.131,137.014,171.927,127.576
C786,68.843,66.490,140.319,207.556,135.714,172.791,126.978
C787,68.640,65.915,139.184,209.982,134.415,173.655,126.380
C788,68.438,65.339,138.050,212.407,133.115,174.519,125.782
C789,68.236,64.764,136.915,214.833,131.815,175.384,125.184
C790,68.033,64.188,135.781,217.258,130.516,176.248,124.585
C791,67.831,63.613,134.646,219.684,129.216,177.112,123.987
C792,67.628,63.038,133.512,222.110,127.916,177.976,123.389
C793,67.426,62.462,132.378,224.535,126.617,178.841,122.791
C794,67.223,61.887,131.243,226.961,125.317,179.705,122.193
C795,67.021,61.311,130.109,229.386,124.017,179.963,121.595
C796,66.819,60.736,128.974,231.812,122.717,180.037,120.996
C797,66.616,60.160,127.840,234.237,121.418,180.110,120.398
C798,66.414,59.585,126.705,236.663,120.118,180.184,119.800
C799,66.211,59.010,125.571,239.088,118.818,180.258,119.202
C800,66.009,58.434,124.436,241.514,117.519,180.332,118.604
C801,65.904,57.859,123.302,238.894,116.219,180.406,118.006
C802,66.522,57.283,122.168,234.601,114.919,180.479,117.407
C803,67.140,56.708,121.033,230.308,113.619,180.553,116.809
C804,67.758,56.133,119.899,226.015,112.320,180.627,116.211
C805,68.376,55.557,118.764,221.722,111.020,180.701,115.613
C806,68.995,54.982,117.630,217.429,109.720,180.774,115.015
C807,69.613,54.657,116.495,213.136,108.421,180.848,114.417
C808,70.231,54.413,115.361,208.843,107.121,180.922,113.819
C809,70.849,54.170,114.226,204.550,105.821,180.996,113.220
C810,71.467,53.926,113.092,200.257,104.521,181.070,112.622
C811,72.086,53.683,111.958,195.964,103.222,181.143,112.024
C812,72.704,53.439,110.823,191.671,101.922,181.217,111.426
C813,73.322,53.196,109.689,187.379,100.622,181.291,110.828
C814,73.940,52.952,108.833,183.086,99.323,181.282,110.230
C815,74.558,52.709,109.992,178.793,98.023,181.211,109.631
C816,75.177,52.465,111.151,174.500,96.723,181.140,109.033
C817,75.795,52.222,112.309,170.207,95.424,181.070,108.944
C818,76.413,51.978,113.468,165.914,94.124,180.999,109.281
C819,77.031,51.735,114.627,161.621,92.824,180.928,109.618
C820,77.649,51.491,115.786,157.328,91.524,180.858,109.955
C821,78.268,51.248,116.944,153.035,90.225,180.787,110.293
C822,78.886,51.004,118.103,148.742,91.140,180.716,110.630
C823,79.504,50.761,119.262,144.449,92.208,180.646,110.967
C824,80.122,50.517,120.421,140.156,93.275,180.575,111.304
C825,80.740,50.274,121.580,137.821,94.343,180.504,111.641
C826,81.359,50.030,121.335,138.539,95.410,180.434,111.979
C827,81.977,49.787,120.259,139.257,96.478,180.363,112.316
C828,82.595,49.543,119.182,139.975,97.546,180.292,112.653
C829,83.213,49.300,118.105,140.694,98.613,180.221,112.990
C830,83.831,49.056,117.029,141.412,99.681,180.151,113.328
C831,84.450,48.813,115.952,142.130,100.748,180.080,113.665
C832,85.068,48.569,114.876,142.754,101.816,180.009,114.002
C833,85.686,48.326,113.799,142.510,102.884,179.939,114.339
C834,86.304,48.082,112.722,142.266,103.951,179.868,114.676
C835,86.922,47.839,111.646,142.022,105.019,179.797,115.014
C836,87.541,47.595,110.569,141.778,106.086,179.727,115.351
C837,88.159,47.352,109.492,141.534,107.154,179.656,115.688
C838,88.777,47.108,108.416,141.290,108.222,179.585,116.025
C839,89.395,46.865,107.339,141.046,109.289,179.515,116.363
C840,90.013,46.621,106.262,140.802,110.357,179.444,116.700
C841,90.632,46.378,105.186,140.558,111.424,179.373,116.473
C842,91.250,46.134,104.109,140.314,112.492,179.302,115.488
C843,91.868,45.891,103.033,140.070,113.560,179.232,114.503
C844,92.486,45.647,101.956,139.826,114.627,179.161,113.519
C845,93.104,45.404,100.879,139.582,115.695,179.090,112.534
C846,93.723,45.160,99.803,139.338,116.762,179.020,111.549
C847,94.341,44.917,98.726,138.982,117.830,178.949,110.564
C848,94.959,44.673,97.649,138.144,118.898,178.878,109.580
C849,95.577,44.430,96.573,137.306,119.965,178.808,108.595
C850,96.195,44.186,95.496,136.468,121.033,178.737,107.610
C851,96.814,43.943,94.419,135.630,122.100,178.666,106.625
C852,97.432,43.699,95.812,134.792,123.168,178.596,106.200
C853,98.050,43.456,99.172,133.954,124.236,178.525,106.088
C854,98.668,43.212,102.532,133.116,125.303,178.454,105.976
C855,99.286,42.969,105.892,132.278,126.371,178.383,105.864
C856,99.905,42.725,109.252,131.440,127.438,178.313,105.751
C857,100.523,42.482,112.612,130.602,128.506,178.242,105.639
C858,101.141,42.238,115.972,129.764,129.574,178.171,105.527
C859,101.759,41.995,117.083,128.925,130.641,178.101,105.415
C860,102.378,41.751,117.181,128.087,131.632,178.030,105.302
C861,102.996,41.508,117.279,127.249,132.313,177.959,105.190
C862,103.614,41.264,117.377,126.411,132.995,177.889,105.078
C863,104.232,41.021,117.475,125.573,133.676,177.818,104.965
C864,104.850,40.777,117.573,124.735,134.357,177.747,104.853
C865,105.469,40.534,117.671,123.897,135.039,177.676,104.741
C866,106.087,40.290,117.769,123.059,135.720,177.606,104.629
C867,106.705,40.047,117.867,122.221,136.402,177.535,104.516
C868,107.323,39.803,117.965,121.383,137.083,177.464,104.404
C869,107.941,39.560,118.063,120.545,137.764,177.394,104.292
C870,108.560,39.316,118.161,119.707,138.446,177.323,104.180
C871,109.178,39.073,118.259,118.869,139.127,177.252,104.067
C872,109.796,38.829,118.357,118.031,139.809,177.182,103.955
C873,110.414,38.586,118.398,115.961,140.490,177.111,103.843
C874,111.032,38.342,118.007,116.137,141.171,177.040,103.730
C875,111.651,38.099,117.616,0.000,141.853,176.970,103.618
C876,112.269,37.855,117.225,0.000,142.534,176.899,103.506
C877,112.887,37.612,116.834,0.000,143.215,176.828,103.394
C878,113.505,37.368,116.443,0.000,143.897,176.757,103.281
C879,114.123,37.125,116.052,0.000,144.578,176.687,103.169
C880,114.742,36.881,115.661,0.000,145.260,176.616,103.057
C881,115.360,36.638,115.270,0.000,145.941,176.545,102.945
C882,115.978,36.394,114.879,0.000,146.622,176.475,102.832
C883,116.596,36.151,114.488,0.000,147.304,176.404,102.720
C884,117.214,35.907,114.097,0.000,147.985,176.333,102.608
C885,117.833,35.664,113.706,0.000,148.667,176.263,102.495
C886,118.584,35.420,113.315,0.000,149.348,176.192,102.383
C887,119.589,35.177,112.924,0.000,150.029,176.121,102.271
C888,120.595,34.933,112.533,0.000,150.711,176.051,102.159
C889,121.601,34.690,112.143,0.000,151.392,175.980,102.046
