Filename,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,5800x_y.tif,5800x_y.tif,7400x_ac.tif,7400x_ac.tif,7400x_ac.tif,7400x_g.tif,7400x_g.tif,7400x_g.tif,7400x_h.tif,7400x_h.tif,7400x_u.tif,7400x_u.tif,7400x_u.tif,7400x_v.tif,7400x_w.tif,7400x_w.tif,7400x_w.tif,9700x_m.tif,9700x_m.tif,9700x_n.tif,9700x_n.tif,9700x_s.tif,13500x_j.tif,13500x_j.tif,13500x_k.tif,13500x_m.tif,13500x_q.tif,17500x_o.tif,17500x_p.tif,33000x_l.tif
C627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.842,0.000,0.000,108.566,83.038,19.031,146.906,184.630,77.253,36.839,0.000,49.257,94.976,39.501,24.185,47.078,60.421
C628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.654,0.000,0.000,109.030,85.433,18.679,147.598,184.329,75.093,37.668,0.000,48.703,95.590,39.815,24.105,46.995,59.195
C629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.467,0.000,0.000,109.493,87.827,18.326,148.311,184.028,72.934,38.497,0.000,48.149,96.204,40.130,24.025,46.912,59.279
C630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.280,0.000,0.000,109.957,90.222,17.973,149.025,183.727,70.775,39.326,0.000,47.595,96.817,40.445,23.945,46.828,59.362
C631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.093,0.000,0.000,110.420,92.616,17.621,149.739,183.427,68.616,40.155,0.000,47.040,97.431,40.760,23.864,46.745,59.445
C632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.734,0.000,0.000,110.884,95.011,17.268,150.453,183.126,66.457,40.983,0.000,46.486,98.045,41.074,23.784,46.662,59.529
C633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,61.888,0.000,0.000,111.347,97.053,16.916,151.167,182.825,64.298,41.812,0.000,45.932,98.658,41.389,23.704,46.579,59.612
C634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.043,0.000,0.000,111.811,97.841,16.563,151.881,182.524,62.139,42.641,0.000,45.377,99.272,41.704,23.624,46.496,59.695
C635,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.197,0.000,0.000,112.547,98.629,16.210,152.594,182.224,59.980,43.470,0.000,44.823,99.886,42.018,23.543,46.413,59.779
C636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.352,0.000,0.000,112.926,99.417,15.858,153.308,181.923,57.821,44.298,0.000,44.269,100.499,42.333,23.463,46.330,59.862
C637,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.506,0.000,0.000,113.305,100.205,16.988,154.022,181.622,55.662,45.127,0.000,43.715,101.113,42.648,23.383,46.247,59.945
C638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.660,0.000,0.000,113.684,100.993,18.432,154.736,181.321,53.503,45.956,0.000,43.160,101.727,42.963,23.303,46.163,60.029
C639,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.815,0.000,0.000,114.063,101.781,19.876,155.450,181.021,51.344,46.785,0.000,42.606,102.340,43.277,23.223,46.080,60.112
C640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62.969,0.000,0.000,114.442,102.569,21.319,156.164,180.720,49.185,47.614,0.000,42.052,102.954,43.592,23.142,45.997,60.195
C641,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.124,0.000,0.000,114.821,103.357,22.763,156.877,180.419,47.026,48.442,0.000,41.498,103.568,43.907,23.062,45.895,60.278
C642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.278,0.000,0.000,115.200,104.145,24.207,157.591,180.118,44.867,49.271,0.000,40.943,104.181,44.222,22.982,45.708,60.362
C643,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.425,0.000,0.000,115.579,104.933,25.650,158.305,179.818,42.708,50.100,0.000,40.389,104.795,44.447,22.902,45.522,60.445
C644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.563,0.000,0.000,115.958,105.721,27.094,159.019,179.517,40.549,50.929,0.000,39.835,105.409,44.560,22.822,45.335,60.528
C645,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.701,0.000,0.000,116.337,106.509,28.538,159.733,179.216,38.390,51.758,0.000,39.281,106.022,44.673,22.741,45.149,60.612
C646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.840,0.000,0.000,116.716,107.297,29.981,160.447,178.915,36.231,51.927,0.000,38.726,106.636,44.786,22.661,44.962,60.695
C647,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.978,0.000,0.000,117.096,108.085,31.425,161.160,178.615,34.072,51.458,0.000,38.172,107.250,44.899,22.581,44.776,60.778
C648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.116,0.000,0.000,117.475,108.873,32.869,161.874,178.314,31.913,50.989,0.000,37.618,107.864,45.013,22.501,44.589,60.862
C649,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.255,0.000,0.000,117.854,109.661,34.312,162.588,178.056,29.754,50.520,0.000,37.064,108.477,45.126,22.420,44.403,60.945
C650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.393,0.000,0.000,118.233,110.409,35.756,163.302,177.823,31.056,50.051,0.000,36.509,109.091,45.239,22.340,44.216,61.028
C651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.531,0.000,0.000,118.612,108.903,37.200,164.016,177.590,33.322,49.581,0.000,35.955,109.705,45.352,22.260,44.030,61.111
C652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.670,0.000,0.000,118.991,107.397,38.643,164.730,177.357,35.589,49.112,0.000,35.401,110.107,45.465,22.180,43.843,61.195
C653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.808,0.000,0.000,119.370,105.891,40.087,165.443,177.468,37.855,48.643,0.000,34.846,110.076,45.579,22.100,43.656,61.278
C654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.946,0.000,0.000,119.749,104.385,41.531,166.157,177.623,40.121,48.174,0.000,34.292,110.045,45.692,22.019,43.470,61.361
C655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.085,0.000,0.000,120.128,102.880,42.974,166.871,177.777,42.388,47.705,0.000,33.738,110.014,45.805,21.939,43.283,61.445
C656,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.223,0.000,0.000,120.507,101.374,44.418,167.585,177.932,44.654,47.425,0.000,33.184,109.983,45.918,21.859,43.097,61.528
C657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.362,0.000,0.000,121.059,99.868,45.862,168.299,178.086,46.921,47.197,0.000,32.629,109.860,46.031,21.779,42.910,61.611
C658,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.500,0.000,0.000,122.275,98.362,47.305,169.013,178.240,49.187,46.968,0.000,32.075,109.549,46.145,21.699,42.724,61.695
C659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.638,0.000,0.000,123.490,96.856,48.749,169.726,178.395,50.799,46.739,0.000,31.521,109.239,46.258,21.618,42.537,61.778
C660,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.777,0.000,0.000,124.706,95.350,50.193,170.440,178.549,50.281,46.511,0.000,30.967,108.928,46.371,21.868,42.351,61.861
C661,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.915,0.000,0.000,125.887,93.844,51.636,171.198,178.704,49.764,46.282,0.000,30.412,108.617,46.484,22.207,42.164,61.945
C662,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.053,0.000,0.000,126.869,92.339,53.080,172.875,178.858,49.246,46.054,0.000,30.043,108.306,46.597,22.546,41.978,62.028
C663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.192,0.000,0.000,127.850,90.833,54.524,174.551,179.013,48.728,45.825,0.000,30.730,107.995,46.711,22.885,41.791,62.184
C664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.330,0.000,0.000,128.831,89.327,55.967,176.227,179.167,48.210,45.597,0.000,31.418,107.684,46.824,23.224,41.605,62.924
C665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.468,0.000,0.000,129.813,87.821,57.411,177.903,179.322,47.692,45.368,0.000,32.105,107.373,46.937,23.563,41.418,63.665
C666,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.607,0.000,0.000,130.794,86.315,58.855,179.580,179.476,47.174,45.140,0.000,32.793,107.062,47.050,23.902,41.232,64.406
C667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.745,0.000,0.000,131.775,84.809,60.298,181.256,179.631,46.656,44.911,0.000,33.480,106.752,47.163,24.241,41.082,65.146
C668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,66.883,0.000,0.000,132.756,83.303,61.249,182.932,179.785,46.139,44.683,0.000,34.168,106.441,47.277,24.580,41.102,65.887
C669,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.022,0.000,0.000,133.738,81.797,61.966,184.608,179.940,45.621,44.454,0.000,34.855,106.130,47.390,24.919,41.121,66.628
C670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.160,0.000,0.000,134.719,80.292,62.683,186.285,180.094,45.103,44.226,0.000,35.542,105.819,47.503,25.258,41.141,67.368
C671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.299,0.000,0.000,135.700,78.786,63.400,187.961,180.249,44.585,43.997,0.000,36.230,105.508,47.616,25.597,41.160,68.109
C672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.437,0.000,0.000,136.682,77.280,64.118,188.871,180.403,44.067,43.769,0.000,36.917,105.197,47.729,25.936,41.180,68.850
C673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.575,0.000,0.000,137.663,75.774,64.835,189.733,180.557,43.549,43.540,0.000,37.605,104.886,47.843,26.275,41.199,69.590
C674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.714,0.000,0.000,138.644,74.268,65.552,190.594,180.712,43.031,43.312,0.000,38.292,104.576,47.956,26.614,41.219,70.331
C675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.852,0.000,0.000,139.625,72.762,66.269,191.455,180.866,42.514,43.083,0.000,38.979,104.265,48.069,26.953,41.239,71.072
C676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.990,0.000,0.000,140.607,71.256,66.986,192.317,181.021,41.996,42.855,0.000,39.571,103.954,47.111,27.292,41.258,71.868
C677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.307,0.000,0.000,141.588,69.750,67.703,193.178,181.175,41.478,42.626,0.000,39.661,103.643,45.828,27.631,41.278,72.787
C678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.772,0.000,0.000,142.569,68.245,68.420,194.039,181.330,40.960,42.398,0.000,39.752,103.332,44.545,27.970,41.297,73.705
C679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.237,0.000,0.000,143.551,66.739,69.137,194.901,181.484,40.442,42.169,0.000,39.842,103.021,43.262,28.309,41.317,74.624
C680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.702,0.000,0.000,144.532,65.233,69.854,195.762,181.639,39.924,41.941,0.000,39.932,102.710,41.979,28.648,41.336,75.543
C681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.167,0.000,0.000,145.513,63.727,70.571,196.624,181.793,39.406,41.712,0.000,40.023,102.399,40.696,28.987,41.356,76.461
C682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.632,0.000,0.000,146.494,62.221,71.289,197.485,181.948,38.888,41.484,0.000,40.113,102.089,39.413,29.326,41.375,77.380
C683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.097,0.000,0.000,147.476,60.715,72.006,198.346,182.102,38.371,41.255,0.000,40.204,101.778,38.130,29.665,41.395,78.299
C684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71.562,0.000,0.000,148.457,59.209,72.723,199.208,182.257,37.853,41.026,0.000,40.294,101.467,36.847,30.004,41.415,79.217
C685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.028,0.000,0.000,149.438,57.704,73.440,200.069,182.411,37.335,41.115,0.000,40.385,101.156,35.564,30.343,41.434,80.136
C686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.493,0.000,0.000,150.420,56.198,74.157,200.930,182.566,36.817,41.308,0.000,40.475,100.845,34.281,30.682,41.454,81.055
C687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72.958,0.000,0.000,151.401,54.692,74.874,201.792,182.720,36.299,41.501,0.000,40.565,100.534,32.998,30.333,41.473,81.973
C688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,73.423,0.000,0.000,152.382,53.186,75.591,202.653,182.874,35.781,41.693,0.000,40.656,100.223,31.715,29.194,41.493,82.892
C689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,73.888,0.000,0.000,153.363,51.680,76.308,203.515,183.029,35.263,41.886,0.000,40.746,99.913,30.432,28.056,41.512,83.811
C690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.353,0.000,0.000,154.345,50.174,76.269,204.376,183.183,34.746,42.078,0.000,40.837,99.602,29.149,26.917,41.532,84.729
C691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.818,0.000,0.000,155.326,48.668,73.827,205.237,183.338,34.228,42.271,0.000,40.927,99.291,27.866,25.915,41.552,85.648
C692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.283,0.000,0.000,156.307,47.162,71.592,206.099,183.492,33.710,42.463,0.000,41.036,98.980,26.583,26.172,41.571,86.567
C693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,75.748,0.000,0.000,157.288,45.657,70.531,206.960,183.647,33.192,42.656,0.000,41.299,98.669,25.300,26.428,41.591,87.485
C694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.213,0.000,0.000,158.270,44.151,0.000,207.821,183.801,32.674,42.849,0.000,41.561,98.358,24.017,26.685,41.610,88.404
C695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.678,0.000,0.000,159.251,42.645,0.000,208.683,183.956,32.156,43.041,0.000,41.823,98.047,22.734,26.941,41.630,89.323
C696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.143,0.000,0.000,160.232,41.139,0.000,209.544,184.110,31.638,43.234,0.000,42.085,97.736,21.451,27.198,41.649,90.241
C697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,77.608,0.000,0.000,161.214,40.077,0.000,210.405,184.265,31.121,43.426,0.000,42.347,97.426,20.168,27.455,41.669,91.160
C698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.073,0.000,0.000,162.195,40.115,0.000,211.267,184.419,30.603,43.619,0.000,42.609,97.115,18.885,27.711,41.688,92.079
C699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,78.538,0.000,0.000,161.338,40.154,0.000,210.612,184.574,30.085,43.811,0.000,42.871,96.804,17.602,27.968,41.708,92.997
C700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.003,0.000,0.000,159.250,40.193,0.000,209.862,184.728,29.567,44.004,0.000,43.134,96.493,16.319,28.225,41.728,93.916
C701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.468,0.000,0.000,157.162,40.232,0.000,209.111,184.882,29.049,44.196,0.000,43.396,96.182,15.036,28.481,41.747,94.835
C702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.933,0.000,0.000,155.075,40.271,0.000,208.360,185.037,28.531,44.389,0.000,43.658,95.871,13.753,28.738,41.767,95.753
C703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.398,0.000,0.000,152.987,40.309,0.000,207.609,185.191,28.013,44.582,0.000,43.920,95.560,12.470,28.994,41.786,96.672
C704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.863,0.000,0.000,150.899,40.348,0.000,206.859,185.346,27.496,44.774,0.000,44.182,95.249,11.186,29.251,41.806,97.591
C705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81.328,0.000,0.000,148.812,40.387,0.000,206.108,185.500,26.978,44.967,0.000,44.444,94.939,9.903,29.508,41.825,98.510
C706,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,83.070,0.000,0.000,146.724,40.426,0.000,205.357,185.655,26.460,45.159,0.000,44.707,94.628,8.620,29.764,41.845,99.428
C707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.059,0.000,0.000,144.636,40.465,0.000,0.000,185.809,25.942,45.352,0.000,44.969,94.317,7.337,30.021,41.865,100.347
C708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,87.047,0.000,0.000,142.549,40.504,0.000,0.000,185.964,25.424,45.544,0.000,45.231,94.006,6.054,30.278,41.884,101.266
C709,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,89.035,0.000,0.000,140.461,40.542,0.000,0.000,186.125,25.413,45.737,0.000,45.493,93.695,5.430,30.534,41.904,102.184
C710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91.024,0.000,0.000,138.373,41.182,0.000,0.000,186.309,28.156,45.929,0.000,45.755,93.384,7.051,30.791,41.923,103.103
C711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,93.012,0.000,0.000,136.286,42.787,0.000,0.000,187.095,29.027,46.122,0.000,46.017,93.073,8.671,31.047,41.943,103.932
C712,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.001,0.000,0.000,134.198,44.393,0.000,0.000,188.509,29.674,46.315,0.000,46.279,92.763,10.291,31.309,41.962,103.457
C713,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.989,0.000,0.000,132.110,45.998,0.000,0.000,189.923,30.322,46.110,0.000,46.542,92.452,11.912,31.783,41.982,102.982
C714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.977,0.000,0.000,130.023,47.603,0.000,0.000,191.338,30.969,45.816,0.000,46.735,92.141,13.532,32.257,42.001,102.506
C715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.966,0.000,0.000,127.935,49.209,0.000,0.000,192.752,31.616,45.523,0.000,46.400,91.830,15.152,32.731,42.021,102.031
C716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,102.954,0.000,0.000,125.847,50.814,0.000,0.000,194.167,32.264,45.229,0.000,46.064,91.519,16.772,33.205,42.041,101.556
C717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.942,0.000,0.000,125.304,52.420,0.000,0.000,195.581,32.911,44.936,0.000,45.728,91.208,18.393,33.678,42.060,101.080
C718,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,106.931,0.000,0.000,125.104,54.025,0.000,0.000,196.996,33.558,44.642,0.000,45.393,90.897,20.013,34.152,42.080,100.605
C719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108.919,0.000,0.000,124.905,55.630,0.000,0.000,198.410,34.205,44.349,0.000,45.057,90.586,21.633,34.626,42.099,100.130
C720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.908,0.000,0.000,124.705,57.236,0.000,0.000,199.824,34.853,44.055,0.000,44.722,90.276,23.253,35.100,42.119,99.654
C721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.896,0.000,0.000,124.505,58.841,0.000,0.000,201.239,35.500,43.761,0.000,44.386,89.965,24.874,35.574,42.138,99.179
C722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.884,0.000,0.000,124.305,60.446,0.000,0.000,202.653,36.147,43.596,0.000,44.090,89.654,26.494,36.047,42.158,98.704
C723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.542,0.000,0.000,124.105,62.052,0.000,0.000,204.068,36.795,43.521,0.000,44.329,89.343,28.114,36.521,42.178,98.228
C724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.366,0.000,0.000,123.905,63.657,0.000,0.000,205.482,37.442,43.445,0.000,44.568,89.032,29.735,36.995,42.197,97.753
