Filename,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,74oox_ad.tif,5800x_y.tif,5800x_y.tif,7400x_ac.tif,7400x_ac.tif,7400x_ac.tif,7400x_g.tif,7400x_g.tif,7400x_g.tif,7400x_h.tif,7400x_h.tif,7400x_u.tif,7400x_u.tif,7400x_u.tif,7400x_v.tif,7400x_w.tif,7400x_w.tif,7400x_w.tif,9700x_m.tif,9700x_m.tif,9700x_n.tif,9700x_n.tif,9700x_s.tif,13500x_j.tif,13500x_j.tif,13500x_k.tif,13500x_m.tif,13500x_q.tif,17500x_o.tif,17500x_p.tif,33000x_l.tif
C337,0.000,0.000,62.452,0.000,160.134,175.401,0.000,162.859,0.000,0.000,0.000,0.000,655.801,167.394,142.613,0.000,83.654,98.949,0.000,85.429,90.570,35.948,82.492,1.080,52.200,58.498,46.004,42.129,55.753,63.913,49.333,36.791,36.818,52.033
C338,0.000,0.000,65.890,0.000,153.659,175.298,0.000,161.320,0.000,0.000,0.000,0.000,683.854,166.410,142.174,0.000,83.519,96.283,0.000,84.416,90.282,36.115,79.762,0.552,52.331,58.634,45.854,42.503,55.431,63.547,49.018,36.246,36.546,52.060
C339,0.000,0.000,69.328,0.000,147.185,175.194,0.000,159.780,0.000,0.000,0.000,0.000,711.906,165.426,141.735,0.000,83.385,93.618,0.000,83.402,89.994,37.973,77.032,2.184,52.462,58.769,45.705,42.876,55.109,63.180,48.703,35.702,36.274,52.087
C340,0.000,0.000,72.766,0.000,140.710,175.091,0.000,163.897,0.000,0.000,0.000,0.000,739.959,164.441,141.296,0.000,83.251,90.953,0.000,82.389,89.706,39.832,74.302,3.816,52.594,58.905,45.350,43.249,54.786,62.814,48.388,34.913,36.002,52.114
C341,0.000,0.000,74.566,0.000,134.236,174.987,0.000,168.724,0.000,0.000,0.000,0.000,768.011,163.457,140.857,0.000,83.116,88.288,0.000,81.375,89.417,41.690,71.573,5.448,52.725,59.041,44.509,43.622,54.464,62.448,48.073,33.989,35.730,52.141
C342,0.000,0.000,74.752,0.000,127.761,174.884,0.000,173.551,0.000,0.000,0.000,0.000,796.064,162.472,140.418,0.000,82.982,85.622,0.000,80.362,89.129,43.548,68.843,7.080,52.856,59.177,43.669,43.996,54.142,62.082,47.758,33.212,35.458,52.168
C343,0.000,0.000,74.937,0.000,121.286,174.780,0.000,178.378,0.000,0.000,0.000,0.000,810.519,161.488,139.979,0.000,82.848,82.957,0.000,79.349,90.659,45.407,67.346,8.712,52.987,59.312,42.829,44.369,53.820,61.716,47.443,32.766,35.187,52.196
C344,0.000,0.000,75.123,0.000,114.812,174.676,0.000,183.205,0.000,0.000,0.000,0.000,799.269,160.504,139.540,0.000,82.713,80.292,0.000,78.335,101.352,47.265,67.164,10.344,53.119,59.448,42.099,44.742,53.497,61.350,47.129,32.320,34.915,52.223
C345,0.000,0.000,75.308,0.000,108.337,174.573,0.000,188.033,0.000,0.000,0.000,0.000,788.018,159.519,139.101,0.000,82.579,77.627,0.000,77.322,112.045,49.123,66.981,11.977,53.250,59.584,41.983,45.112,53.175,60.984,46.814,31.874,34.643,52.250
C346,0.000,0.000,75.494,0.000,101.863,174.469,0.000,192.860,0.000,0.000,0.000,0.000,776.767,158.535,138.662,0.000,82.445,74.961,0.000,76.308,122.739,50.982,66.799,13.609,53.381,59.719,41.867,45.005,52.853,60.617,46.499,31.427,34.371,52.277
C347,0.000,0.000,75.679,0.000,96.379,174.366,0.000,197.687,0.000,0.000,0.000,0.000,765.516,157.550,138.223,0.000,82.310,72.296,0.000,75.295,133.432,52.840,66.617,15.241,53.513,59.855,41.750,44.898,52.531,60.251,46.184,30.981,34.099,52.304
C348,0.000,0.000,75.865,0.000,97.285,174.262,0.000,202.514,0.000,0.000,0.000,0.000,754.266,156.566,137.784,0.000,82.176,69.631,0.000,74.282,144.125,54.698,66.434,16.873,53.644,59.991,41.634,44.791,52.208,59.885,45.869,30.535,33.827,52.331
C349,0.000,0.000,76.050,0.000,98.191,174.159,0.000,207.341,0.000,0.000,0.000,0.000,743.015,155.581,137.345,0.000,82.042,66.966,0.000,73.268,154.819,56.557,66.252,18.505,53.775,60.127,41.517,44.683,51.886,59.519,45.554,30.089,33.555,52.358
C350,0.000,0.000,76.236,0.000,99.098,174.055,0.000,212.168,0.000,0.000,0.000,0.000,731.764,154.597,136.906,0.000,81.907,64.300,0.000,74.457,165.512,58.415,66.070,20.137,53.907,60.262,41.401,44.576,51.564,59.153,45.239,29.643,33.283,52.385
C351,0.000,0.000,76.421,0.000,100.004,173.952,0.000,216.995,0.000,0.000,0.000,0.000,714.286,153.613,136.466,0.000,81.773,62.636,0.000,76.060,175.903,60.273,65.888,21.162,54.038,60.398,41.284,44.469,51.242,58.787,44.925,29.197,33.012,52.412
C352,0.000,0.000,76.607,0.000,100.910,173.848,0.000,221.823,0.000,0.000,0.000,0.000,688.983,152.628,134.797,0.000,81.638,62.774,0.000,77.664,186.254,62.132,65.705,18.774,54.169,60.846,41.168,44.362,50.919,58.421,44.610,28.750,32.740,52.439
C353,0.000,0.000,76.792,0.000,101.817,173.745,0.000,222.146,0.000,0.000,0.000,0.000,663.680,151.644,0.000,0.000,81.504,62.913,0.000,79.268,193.211,63.990,65.523,16.386,54.301,62.736,41.052,44.255,50.597,58.054,44.295,28.304,32.468,52.466
C354,0.000,0.000,76.978,0.000,102.723,173.641,0.000,220.869,0.000,0.000,0.000,0.000,638.377,150.659,0.000,0.000,81.370,63.052,0.000,80.872,191.524,65.848,65.341,13.998,54.432,64.625,40.935,44.147,50.273,57.688,44.582,27.858,32.196,52.493
C355,0.000,0.000,77.163,0.000,103.629,173.537,0.000,219.591,0.000,0.000,0.000,0.000,613.074,149.675,0.000,0.000,81.235,63.190,0.000,82.476,189.836,67.707,65.158,11.610,54.563,66.514,40.819,44.040,48.558,57.322,45.286,27.412,31.924,52.520
C356,0.000,0.000,77.349,0.000,104.536,173.434,0.000,218.314,0.000,0.000,0.000,0.000,587.771,148.691,0.000,0.000,81.101,63.329,0.000,84.080,188.149,69.565,64.976,9.222,54.695,68.403,40.702,43.933,46.844,56.956,45.989,26.966,31.652,52.547
C357,0.000,0.000,77.534,0.000,105.442,173.330,0.000,217.036,0.000,0.000,0.000,0.000,562.468,147.706,0.000,0.000,80.967,63.468,0.000,85.683,186.461,71.423,64.794,6.834,54.826,70.292,40.586,43.826,45.130,56.590,46.693,26.519,31.380,52.575
C358,0.000,0.000,77.720,0.000,106.348,173.227,0.000,215.759,0.000,0.000,0.000,0.000,537.166,146.722,0.000,0.000,80.832,63.607,0.000,87.287,184.774,73.282,64.612,4.446,54.957,72.182,40.470,43.719,43.415,56.224,47.397,26.073,31.108,52.602
C359,0.000,0.000,77.905,0.000,107.255,173.123,0.000,214.481,0.000,0.000,0.000,0.000,511.863,145.737,0.000,0.000,80.698,63.745,0.000,88.891,183.086,75.140,64.429,2.058,55.089,73.444,40.353,43.611,41.701,55.858,48.100,25.627,31.006,52.629
C360,0.000,0.000,78.091,0.000,108.161,173.020,0.000,213.204,0.000,0.000,0.000,0.000,486.560,144.753,0.000,0.000,80.564,63.884,0.000,90.495,181.399,76.998,64.247,0.331,55.220,74.547,40.237,43.476,39.986,55.492,49.227,25.181,31.242,52.656
C361,0.000,0.000,78.276,0.000,109.067,172.916,0.000,211.926,0.000,0.000,0.000,0.000,461.257,143.769,0.000,0.000,80.429,64.023,0.000,92.099,179.712,77.675,64.065,2.719,55.351,75.651,40.120,43.247,38.272,55.125,50.445,24.735,31.478,52.683
C362,0.000,0.000,76.971,0.000,109.974,172.813,0.000,210.648,0.000,0.000,0.000,0.000,435.954,142.784,0.000,0.000,80.295,64.161,0.000,93.703,178.024,77.832,63.882,5.107,55.483,76.754,40.004,43.018,36.557,54.759,51.664,24.289,31.715,52.710
C363,0.000,0.000,74.841,0.000,110.880,172.709,0.000,209.371,0.000,0.000,0.000,0.000,410.651,141.800,0.000,0.000,80.161,64.300,0.000,95.306,176.337,77.989,63.700,7.495,55.614,77.858,39.887,42.789,34.880,54.393,52.882,23.842,31.951,52.737
C364,0.000,0.000,72.711,0.000,111.786,172.606,0.000,208.093,0.000,0.000,0.000,0.000,385.348,140.815,0.000,0.000,80.026,64.439,0.000,96.910,174.649,78.146,63.518,9.883,55.745,78.961,39.771,42.560,34.196,54.009,54.101,23.396,32.187,52.764
C365,0.000,0.000,70.581,0.000,112.693,172.502,0.000,206.816,0.000,0.000,0.000,0.000,360.045,139.831,0.000,0.000,79.892,64.578,0.000,98.514,172.962,78.303,63.336,12.271,55.877,80.065,39.655,42.331,33.511,53.197,55.319,22.950,32.424,52.791
C366,0.000,0.000,68.451,0.000,113.599,172.399,0.000,205.538,0.000,0.000,0.000,0.000,334.742,138.847,0.000,0.000,79.757,64.716,0.000,100.118,171.274,78.460,63.153,14.659,56.008,81.168,39.538,42.102,32.826,52.385,56.537,22.504,32.660,52.818
C367,0.000,0.000,66.321,0.000,114.505,172.295,0.000,204.261,0.000,0.000,0.000,0.000,318.491,137.862,0.000,0.000,79.623,64.855,0.000,101.722,169.587,78.617,62.971,17.047,56.139,82.271,39.422,41.873,32.142,51.573,57.756,22.058,32.896,52.845
C368,0.000,0.000,64.191,0.000,115.412,172.191,0.000,202.983,0.000,0.000,0.000,0.000,316.176,136.878,0.000,0.000,79.489,64.994,0.000,103.326,167.899,78.774,62.789,19.435,56.271,83.375,39.305,41.644,31.457,50.761,58.974,21.612,33.133,52.872
C369,0.000,0.000,62.061,0.000,116.318,172.088,0.000,201.706,0.000,0.000,0.000,0.000,313.861,135.893,0.000,0.000,79.354,65.132,0.000,104.929,166.212,78.931,62.606,21.823,56.402,84.478,39.189,41.415,30.772,49.949,60.193,21.165,33.369,52.899
C370,0.000,0.000,59.931,0.000,117.224,171.984,0.000,200.428,0.000,0.000,0.000,0.000,311.546,134.909,0.000,0.000,79.220,65.271,0.000,106.533,164.525,79.088,62.424,24.211,56.533,85.582,39.073,41.186,30.087,49.137,60.912,20.719,33.605,52.927
C371,0.000,0.000,57.801,0.000,118.131,171.881,0.000,199.150,0.000,0.000,0.000,0.000,309.231,133.925,0.000,0.000,79.086,65.410,0.000,108.137,162.837,79.245,62.242,26.599,56.665,86.685,38.956,40.957,29.403,48.325,59.616,20.273,33.842,52.954
C372,0.000,0.000,55.671,0.000,119.037,171.777,0.000,197.873,0.000,0.000,0.000,0.000,306.917,132.940,0.000,0.000,78.951,65.549,0.000,109.741,161.150,79.402,62.060,28.987,56.796,87.789,38.840,40.728,28.718,47.513,58.320,19.827,34.078,52.981
C373,0.000,0.000,53.541,0.000,119.943,171.674,0.000,196.595,0.000,0.000,0.000,0.000,304.602,131.956,0.000,0.000,78.817,65.687,0.000,111.345,159.462,79.559,61.877,31.376,56.927,88.892,38.723,40.499,28.033,46.701,57.024,19.381,34.314,53.008
C374,0.000,0.000,51.411,0.000,122.473,171.570,0.000,195.318,0.000,0.000,0.000,0.000,302.287,130.971,0.000,0.000,78.683,65.826,0.000,112.949,157.775,79.716,61.695,33.764,57.059,89.996,38.607,40.270,27.333,45.889,55.728,18.934,34.551,53.035
C375,0.000,0.000,49.281,0.000,125.781,171.467,0.000,194.040,0.000,0.000,0.000,0.000,299.972,129.987,0.000,0.000,78.548,65.965,0.000,114.552,156.087,79.873,61.513,36.152,57.190,91.099,38.490,40.041,25.902,45.077,54.432,18.488,34.787,53.062
C376,0.000,0.000,47.151,0.000,129.089,171.363,0.000,192.763,0.000,0.000,0.000,0.000,297.657,129.003,0.000,0.000,78.414,66.103,0.000,116.156,154.400,80.030,61.330,38.540,57.321,92.203,38.374,39.812,24.472,44.265,53.137,18.042,35.023,53.089
C377,0.000,0.000,45.021,0.000,132.397,171.260,0.000,191.485,0.000,0.000,0.000,0.000,295.342,128.018,0.000,0.000,78.280,66.242,0.000,117.760,152.713,80.187,61.148,40.928,57.453,93.306,38.258,39.583,23.042,43.452,51.841,17.596,35.260,53.116
C378,0.000,0.000,42.891,0.000,135.705,171.156,0.000,190.208,0.000,0.000,0.000,0.000,293.027,127.034,0.000,0.000,78.145,66.381,0.000,119.364,151.025,80.344,60.966,43.316,58.271,94.410,38.141,39.354,21.612,42.640,50.545,17.150,35.496,53.143
C379,0.000,0.000,40.761,0.000,136.512,171.052,0.000,188.930,0.000,0.000,0.000,0.000,290.713,126.049,0.000,0.000,78.011,66.520,0.000,120.968,149.376,80.501,60.784,45.704,59.167,95.513,38.025,39.125,20.182,41.828,49.249,16.704,35.732,53.170
C380,0.000,0.000,38.631,0.000,135.353,170.949,0.000,187.652,0.000,0.000,0.000,0.000,288.398,125.065,0.000,0.000,77.876,66.658,0.000,122.571,147.739,80.658,60.601,48.092,60.063,96.617,37.908,38.896,18.996,41.016,47.953,16.257,35.969,53.197
C381,0.000,0.000,40.160,0.000,134.195,170.845,0.000,186.375,0.000,0.000,0.000,0.000,286.083,124.081,0.000,0.000,77.742,66.797,0.000,124.175,146.102,80.815,60.419,50.244,60.958,97.720,37.792,38.667,23.091,40.204,46.657,15.811,35.837,53.224
C382,0.000,0.000,42.897,0.000,133.036,170.742,0.000,185.097,0.000,0.000,0.000,0.000,283.768,123.096,0.000,0.000,77.608,66.936,0.000,125.779,144.464,80.972,60.237,50.531,61.854,98.823,37.675,38.438,27.187,39.392,45.361,15.365,35.401,53.251
C383,0.000,0.000,45.633,0.000,131.877,170.638,0.000,183.820,0.000,0.000,0.000,0.000,281.453,122.112,0.000,0.000,77.473,67.074,0.000,127.383,142.827,81.129,60.054,50.819,62.749,99.927,37.559,38.209,31.282,38.580,44.065,14.919,34.966,53.279
C384,0.000,0.000,48.370,0.000,130.719,170.535,0.000,182.542,0.000,0.000,0.000,0.000,279.138,121.127,0.000,0.000,77.339,67.213,0.000,127.257,141.190,81.286,59.872,51.107,63.645,101.030,37.443,37.980,35.377,37.768,42.770,14.473,34.530,53.306
C385,0.000,0.000,51.106,0.000,129.560,170.431,0.000,181.265,0.000,0.000,0.000,0.000,276.823,120.143,0.000,0.000,77.205,67.352,0.000,126.500,139.553,81.443,59.690,51.394,64.541,102.134,37.326,37.751,39.473,36.956,41.474,14.027,34.095,53.333
C386,0.000,0.000,53.843,0.000,128.401,170.328,0.000,179.987,0.000,0.000,0.000,0.000,274.509,119.159,0.000,0.000,77.070,67.491,0.000,125.743,137.916,81.600,59.508,51.682,65.436,103.237,37.210,37.522,43.568,36.144,40.178,13.580,33.659,53.360
C387,0.000,0.000,56.579,0.000,127.242,170.224,0.000,178.710,0.000,0.000,0.000,0.000,272.194,118.174,0.000,0.000,76.936,67.629,0.000,124.987,136.279,81.757,59.325,51.970,66.332,104.341,37.093,37.293,47.663,35.332,38.882,13.387,33.223,53.387
C388,0.000,0.000,59.316,0.000,126.084,170.121,0.000,177.432,0.000,0.000,0.000,0.000,269.879,117.190,0.000,0.000,76.802,67.768,0.000,124.230,134.642,81.914,58.890,52.257,67.228,105.444,36.977,37.064,51.758,34.520,37.586,13.442,32.788,53.414
C389,0.000,0.000,62.052,0.000,124.925,170.017,0.000,176.155,0.000,0.000,0.000,0.000,267.564,116.205,0.000,0.000,76.667,67.907,0.000,123.473,133.005,82.071,58.102,52.545,68.123,106.548,36.861,36.835,55.854,33.708,36.290,13.496,32.352,53.441
C390,0.000,0.000,64.789,0.000,123.766,169.913,0.000,174.877,0.000,0.000,0.000,0.000,265.249,115.221,0.000,0.000,76.533,68.045,0.000,122.716,131.367,82.228,57.314,52.833,69.019,107.651,36.744,36.606,59.949,32.896,34.994,13.550,31.916,53.468
C391,0.000,0.000,67.525,0.000,122.607,169.810,0.000,173.599,0.000,0.000,0.000,0.000,262.934,114.237,0.000,0.000,76.399,68.184,0.000,121.960,129.730,82.385,56.526,53.121,69.915,108.755,36.628,36.487,63.451,32.084,33.699,13.605,31.481,53.495
C392,0.000,0.000,70.262,0.000,121.449,169.706,0.000,172.322,0.000,0.000,0.000,0.000,260.619,113.252,0.000,0.000,76.264,68.541,0.000,121.203,128.093,82.542,55.738,53.408,70.810,109.858,36.511,36.487,61.276,31.272,32.403,13.659,31.045,53.522
C393,0.000,0.000,72.300,0.000,120.290,169.603,0.000,171.044,0.000,0.000,0.000,0.000,258.305,112.268,0.000,0.000,76.130,69.319,0.000,120.446,126.456,82.699,54.950,53.696,71.706,110.962,36.395,36.487,59.102,30.460,31.207,13.713,30.610,53.549
C394,0.000,0.000,73.436,0.000,119.131,169.499,0.000,169.767,0.000,0.000,0.000,0.000,255.990,111.283,0.000,0.000,75.995,70.097,0.000,119.689,126.074,82.856,54.162,53.984,72.601,112.065,36.278,36.487,56.928,30.309,31.642,13.767,30.174,53.576
C395,0.000,0.000,74.573,0.000,117.973,169.396,0.000,168.489,0.000,0.000,0.000,0.000,253.675,110.299,0.000,0.000,75.861,70.876,0.000,118.933,126.318,83.013,53.374,54.271,73.497,113.169,36.162,36.487,54.754,30.752,32.077,13.822,29.738,53.603
C396,0.000,0.000,75.710,0.000,116.814,169.292,0.000,167.212,0.000,0.000,0.000,0.000,251.360,109.315,0.000,0.000,75.727,71.654,0.000,118.176,126.563,83.170,52.586,54.559,74.393,114.272,36.711,36.487,52.579,31.194,32.512,13.876,29.303,53.630
C397,0.000,0.000,76.847,0.000,115.655,169.511,0.000,165.994,0.000,0.000,0.000,0.000,249.045,108.330,0.000,0.000,75.592,72.433,0.000,117.419,126.807,82.403,51.798,54.847,75.288,114.835,38.009,36.487,50.405,31.636,32.947,13.930,28.867,53.658
C398,0.000,0.000,77.984,0.000,114.496,169.782,0.000,165.573,0.000,0.000,0.000,0.000,246.730,107.346,0.000,0.000,75.458,73.211,0.000,116.662,127.051,79.602,51.010,55.134,76.184,113.884,39.306,36.487,48.231,32.078,33.383,13.985,28.431,53.685
C399,0.000,0.000,79.120,0.000,113.338,170.053,0.000,165.153,0.000,0.000,0.000,0.000,244.415,106.361,0.000,0.000,75.776,73.990,0.000,115.905,127.296,76.802,50.222,55.422,77.080,112.934,40.604,36.487,46.057,32.520,33.818,14.039,27.996,53.712
C400,0.000,0.000,80.257,0.000,112.179,170.324,0.000,164.733,0.000,0.000,0.000,0.000,242.101,105.377,0.000,0.000,76.635,74.768,0.000,115.149,127.540,74.001,49.434,55.710,77.975,111.983,41.901,36.487,43.882,32.962,34.253,14.093,27.560,53.739
C401,0.000,0.000,81.394,0.000,111.020,170.595,0.000,164.313,0.000,0.000,0.000,0.000,239.786,104.069,0.000,0.000,77.494,75.547,0.000,114.392,127.785,71.201,48.647,55.997,78.871,111.033,42.858,36.487,41.708,33.547,34.688,14.148,27.125,53.766
C402,0.000,0.000,82.531,0.000,109.861,170.867,0.000,163.893,0.000,0.000,0.000,0.000,240.387,101.918,0.000,0.000,78.353,76.325,0.000,113.635,128.029,68.400,47.859,56.285,79.766,110.082,43.060,36.487,39.534,34.850,35.123,14.202,26.689,53.793
C403,0.000,0.000,83.668,0.000,108.703,171.138,0.000,163.473,0.000,0.000,0.000,0.000,242.278,99.766,0.000,0.000,79.212,77.104,0.000,112.878,128.273,65.600,47.071,56.573,80.662,109.131,43.262,38.601,37.360,36.153,35.558,14.256,26.253,53.820
C404,0.000,0.000,84.804,0.000,107.544,171.409,0.000,163.053,0.000,0.000,0.000,0.000,244.168,97.615,0.000,0.000,80.072,77.842,0.000,112.122,128.518,62.799,46.283,56.860,81.558,108.181,43.464,41.406,35.186,37.457,35.993,14.311,25.818,53.847
C405,0.000,0.000,85.941,0.000,107.278,171.680,0.000,162.633,0.000,0.000,0.000,0.000,246.058,95.463,0.000,0.000,80.931,78.143,0.000,111.365,128.762,59.999,45.495,57.148,82.453,107.230,43.666,44.211,33.011,38.760,36.428,14.365,25.382,53.874
C406,0.000,0.000,87.078,0.000,107.230,171.951,0.000,162.213,0.000,0.000,0.000,0.000,247.949,93.312,0.000,0.000,81.790,78.445,0.000,110.608,129.007,57.198,44.707,57.436,83.349,106.280,43.868,47.016,30.837,40.063,36.863,14.419,24.946,53.901
C407,0.000,0.000,88.215,0.000,107.181,172.222,0.000,161.793,0.000,0.000,0.000,0.000,249.839,91.160,0.000,0.000,82.649,78.746,0.000,109.851,129.251,54.398,43.919,57.723,84.245,105.329,44.070,49.820,28.839,41.367,37.298,14.474,24.511,53.928
C408,0.000,0.000,89.352,0.000,107.133,172.493,0.000,161.373,0.000,0.000,0.000,0.000,251.729,89.009,0.000,0.000,83.509,79.048,0.000,106.983,129.495,51.597,43.073,58.011,85.140,104.379,44.272,52.625,29.116,42.670,37.733,14.528,24.075,53.955
C409,0.000,0.000,90.489,0.000,110.476,172.764,0.000,160.953,0.000,0.000,0.000,0.000,253.619,86.857,0.000,0.000,84.186,79.349,0.000,104.007,129.740,48.797,42.226,58.299,86.036,103.428,44.475,55.430,29.393,43.973,38.168,14.582,23.639,53.982
C410,0.000,0.000,91.625,0.000,113.935,0.000,0.000,160.533,0.000,0.000,0.000,0.000,255.510,84.705,0.000,0.000,84.295,79.651,0.000,101.031,129.984,46.703,41.380,58.586,86.931,102.477,44.677,58.235,29.670,45.276,38.603,14.637,23.204,54.010
C411,0.000,0.000,92.762,0.000,117.394,0.000,0.000,160.112,0.000,0.000,0.000,0.000,257.400,82.554,0.000,0.000,84.403,79.952,0.000,98.055,130.229,46.325,40.533,58.874,87.827,101.527,44.879,61.039,29.948,46.580,39.038,14.691,22.768,54.037
C412,0.000,0.000,93.899,0.000,120.853,0.000,0.000,159.692,0.000,0.000,0.000,0.000,259.407,80.402,0.000,0.000,84.512,80.254,0.000,95.080,130.473,45.946,39.686,59.162,88.723,100.576,45.081,63.844,30.225,47.883,39.473,14.745,22.333,54.064
C413,0.000,0.000,95.036,0.000,124.312,0.000,0.000,159.272,0.000,0.000,0.000,0.000,263.327,78.251,0.000,0.000,84.621,80.556,0.000,92.104,130.717,45.568,38.839,59.449,89.618,99.626,45.283,66.649,30.502,49.186,39.908,14.800,21.897,54.091
C414,0.000,0.000,96.173,0.000,127.771,0.000,0.000,158.852,0.000,0.000,0.000,0.000,267.247,76.099,0.000,0.000,84.729,80.857,0.000,89.128,130.962,45.189,37.992,59.737,90.514,98.675,45.485,69.454,30.779,50.490,40.343,14.854,21.461,54.118
C415,0.000,0.000,97.309,0.000,131.230,0.000,0.000,158.432,0.000,0.000,0.000,0.000,271.167,73.948,0.000,0.000,84.838,81.159,0.000,86.152,131.206,44.811,37.145,60.025,91.410,97.725,45.687,71.701,31.057,51.793,40.778,14.908,21.026,54.145
C416,0.000,0.000,98.446,0.000,134.689,0.000,0.000,158.012,0.000,0.000,0.000,0.000,275.087,73.719,0.000,0.000,84.946,81.460,0.000,87.026,131.451,44.433,36.298,60.312,92.305,96.774,45.889,73.397,31.334,53.096,41.213,14.962,20.590,54.172
C417,0.000,0.000,99.583,0.000,138.148,0.000,0.000,157.592,0.000,0.000,0.000,0.000,279.007,74.179,0.000,0.000,85.055,81.762,0.000,88.707,131.695,44.054,35.452,60.600,93.201,95.823,46.091,75.092,31.611,54.399,41.648,15.017,20.154,54.199
C418,0.000,0.000,100.720,0.000,141.607,0.000,0.000,157.172,0.000,0.000,0.000,0.000,282.926,74.639,0.000,0.000,85.163,82.063,0.000,90.389,131.939,43.676,34.605,60.888,94.096,94.873,46.294,76.788,31.888,55.703,42.084,15.071,19.719,54.226
C419,0.000,0.000,101.857,0.000,145.066,0.000,0.000,156.752,0.000,0.000,0.000,0.000,286.846,75.099,0.000,0.000,85.272,82.365,0.000,92.070,132.184,43.297,35.037,61.175,94.992,93.922,46.496,78.484,32.166,57.006,42.519,15.125,19.283,54.253
C420,0.000,0.000,102.993,0.000,148.525,0.000,0.000,156.332,0.000,0.000,0.000,0.000,290.766,75.559,0.000,0.000,85.381,82.666,0.000,93.751,132.428,42.919,36.683,61.463,95.888,92.972,46.698,80.180,32.443,58.309,42.954,15.591,18.848,54.262
C421,0.000,0.000,104.130,0.000,151.984,0.000,0.000,155.912,0.000,0.000,0.000,0.000,138.230,76.018,0.000,0.000,85.489,82.968,0.000,95.433,132.673,42.540,38.330,61.806,96.783,92.021,46.900,81.875,32.720,59.613,43.389,16.371,18.412,54.125
C422,0.000,0.000,105.267,0.000,155.443,0.000,0.000,155.492,0.000,0.000,0.000,0.000,131.285,76.478,0.000,0.000,85.598,83.270,0.000,97.114,132.917,42.162,39.977,62.658,97.679,91.071,47.102,83.571,32.997,60.916,43.824,17.151,17.976,53.988
C423,0.000,0.000,106.404,0.000,158.902,0.000,0.000,155.072,0.000,0.000,0.000,0.000,124.341,76.938,0.000,0.000,85.706,83.571,0.000,98.796,133.161,41.783,41.623,63.511,98.575,90.120,47.304,85.267,33.274,62.219,44.259,17.931,17.541,53.852
C424,0.000,0.000,107.541,0.000,162.361,0.000,0.000,154.651,0.000,0.000,0.000,0.000,117.397,77.398,0.000,0.000,85.815,83.873,0.000,100.477,133.406,41.405,43.154,64.364,99.470,89.169,47.506,86.963,33.552,63.522,44.694,18.711,17.105,53.715
C425,0.000,0.000,108.677,0.000,165.820,0.000,0.000,154.231,0.000,0.000,0.000,0.000,110.452,77.858,0.000,0.000,85.924,84.174,0.000,102.159,133.650,41.026,42.863,65.217,100.366,88.219,47.708,88.658,33.829,64.826,45.129,19.491,16.669,53.578
C426,0.000,0.000,109.814,0.000,169.279,0.000,0.000,153.811,0.000,0.000,0.000,0.000,103.508,78.318,0.000,0.000,86.032,84.476,0.000,103.840,133.895,40.648,42.572,66.070,101.262,87.268,47.911,90.354,34.106,66.129,45.564,20.271,16.234,53.441
C427,0.000,0.000,110.951,0.000,172.738,0.000,0.000,153.391,0.000,0.000,0.000,0.000,96.563,78.777,0.000,0.000,86.141,84.777,0.000,105.521,134.139,40.269,42.281,66.922,102.157,86.389,48.113,92.050,34.383,67.432,45.999,21.051,15.798,53.305
C428,0.000,0.000,112.088,0.000,176.197,0.000,0.000,152.971,0.000,0.000,0.000,0.000,89.619,79.237,0.000,0.000,86.249,85.079,0.000,107.203,134.383,39.891,41.990,67.775,103.272,85.991,48.315,93.746,34.661,68.736,46.434,21.831,15.363,53.168
C429,0.000,0.000,113.225,0.000,179.656,0.000,0.000,152.551,0.000,0.000,0.000,0.000,82.675,79.697,0.000,0.000,86.358,85.380,0.000,108.884,134.628,39.512,41.699,68.628,104.681,85.593,48.517,95.442,34.967,70.039,46.869,22.611,14.927,53.031
C430,0.000,0.000,114.361,0.000,182.881,0.000,0.000,152.131,0.000,0.000,0.000,0.000,0.000,80.157,0.000,0.000,86.466,85.682,0.000,110.566,134.872,39.134,41.408,69.481,106.090,85.196,48.719,97.137,35.558,71.342,47.304,23.391,14.491,52.894
C431,0.000,0.000,115.498,0.000,185.399,0.000,0.000,151.711,0.000,0.000,0.000,0.000,0.000,80.617,0.000,0.000,86.575,85.984,0.000,112.247,135.117,38.755,41.117,70.334,107.499,84.798,48.921,98.833,36.149,72.645,47.739,24.171,14.056,52.758
C432,0.000,0.000,116.635,0.000,187.917,0.000,0.000,151.291,0.000,0.000,0.000,0.000,0.000,81.076,0.000,0.000,86.684,86.285,0.000,113.928,135.361,38.377,40.826,71.186,108.908,84.400,49.123,100.529,36.741,73.949,48.174,24.951,13.620,52.621
C433,0.000,0.000,117.772,0.000,185.776,0.000,0.000,150.871,0.000,0.000,0.000,0.000,0.000,81.536,0.000,0.000,86.792,86.585,0.000,115.610,135.605,37.998,40.535,72.039,110.317,84.002,49.325,102.225,37.332,75.252,48.609,25.730,13.184,52.484
C434,0.000,0.000,118.909,0.000,178.269,0.000,0.000,150.451,0.000,0.000,0.000,0.000,0.000,81.996,0.000,0.000,86.901,86.873,0.000,117.291,135.850,37.620,40.244,72.892,111.726,83.604,49.311,103.920,37.923,76.555,49.044,26.510,12.749,52.347
