Filename,17500x_e.tif,9700x_d.tif,9700x_d.tif,7400x_g.tif,7400x_f.tif,7400x_b.tif,7400x_a.tif
C437,61.612,17.159,55.408,87.820,110.218,52.571,65.368
C438,61.710,16.840,55.681,87.813,109.425,52.939,65.384
C439,61.809,16.521,55.954,87.806,108.632,53.307,65.399
C440,61.907,16.203,56.227,87.799,107.839,53.675,65.415
C441,62.005,15.884,56.582,87.792,107.046,54.043,65.430
C442,62.104,15.565,58.656,87.784,106.253,54.411,65.446
C443,62.202,15.247,60.730,87.777,105.460,54.779,65.461
C444,62.301,14.928,62.804,87.770,104.668,55.146,65.477
C445,62.399,14.683,64.878,87.763,103.875,55.514,65.492
C446,62.497,14.633,66.952,87.756,103.082,55.882,65.508
C447,62.596,14.584,69.026,87.749,102.289,56.250,65.523
C448,62.694,14.534,71.100,87.742,101.496,56.618,65.539
C449,62.792,14.484,73.174,87.735,101.251,56.986,65.554
C450,62.891,14.434,75.248,87.728,101.111,57.354,65.570
C451,62.989,14.385,77.322,87.721,100.970,57.722,65.687
C452,63.087,14.335,79.396,87.714,100.830,58.090,65.972
C453,63.186,14.285,81.471,87.707,100.690,58.458,66.257
C454,63.284,14.235,83.545,87.700,100.550,58.825,66.543
C455,63.383,14.186,85.619,87.693,100.409,59.193,66.828
C456,63.481,14.136,87.693,87.686,100.269,59.561,67.113
C457,63.579,14.086,89.767,87.679,100.129,59.929,67.399
C458,63.678,14.036,91.841,87.672,99.989,60.297,67.684
C459,63.776,13.987,93.915,87.665,99.848,60.665,67.969
C460,63.874,13.937,95.989,87.658,99.708,61.033,68.255
C461,63.973,13.887,98.063,87.650,99.568,61.401,68.540
C462,64.071,13.837,100.137,87.643,99.428,61.769,68.825
C463,64.169,13.788,102.211,87.636,99.287,62.137,69.111
C464,64.268,13.738,104.285,87.629,99.147,62.504,69.396
C465,64.366,13.688,106.359,87.622,99.007,62.872,69.681
C466,64.464,13.639,108.433,87.615,98.866,63.240,69.967
C467,64.563,13.589,110.508,87.608,98.726,63.608,70.252
C468,64.661,13.847,112.582,87.601,98.586,63.976,70.538
C469,64.760,14.832,114.656,87.594,98.446,63.480,70.190
C470,64.858,15.817,116.730,87.587,98.305,61.084,69.605
C471,64.956,16.801,115.035,87.580,98.165,58.687,69.020
C472,65.055,17.786,112.645,87.573,98.025,56.290,68.435
C473,65.153,18.771,110.255,87.566,97.885,53.893,67.850
C474,65.251,19.756,107.865,87.559,97.744,51.497,67.265
C475,65.350,20.740,105.475,87.552,97.604,49.100,66.680
C476,65.448,21.725,103.085,87.545,97.464,46.703,66.095
C477,65.546,22.710,100.695,87.538,97.323,44.306,65.510
C478,65.645,23.694,98.305,87.531,97.183,41.910,64.925
C479,65.743,24.679,95.915,87.524,97.043,39.513,64.340
C480,65.842,25.664,93.525,87.517,96.903,37.116,63.755
C481,65.940,26.649,91.135,87.509,96.762,34.719,63.170
C482,66.038,27.633,88.744,87.502,96.622,32.323,62.586
C483,66.137,28.618,86.354,87.495,96.289,29.926,62.001
C484,66.235,29.603,83.964,87.488,95.719,27.529,61.416
C485,66.333,30.587,81.574,87.481,95.149,25.133,60.831
C486,66.432,31.572,79.184,87.474,94.580,22.736,60.246
C487,66.530,32.557,76.794,87.467,94.010,20.339,59.661
C488,66.628,33.542,74.404,87.460,93.440,17.942,59.076
C489,66.727,34.526,72.014,87.453,92.870,15.546,58.491
C490,66.825,35.511,69.624,87.446,92.300,13.149,57.906
C491,66.923,36.496,68.809,87.439,91.731,10.752,57.321
C492,67.022,37.480,69.233,87.432,91.161,8.355,56.736
C493,67.120,38.465,69.657,87.425,90.591,5.959,56.151
C494,67.219,39.450,70.082,87.418,90.021,3.562,55.566
C495,67.317,40.435,70.506,87.411,89.451,1.165,54.981
C496,67.181,41.419,70.930,87.404,88.882,1.232,54.396
C497,66.893,42.404,71.355,87.397,88.312,3.628,53.811
C498,66.605,43.389,71.779,87.390,87.742,6.025,53.226
C499,66.317,44.373,72.203,87.383,87.172,8.422,52.641
C500,66.028,45.358,72.628,87.376,86.602,10.819,52.056
C501,65.740,46.343,73.052,87.368,86.033,13.215,51.471
C502,65.452,47.328,73.476,87.361,85.463,15.612,50.886
C503,65.164,48.312,73.901,87.354,84.893,18.009,50.301
C504,64.875,49.297,74.325,87.347,84.323,20.406,49.716
C505,64.587,50.282,74.749,87.340,83.753,22.802,49.132
C506,64.299,51.266,75.174,87.333,83.184,25.199,48.547
C507,64.011,52.251,75.598,87.326,82.614,27.596,47.962
C508,63.722,53.236,76.022,87.319,82.044,29.993,47.377
C509,63.434,54.221,76.447,87.312,81.474,32.389,46.792
C510,63.146,55.205,76.871,87.305,80.905,34.786,46.207
C511,62.858,56.190,77.295,87.298,80.335,36.252,45.622
C512,62.569,57.175,77.720,87.291,79.765,35.373,45.037
C513,62.281,58.159,78.144,87.284,79.195,34.495,44.452
C514,61.993,59.144,78.568,87.277,78.625,33.616,43.867
C515,61.705,60.129,78.993,87.270,78.056,32.738,43.282
C516,61.416,61.114,79.417,87.263,77.486,31.859,42.697
C517,61.128,62.098,79.842,87.411,76.916,30.981,42.112
C518,60.840,63.083,80.266,87.621,76.346,30.102,41.702
C519,60.552,64.068,80.690,87.832,75.776,29.224,45.060
C520,60.263,65.052,81.115,88.042,75.207,28.345,48.418
C521,59.975,66.037,81.539,88.253,74.637,27.467,48.247
C522,59.687,67.022,81.963,88.463,74.067,26.588,47.781
C523,59.399,68.007,82.388,88.674,73.497,25.710,47.315
C524,59.110,68.991,82.812,88.884,72.927,24.831,46.849
C525,58.822,69.976,83.236,89.094,72.358,23.953,46.383
C526,58.534,70.961,83.661,89.305,71.788,23.074,45.917
C527,58.246,71.945,84.085,89.515,71.218,22.196,45.451
C528,57.957,72.930,84.509,89.726,70.648,21.318,44.985
C529,57.669,73.915,84.934,89.936,70.078,20.439,44.519
C530,57.381,74.900,85.358,90.124,69.509,19.561,44.053
C531,57.826,75.884,85.782,90.172,68.939,18.682,43.587
C532,58.350,76.869,86.207,90.219,68.369,17.804,43.121
C533,58.874,77.854,86.631,90.266,67.799,16.925,42.656
C534,59.397,78.838,87.055,90.314,67.230,16.047,42.190
C535,59.921,79.823,87.480,90.361,66.660,15.168,41.724
C536,60.445,80.808,87.904,90.409,66.090,14.290,41.258
C537,60.968,81.793,88.328,90.456,65.520,13.411,40.792
C538,61.492,82.777,88.753,90.504,64.950,12.533,40.326
C539,62.016,83.762,89.177,90.551,64.381,11.654,39.860
C540,62.539,84.747,89.601,90.599,63.811,10.776,39.394
C541,63.063,85.731,90.026,90.646,63.241,9.897,38.928
C542,63.587,86.716,90.450,90.693,62.671,9.019,38.462
C543,64.111,87.701,90.874,90.741,62.101,8.140,37.996
C544,64.634,88.686,91.299,90.788,61.532,7.262,37.530
C545,65.158,89.670,91.723,90.836,60.962,6.383,37.064
C546,65.682,90.655,92.147,90.883,60.392,5.505,36.598
C547,66.205,91.507,92.572,90.931,59.822,4.626,36.132
C548,66.729,91.231,92.996,90.978,59.252,3.748,35.666
C549,67.253,90.356,93.420,91.025,58.683,2.869,35.200
C550,67.776,89.481,93.845,91.073,58.113,1.991,34.734
C551,68.300,88.606,94.269,91.120,57.543,1.112,34.268
C552,68.824,87.730,94.694,91.168,56.973,0.234,33.802
C553,69.347,86.855,95.118,91.215,56.403,0.645,35.053
C554,69.871,85.980,95.542,91.263,55.834,1.523,36.524
C555,70.395,85.105,96.861,91.310,55.264,2.402,37.994
C556,70.918,84.229,98.732,91.358,54.694,3.280,39.464
C557,71.442,83.354,100.001,91.405,54.124,4.159,40.934
C558,71.966,82.479,101.271,91.452,53.554,5.037,42.405
C559,72.489,81.604,102.540,91.500,52.985,5.916,43.875
C560,73.013,80.728,103.810,91.547,52.415,6.794,45.345
C561,73.537,79.853,105.080,91.595,51.845,7.673,46.815
C562,74.061,78.978,106.349,91.642,51.275,8.551,46.456
C563,74.584,78.103,107.619,91.690,50.706,9.430,45.590
C564,75.108,77.227,108.889,91.737,50.136,10.308,44.723
C565,75.632,76.352,110.158,91.784,49.566,11.187,43.857
C566,76.155,75.477,111.428,91.832,48.996,12.065,42.991
C567,76.679,74.602,112.697,91.879,48.426,12.944,42.124
C568,77.203,73.726,113.967,91.927,47.857,13.822,41.258
C569,77.726,72.851,115.237,91.974,47.287,14.700,40.391
C570,78.250,71.976,116.506,92.022,46.717,15.579,39.525
C571,78.774,71.101,117.776,92.069,46.147,16.457,38.658
C572,79.297,70.225,119.045,92.116,45.577,17.336,37.792
C573,79.821,69.350,120.315,92.164,45.008,18.214,36.926
C574,80.345,68.475,121.585,92.211,44.438,19.093,36.059
C575,80.868,67.600,122.854,92.259,43.868,19.971,35.193
C576,81.392,66.724,124.124,92.306,43.298,20.850,34.326
C577,81.916,65.849,125.393,92.354,42.728,21.728,33.460
C578,82.439,64.974,126.663,92.401,42.159,22.607,32.594
C579,82.963,64.099,127.933,92.449,41.589,23.485,31.727
C580,83.487,63.223,129.202,92.496,41.019,24.364,30.861
C581,84.010,62.348,130.472,92.543,40.449,25.242,29.994
C582,84.534,61.473,131.741,92.591,39.879,26.121,29.128
C583,85.058,60.598,133.011,92.638,39.310,26.999,28.262
C584,85.582,59.722,134.281,92.686,38.740,27.878,27.395
C585,86.105,58.847,135.550,92.733,38.170,28.756,26.529
C586,86.629,57.972,136.820,92.781,37.600,30.970,25.662
C587,87.153,57.097,138.291,92.828,37.030,33.194,24.796
C588,87.676,56.221,140.193,92.875,36.461,35.418,23.930
C589,88.200,55.346,142.096,92.923,35.891,37.643,23.063
C590,88.724,54.471,143.998,92.970,35.321,39.867,22.197
C591,89.247,53.596,145.901,93.018,34.751,40.156,21.330
C592,89.771,52.720,147.803,93.065,34.182,40.325,20.464
C593,90.295,51.845,149.706,93.113,33.673,40.494,19.597
C594,90.818,50.970,151.608,93.160,37.290,40.663,18.731
C595,91.342,50.095,153.511,93.208,40.907,40.832,17.865
C596,91.866,49.219,0.000,93.255,44.523,41.001,16.998
C597,92.389,48.344,0.000,93.302,48.140,41.170,16.132
C598,92.913,47.469,0.000,93.350,51.757,41.340,15.265
C599,93.437,46.593,0.000,93.397,55.374,41.509,14.399
C600,93.960,45.718,0.000,93.445,58.991,41.678,13.533
C601,94.484,44.843,0.000,93.492,62.608,41.847,12.666
C602,95.008,43.968,0.000,93.540,66.224,42.016,11.800
C603,95.531,43.092,0.000,93.587,69.841,42.185,10.933
C604,96.055,42.217,0.000,93.634,73.458,42.354,10.067
C605,96.579,41.342,0.000,93.682,77.075,42.523,9.201
C606,97.103,40.467,0.000,93.729,80.692,42.692,9.093
C607,97.626,39.591,0.000,93.777,84.309,42.861,9.830
C608,98.150,38.716,0.000,93.824,87.925,43.030,10.567
C609,98.674,37.841,0.000,93.872,91.542,43.199,11.305
C610,99.197,36.966,0.000,93.919,95.159,43.369,12.042
C611,99.721,36.090,0.000,93.966,98.776,43.538,12.780
C612,100.245,35.215,0.000,94.014,102.393,43.707,13.517
C613,100.768,34.340,0.000,94.061,106.010,43.876,14.255
C614,101.292,33.465,0.000,94.109,109.626,44.045,14.992
C615,101.816,32.589,0.000,94.156,113.243,44.214,15.730
C616,102.339,31.714,0.000,94.204,116.860,44.383,16.467
C617,102.863,30.839,0.000,94.251,120.477,44.552,17.205
C618,103.387,29.964,0.000,94.299,124.094,44.721,17.942
C619,103.910,29.088,0.000,94.346,127.711,44.890,18.679
C620,104.434,28.213,0.000,94.393,131.327,45.059,19.417
C621,104.958,27.338,0.000,94.441,134.944,45.229,20.154
C622,105.481,26.463,0.000,94.488,138.561,45.398,20.892
C623,106.005,25.587,0.000,94.536,142.178,45.567,21.629
C624,106.529,24.712,0.000,94.583,145.795,45.736,22.367
C625,107.052,23.837,0.000,94.631,149.411,45.905,23.104
C626,107.576,22.962,0.000,94.678,153.028,46.074,23.842
C627,108.100,22.086,0.000,94.725,156.645,46.243,24.579
C628,108.624,21.211,0.000,94.773,160.262,46.412,25.317
C629,109.147,20.336,0.000,94.820,163.879,46.581,26.054
C630,109.671,19.461,0.000,94.868,167.496,46.750,26.791
C631,110.195,18.585,0.000,94.915,171.112,46.919,27.529
C632,110.718,17.710,0.000,94.963,174.729,47.089,28.266
C633,111.242,16.835,0.000,95.010,178.346,47.258,29.004
C634,111.766,15.960,0.000,95.057,181.963,47.427,29.741
C635,112.289,15.084,0.000,95.105,185.580,47.596,30.479
C636,112.813,14.209,0.000,95.152,189.197,47.765,31.216
C637,113.337,13.773,0.000,95.200,192.813,47.934,31.954
C638,113.860,13.356,0.000,95.247,196.430,48.103,32.691
C639,114.384,12.938,0.000,95.278,198.504,48.272,33.429
C640,114.908,12.521,0.000,95.299,199.028,48.441,34.166
C641,115.431,12.104,0.000,95.319,199.552,48.610,34.903
C642,115.955,11.686,0.000,95.340,200.076,48.779,35.641
C643,116.479,12.204,0.000,95.361,200.600,48.949,36.378
C644,117.002,13.595,0.000,95.381,201.123,49.118,37.116
C645,117.526,14.987,0.000,95.402,201.647,49.287,37.853
C646,117.778,16.379,0.000,95.422,202.171,49.456,38.591
C647,116.972,17.770,0.000,95.443,202.695,49.625,39.328
C648,116.166,19.162,0.000,95.463,203.219,49.794,40.066
C649,115.360,20.553,0.000,95.484,202.851,49.963,40.795
C650,114.554,21.945,0.000,95.505,194.477,50.132,40.854
C651,113.748,23.336,0.000,95.525,186.104,50.301,40.912
C652,112.943,24.728,0.000,95.546,177.730,50.470,40.971
C653,112.137,26.120,0.000,95.566,169.357,50.639,41.029
C654,111.331,27.511,0.000,95.587,160.983,50.809,41.088
C655,110.418,28.903,0.000,95.607,152.609,50.978,41.146
C656,109.217,30.294,0.000,95.628,144.236,51.147,41.205
C657,108.016,31.686,0.000,95.649,135.862,51.316,41.263
C658,106.815,33.077,0.000,95.669,127.489,51.485,41.322
C659,105.614,34.469,0.000,95.690,119.115,51.654,41.380
C660,104.414,35.861,0.000,95.710,110.741,51.823,41.439
C661,103.213,37.252,0.000,95.731,102.368,51.992,41.497
C662,102.012,38.644,0.000,95.752,93.994,52.161,41.556
C663,100.811,40.035,0.000,95.772,94.295,52.330,41.614
C664,99.610,41.427,0.000,95.793,94.878,52.499,41.673
C665,98.410,42.818,0.000,95.813,95.461,52.669,41.731
C666,97.209,44.210,0.000,95.834,96.044,52.838,41.790
C667,96.008,45.601,0.000,95.854,96.627,53.007,41.848
C668,94.807,46.993,0.000,95.875,97.209,53.176,41.907
C669,93.606,48.385,0.000,95.896,97.792,53.345,41.965
C670,92.406,49.776,0.000,95.916,98.375,53.514,42.024
C671,91.205,51.168,0.000,95.937,98.958,53.683,42.082
C672,90.004,52.559,0.000,95.957,99.541,53.852,42.141
C673,88.803,53.951,0.000,95.978,100.124,54.021,42.199
C674,87.602,55.342,0.000,95.998,100.707,54.190,42.258
C675,86.402,56.734,0.000,96.019,101.290,54.359,42.545
C676,85.201,58.126,0.000,96.072,101.873,54.529,42.957
C677,84.000,59.517,0.000,96.140,102.456,54.698,43.368
C678,82.799,60.909,0.000,96.207,103.039,54.867,43.780
C679,81.598,62.300,0.000,96.274,103.622,55.036,44.192
C680,80.398,63.692,0.000,96.342,104.205,55.205,44.604
C681,79.197,65.083,0.000,96.409,104.788,55.374,45.016
C682,77.996,66.475,0.000,96.476,105.371,55.543,45.428
C683,76.795,67.867,0.000,96.544,105.954,55.712,45.840
C684,75.594,69.258,0.000,96.611,106.537,55.881,46.252
C685,74.394,70.650,0.000,96.678,107.120,56.050,46.664
C686,73.193,72.041,0.000,96.746,107.922,56.219,47.076
C687,71.992,73.433,0.000,96.813,108.745,56.389,47.488
C688,70.791,74.824,0.000,96.880,109.567,56.558,47.900
C689,69.590,76.216,0.000,96.948,110.390,56.727,48.312
C690,68.390,77.608,0.000,97.015,111.213,56.896,48.724
C691,67.189,78.999,0.000,97.082,112.035,57.065,49.135
C692,65.988,80.391,0.000,97.150,112.858,57.234,49.547
C693,64.787,81.782,0.000,97.217,113.681,57.403,49.959
C694,63.586,83.174,0.000,97.284,114.503,57.572,50.371
C695,62.386,84.565,0.000,97.352,115.326,57.741,50.783
C696,61.185,85.957,0.000,97.419,116.149,57.910,51.597
C697,59.984,87.348,0.000,97.486,116.971,58.079,52.778
C698,58.783,88.740,0.000,97.554,117.794,58.248,53.959
C699,57.582,90.132,0.000,97.621,118.617,58.418,55.139
C700,56.382,91.523,0.000,97.688,119.439,58.587,56.320
C701,55.181,92.915,0.000,97.756,120.262,58.756,57.500
C702,54.743,94.306,0.000,97.823,121.085,58.973,58.681
C703,54.947,95.399,0.000,97.890,121.907,59.305,59.861
C704,55.151,96.121,0.000,97.958,122.730,59.638,61.042
C705,55.355,96.843,0.000,98.025,123.553,59.970,62.223
C706,55.559,97.565,0.000,98.092,124.375,60.302,63.403
C707,55.763,98.287,0.000,98.160,125.198,60.634,64.584
C708,55.967,99.009,0.000,98.227,122.819,60.966,65.764
C709,56.172,99.731,0.000,98.294,119.244,61.364,66.945
C710,56.376,100.454,0.000,98.362,115.670,61.795,68.126
C711,56.580,101.176,0.000,98.429,114.310,62.226,68.481
C712,56.784,101.898,0.000,98.496,115.002,62.657,67.938
C713,56.988,102.620,0.000,98.564,115.694,63.088,67.395
C714,57.192,103.342,0.000,98.631,116.386,63.519,66.851
C715,57.396,104.064,0.000,98.698,117.078,63.950,66.308
C716,57.601,104.786,0.000,98.766,117.770,64.381,65.765
C717,57.805,105.508,0.000,98.833,118.462,64.812,65.222
C718,58.009,106.230,0.000,98.900,119.154,65.243,64.678
C719,58.213,106.952,0.000,98.968,119.845,65.674,64.135
C720,58.417,107.674,0.000,99.035,120.537,66.105,63.592
C721,58.621,108.397,0.000,99.102,121.229,66.536,63.049
C722,58.825,109.119,0.000,99.170,121.921,66.967,62.505
C723,59.030,109.841,0.000,99.237,122.613,67.397,61.962
C724,59.234,0.000,0.000,99.304,123.305,67.828,61.419
C725,59.438,0.000,0.000,99.372,123.997,68.259,60.876
C726,59.642,0.000,0.000,99.439,124.689,68.690,60.332
C727,59.846,0.000,0.000,99.506,125.381,69.121,59.789
C728,60.050,0.000,0.000,99.574,126.073,69.552,59.246
C729,60.254,0.000,0.000,99.641,126.764,69.983,58.703
C730,60.459,0.000,0.000,99.708,127.456,70.414,58.159
C731,60.663,0.000,0.000,99.776,128.148,70.845,57.616
C732,60.867,0.000,0.000,99.843,128.840,71.276,57.073
C733,61.071,0.000,0.000,99.910,129.532,71.707,56.530
C734,61.275,0.000,0.000,99.978,130.224,72.138,55.986
C735,61.479,0.000,0.000,100.045,130.916,72.569,55.443
C736,61.683,0.000,0.000,100.112,131.608,73.000,54.900
C737,61.888,0.000,0.000,100.180,132.300,73.431,54.357
C738,62.092,0.000,0.000,100.247,132.992,73.862,53.813
C739,62.296,0.000,0.000,100.314,133.683,74.293,53.270
C740,62.500,0.000,0.000,100.382,134.375,74.724,52.727
C741,62.704,0.000,0.000,100.449,135.067,75.155,52.183
C742,62.908,0.000,0.000,100.516,135.759,75.585,51.640
C743,63.112,0.000,0.000,100.584,136.451,76.016,51.097
C744,63.317,0.000,0.000,100.651,137.143,76.447,50.554
C745,63.521,0.000,0.000,100.718,137.835,76.878,50.010
C746,63.725,0.000,0.000,100.786,138.527,77.309,49.467
C747,63.929,0.000,0.000,100.853,139.219,77.740,48.924
C748,64.133,0.000,0.000,100.920,139.910,78.171,48.381
C749,64.337,0.000,0.000,100.987,140.602,78.602,47.837
C750,64.541,0.000,0.000,101.055,141.294,79.033,47.294
C751,64.746,0.000,0.000,101.122,141.986,79.464,46.751
C752,64.950,0.000,0.000,101.189,142.678,79.895,46.208
C753,65.154,0.000,0.000,101.257,143.370,80.326,45.664
C754,65.358,0.000,0.000,101.324,144.062,80.757,45.121
C755,65.562,0.000,0.000,101.391,144.754,81.188,44.578
C756,65.766,0.000,0.000,101.459,145.446,81.619,44.035
C757,65.970,0.000,0.000,101.526,148.935,82.050,43.491
C758,66.175,0.000,0.000,101.593,153.154,82.481,43.880
C759,66.379,0.000,0.000,101.661,157.372,82.912,44.650
C760,66.583,0.000,0.000,101.728,161.591,83.342,45.419
C761,66.787,0.000,0.000,101.795,165.809,83.773,46.188
C762,66.991,0.000,0.000,101.863,170.028,84.204,46.958
C763,67.195,0.000,0.000,101.930,174.246,84.635,47.727
C764,67.399,0.000,0.000,101.997,176.339,85.066,48.497
C765,67.604,0.000,0.000,102.065,176.151,85.497,49.266
C766,67.808,0.000,0.000,102.132,175.962,85.928,50.036
C767,68.012,0.000,0.000,102.199,175.773,86.359,50.805
C768,68.216,0.000,0.000,102.267,175.584,86.790,51.575
C769,68.420,0.000,0.000,102.334,175.395,87.221,52.344
C770,68.624,0.000,0.000,102.401,175.207,87.652,53.113
C771,68.828,0.000,0.000,102.469,175.018,88.083,53.883
C772,69.033,0.000,0.000,102.536,174.829,88.514,54.652
C773,69.237,0.000,0.000,102.603,174.640,88.945,55.422
C774,69.441,0.000,0.000,102.671,174.452,89.376,56.191
C775,69.645,0.000,0.000,102.738,174.263,89.807,56.961
C776,69.849,0.000,0.000,102.805,174.074,90.238,57.730
C777,70.053,0.000,0.000,102.873,173.885,90.669,58.499
C778,70.257,0.000,0.000,102.940,173.697,91.100,59.269
C779,70.462,0.000,0.000,103.007,173.508,91.530,60.038
C780,70.666,0.000,0.000,103.075,173.319,91.961,60.808
C781,70.870,0.000,0.000,103.142,173.130,92.392,61.577
C782,71.074,0.000,0.000,103.209,172.941,92.823,62.347
C783,71.278,0.000,0.000,103.277,172.753,93.254,63.116
C784,71.482,0.000,0.000,103.344,172.564,93.685,63.885
C785,71.686,0.000,0.000,103.411,172.375,94.116,64.655
C786,71.891,0.000,0.000,103.479,172.186,94.547,65.424
C787,72.095,0.000,0.000,103.546,171.998,94.978,66.257
C788,72.299,0.000,0.000,103.613,171.809,95.409,67.122
C789,72.503,0.000,0.000,103.681,171.620,95.840,67.987
C790,72.707,0.000,0.000,103.748,171.431,96.271,68.851
C791,72.911,0.000,0.000,103.815,171.243,96.702,69.716
C792,73.115,0.000,0.000,103.883,171.054,97.133,70.581
C793,73.320,0.000,0.000,103.950,170.865,97.564,71.445
C794,73.524,0.000,0.000,104.017,170.676,97.995,72.310
C795,73.728,0.000,0.000,104.085,170.487,98.426,73.174
C796,73.932,0.000,0.000,104.152,170.299,98.857,74.039
C797,74.136,0.000,0.000,104.219,170.110,99.288,74.904
C798,74.340,0.000,0.000,104.287,169.921,99.718,75.768
C799,74.544,0.000,0.000,104.354,169.732,100.149,76.633
C800,74.749,0.000,0.000,104.421,169.544,100.580,77.498
C801,74.953,0.000,0.000,104.489,169.355,101.011,78.362
C802,75.157,0.000,0.000,104.556,169.166,101.442,79.227
C803,75.361,0.000,0.000,104.623,168.977,101.873,80.091
C804,75.565,0.000,0.000,104.691,168.788,102.304,80.956
C805,75.769,0.000,0.000,104.758,168.600,102.735,81.821
C806,75.973,0.000,0.000,104.825,168.411,103.166,82.685
C807,76.178,0.000,0.000,104.893,168.222,103.597,83.550
C808,76.382,0.000,0.000,104.960,168.033,104.028,84.415
C809,76.586,0.000,0.000,105.027,167.845,104.459,85.279
C810,76.790,0.000,0.000,105.095,167.656,104.890,86.144
C811,76.994,0.000,0.000,105.162,167.467,105.321,87.008
C812,77.198,0.000,0.000,105.229,167.278,105.752,87.873
C813,77.402,0.000,0.000,105.297,167.090,106.183,88.738
C814,77.606,0.000,0.000,105.364,166.901,106.614,89.602
C815,77.811,0.000,0.000,105.431,166.712,107.045,90.467
C816,78.015,0.000,0.000,105.499,166.523,107.475,91.332
C817,78.219,0.000,0.000,105.566,166.334,107.906,92.196
C818,78.423,0.000,0.000,105.633,166.146,108.337,93.061
C819,78.627,0.000,0.000,105.701,165.957,108.768,93.925
C820,78.831,0.000,0.000,105.768,165.768,109.199,94.790
C821,79.035,0.000,0.000,105.835,165.579,110.392,95.655
C822,79.240,0.000,0.000,105.902,165.391,111.869,96.519
C823,79.444,0.000,0.000,105.670,165.202,113.345,97.384
C824,79.648,0.000,0.000,105.237,165.013,114.822,98.249
C825,79.852,0.000,0.000,104.804,164.824,115.377,99.113
C826,80.056,0.000,0.000,104.372,164.636,115.291,99.978
C827,80.260,0.000,0.000,103.939,164.447,115.205,100.842
C828,80.464,0.000,0.000,103.506,164.258,115.119,101.707
C829,80.669,0.000,0.000,103.073,164.069,115.033,102.572
C830,80.873,0.000,0.000,102.640,163.880,114.947,103.436
C831,81.077,0.000,0.000,102.208,163.692,114.861,104.301
C832,81.281,0.000,0.000,101.775,163.503,114.776,105.166
C833,81.485,0.000,0.000,101.342,163.314,114.690,106.030
C834,81.689,0.000,0.000,100.909,163.125,114.604,106.895
C835,81.893,0.000,0.000,100.477,162.937,114.518,107.760
C836,82.098,0.000,0.000,100.044,162.748,114.432,108.624
C837,82.302,0.000,0.000,99.611,162.559,114.346,109.489
C838,82.506,0.000,0.000,99.178,162.370,114.260,110.353
C839,82.710,0.000,0.000,98.745,162.181,114.174,111.218
C840,82.914,0.000,0.000,98.313,161.993,114.089,112.083
C841,83.118,0.000,0.000,97.880,161.804,114.003,112.947
C842,83.322,0.000,0.000,97.447,161.615,113.917,113.812
C843,83.527,0.000,0.000,97.014,161.426,113.831,114.677
C844,83.731,0.000,0.000,96.581,161.238,113.745,115.541
C845,83.935,0.000,0.000,96.149,161.049,113.659,116.406
C846,84.139,0.000,0.000,95.716,160.860,113.573,117.270
C847,84.343,0.000,0.000,95.283,160.671,113.487,118.135
C848,84.547,0.000,0.000,94.850,160.483,113.401,119.000
C849,84.751,0.000,0.000,94.418,160.294,113.316,119.864
C850,84.956,0.000,0.000,93.985,160.417,113.230,120.729
C851,85.160,0.000,0.000,93.552,160.680,113.144,121.594
C852,85.364,0.000,0.000,93.119,160.943,113.058,122.458
C853,85.568,0.000,0.000,92.686,161.206,112.972,123.323
C854,85.772,0.000,0.000,92.254,161.469,112.886,124.187
C855,85.976,0.000,0.000,91.821,161.733,112.800,125.052
C856,86.180,0.000,0.000,91.388,161.996,112.714,125.917
C857,86.385,0.000,0.000,90.955,162.259,112.629,126.781
C858,86.589,0.000,0.000,90.523,162.522,112.543,127.646
C859,86.793,0.000,0.000,90.090,162.785,112.457,128.511
C860,86.997,0.000,0.000,89.657,163.048,112.371,129.375
C861,87.201,0.000,0.000,89.224,163.311,112.285,130.240
C862,87.405,0.000,0.000,88.791,163.574,112.199,131.104
C863,87.609,0.000,0.000,88.359,163.837,112.113,131.969
C864,87.814,0.000,0.000,87.926,164.100,112.027,132.834
C865,88.018,0.000,0.000,87.493,164.363,111.942,133.698
C866,88.222,0.000,0.000,87.060,164.626,111.856,134.563
C867,88.426,0.000,0.000,86.627,164.889,111.770,135.428
C868,88.630,0.000,0.000,86.195,165.152,111.684,136.292
C869,88.834,0.000,0.000,85.762,165.415,111.598,137.157
C870,89.038,0.000,0.000,85.329,165.678,111.512,138.021
C871,89.243,0.000,0.000,84.896,165.941,111.426,138.886
C872,89.447,0.000,0.000,84.464,166.204,111.340,139.751
C873,89.651,0.000,0.000,84.031,166.467,111.255,140.615
C874,89.855,0.000,0.000,83.598,166.730,111.169,141.480
C875,90.059,0.000,0.000,83.165,166.993,111.083,142.345
C876,90.263,0.000,0.000,82.732,167.257,110.997,143.209
C877,90.467,0.000,0.000,82.300,167.520,110.911,144.074
C878,90.672,0.000,0.000,81.867,167.783,110.825,144.938
C879,90.876,0.000,0.000,81.434,168.046,110.739,145.803
C880,91.080,0.000,0.000,81.001,168.309,110.653,145.491
C881,91.284,0.000,0.000,80.569,168.572,110.568,143.707
C882,91.488,0.000,0.000,80.136,168.835,110.482,141.922
C883,91.692,0.000,0.000,79.703,169.098,110.396,140.138
C884,91.896,0.000,0.000,79.270,169.361,110.310,138.354
C885,92.101,0.000,0.000,78.837,169.624,110.224,136.570
