Filename,17500x_e.tif,9700x_d.tif,9700x_d.tif,7400x_g.tif,7400x_f.tif,7400x_b.tif,7400x_a.tif
C1324,81.081,0.000,0.000,0.000,0.000,0.000,107.901
C1325,80.573,0.000,0.000,0.000,0.000,0.000,107.543
C1326,80.065,0.000,0.000,0.000,0.000,0.000,107.185
C1327,79.557,0.000,0.000,0.000,0.000,0.000,106.827
C1328,79.050,0.000,0.000,0.000,0.000,0.000,106.469
C1329,78.542,0.000,0.000,0.000,0.000,0.000,106.111
C1330,78.034,0.000,0.000,0.000,0.000,0.000,105.753
C1331,77.526,0.000,0.000,0.000,0.000,0.000,105.395
C1332,77.018,0.000,0.000,0.000,0.000,0.000,105.037
C1333,76.510,0.000,0.000,0.000,0.000,0.000,104.678
C1334,76.003,0.000,0.000,0.000,0.000,0.000,104.320
C1335,75.495,0.000,0.000,0.000,0.000,0.000,103.962
C1336,74.987,0.000,0.000,0.000,0.000,0.000,103.604
C1337,74.479,0.000,0.000,0.000,0.000,0.000,103.246
C1338,73.971,0.000,0.000,0.000,0.000,0.000,102.888
C1339,73.463,0.000,0.000,0.000,0.000,0.000,102.530
C1340,72.956,0.000,0.000,0.000,0.000,0.000,102.172
C1341,72.448,0.000,0.000,0.000,0.000,0.000,101.814
C1342,71.940,0.000,0.000,0.000,0.000,0.000,101.456
C1343,71.432,0.000,0.000,0.000,0.000,0.000,101.098
C1344,70.924,0.000,0.000,0.000,0.000,0.000,100.740
C1345,70.416,0.000,0.000,0.000,0.000,0.000,100.382
C1346,69.909,0.000,0.000,0.000,0.000,0.000,100.024
C1347,69.401,0.000,0.000,0.000,0.000,0.000,99.665
C1348,68.893,0.000,0.000,0.000,0.000,0.000,99.307
C1349,68.385,0.000,0.000,0.000,0.000,0.000,98.949
C1350,67.877,0.000,0.000,0.000,0.000,0.000,98.591
C1351,67.369,0.000,0.000,0.000,0.000,0.000,98.233
C1352,66.862,0.000,0.000,0.000,0.000,0.000,97.875
C1353,66.354,0.000,0.000,0.000,0.000,0.000,97.517
C1354,65.846,0.000,0.000,0.000,0.000,0.000,97.159
C1355,65.338,0.000,0.000,0.000,0.000,0.000,96.801
C1356,64.830,0.000,0.000,0.000,0.000,0.000,96.443
C1357,64.322,0.000,0.000,0.000,0.000,0.000,96.085
C1358,63.815,0.000,0.000,0.000,0.000,0.000,95.727
C1359,63.307,0.000,0.000,0.000,0.000,0.000,95.369
C1360,62.799,0.000,0.000,0.000,0.000,0.000,95.010
C1361,62.291,0.000,0.000,0.000,0.000,0.000,94.652
C1362,61.783,0.000,0.000,0.000,0.000,0.000,94.294
C1363,61.275,0.000,0.000,0.000,0.000,0.000,93.936
C1364,60.767,0.000,0.000,0.000,0.000,0.000,93.578
C1365,60.260,0.000,0.000,0.000,0.000,0.000,93.220
C1366,59.752,0.000,0.000,0.000,0.000,0.000,92.862
C1367,59.244,0.000,0.000,0.000,0.000,0.000,92.504
C1368,58.736,0.000,0.000,0.000,0.000,0.000,92.146
C1369,58.228,0.000,0.000,0.000,0.000,0.000,91.788
C1370,57.720,0.000,0.000,0.000,0.000,0.000,91.430
C1371,57.213,0.000,0.000,0.000,0.000,0.000,91.072
C1372,56.705,0.000,0.000,0.000,0.000,0.000,90.714
C1373,56.197,0.000,0.000,0.000,0.000,0.000,90.355
C1374,55.689,0.000,0.000,0.000,0.000,0.000,89.997
C1375,55.181,0.000,0.000,0.000,0.000,0.000,90.011
C1376,54.673,0.000,0.000,0.000,0.000,0.000,90.217
C1377,54.166,0.000,0.000,0.000,0.000,0.000,90.423
C1378,53.658,0.000,0.000,0.000,0.000,0.000,90.629
C1379,53.150,0.000,0.000,0.000,0.000,0.000,90.835
C1380,52.642,0.000,0.000,0.000,0.000,0.000,91.042
C1381,52.134,0.000,0.000,0.000,0.000,0.000,91.248
C1382,51.626,0.000,0.000,0.000,0.000,0.000,91.454
C1383,51.119,0.000,0.000,0.000,0.000,0.000,91.660
C1384,50.611,0.000,0.000,0.000,0.000,0.000,91.867
C1385,50.103,0.000,0.000,0.000,0.000,0.000,92.073
C1386,49.595,0.000,0.000,0.000,0.000,0.000,92.279
C1387,49.087,0.000,0.000,0.000,0.000,0.000,92.485
C1388,48.579,0.000,0.000,0.000,0.000,0.000,92.691
C1389,48.072,0.000,0.000,0.000,0.000,0.000,92.898
C1390,47.564,0.000,0.000,0.000,0.000,0.000,93.104
C1391,47.056,0.000,0.000,0.000,0.000,0.000,93.310
C1392,46.548,0.000,0.000,0.000,0.000,0.000,93.516
C1393,46.040,0.000,0.000,0.000,0.000,0.000,93.723
C1394,45.532,0.000,0.000,0.000,0.000,0.000,93.929
C1395,45.025,0.000,0.000,0.000,0.000,0.000,94.135
C1396,44.517,0.000,0.000,0.000,0.000,0.000,94.341
C1397,44.009,0.000,0.000,0.000,0.000,0.000,94.548
C1398,43.501,0.000,0.000,0.000,0.000,0.000,94.754
C1399,42.993,0.000,0.000,0.000,0.000,0.000,94.960
C1400,42.485,0.000,0.000,0.000,0.000,0.000,95.166
C1401,41.978,0.000,0.000,0.000,0.000,0.000,95.372
C1402,41.470,0.000,0.000,0.000,0.000,0.000,95.579
C1403,40.962,0.000,0.000,0.000,0.000,0.000,95.785
C1404,40.454,0.000,0.000,0.000,0.000,0.000,95.991
C1405,39.946,0.000,0.000,0.000,0.000,0.000,96.197
C1406,39.438,0.000,0.000,0.000,0.000,0.000,96.404
C1407,38.931,0.000,0.000,0.000,0.000,0.000,96.610
C1408,38.423,0.000,0.000,0.000,0.000,0.000,96.816
C1409,37.915,0.000,0.000,0.000,0.000,0.000,97.022
C1410,37.407,0.000,0.000,0.000,0.000,0.000,97.228
C1411,36.899,0.000,0.000,0.000,0.000,0.000,97.435
C1412,36.473,0.000,0.000,0.000,0.000,0.000,97.641
C1413,36.151,0.000,0.000,0.000,0.000,0.000,97.847
C1414,35.828,0.000,0.000,0.000,0.000,0.000,98.053
C1415,35.506,0.000,0.000,0.000,0.000,0.000,98.260
C1416,35.183,0.000,0.000,0.000,0.000,0.000,98.466
C1417,34.861,0.000,0.000,0.000,0.000,0.000,98.672
C1418,34.539,0.000,0.000,0.000,0.000,0.000,98.878
C1419,34.216,0.000,0.000,0.000,0.000,0.000,99.084
C1420,33.894,0.000,0.000,0.000,0.000,0.000,99.291
C1421,33.571,0.000,0.000,0.000,0.000,0.000,99.497
C1422,33.249,0.000,0.000,0.000,0.000,0.000,99.703
C1423,32.926,0.000,0.000,0.000,0.000,0.000,99.909
C1424,32.604,0.000,0.000,0.000,0.000,0.000,100.116
C1425,32.281,0.000,0.000,0.000,0.000,0.000,101.548
C1426,31.959,0.000,0.000,0.000,0.000,0.000,103.230
C1427,31.636,0.000,0.000,0.000,0.000,0.000,104.912
C1428,31.314,0.000,0.000,0.000,0.000,0.000,106.594
C1429,30.992,0.000,0.000,0.000,0.000,0.000,108.276
C1430,30.669,0.000,0.000,0.000,0.000,0.000,109.958
C1431,30.347,0.000,0.000,0.000,0.000,0.000,111.639
C1432,30.024,0.000,0.000,0.000,0.000,0.000,113.321
C1433,29.702,0.000,0.000,0.000,0.000,0.000,115.003
C1434,29.669,0.000,0.000,0.000,0.000,0.000,116.685
C1435,29.748,0.000,0.000,0.000,0.000,0.000,118.367
C1436,29.828,0.000,0.000,0.000,0.000,0.000,120.049
C1437,29.907,0.000,0.000,0.000,0.000,0.000,121.731
C1438,29.987,0.000,0.000,0.000,0.000,0.000,123.413
C1439,30.067,0.000,0.000,0.000,0.000,0.000,125.094
C1440,30.146,0.000,0.000,0.000,0.000,0.000,126.776
C1441,30.226,0.000,0.000,0.000,0.000,0.000,128.458
C1442,30.306,0.000,0.000,0.000,0.000,0.000,130.140
C1443,30.385,0.000,0.000,0.000,0.000,0.000,131.822
C1444,30.465,0.000,0.000,0.000,0.000,0.000,133.504
C1445,30.544,0.000,0.000,0.000,0.000,0.000,135.186
C1446,30.624,0.000,0.000,0.000,0.000,0.000,0.000
C1447,30.704,0.000,0.000,0.000,0.000,0.000,0.000
C1448,30.783,0.000,0.000,0.000,0.000,0.000,0.000
C1449,30.863,0.000,0.000,0.000,0.000,0.000,0.000
C1450,30.942,0.000,0.000,0.000,0.000,0.000,0.000
C1451,31.022,0.000,0.000,0.000,0.000,0.000,0.000
C1452,31.102,0.000,0.000,0.000,0.000,0.000,0.000
C1453,31.181,0.000,0.000,0.000,0.000,0.000,0.000
C1454,31.261,0.000,0.000,0.000,0.000,0.000,0.000
C1455,31.340,0.000,0.000,0.000,0.000,0.000,0.000
C1456,31.420,0.000,0.000,0.000,0.000,0.000,0.000
C1457,31.500,0.000,0.000,0.000,0.000,0.000,0.000
C1458,31.579,0.000,0.000,0.000,0.000,0.000,0.000
C1459,31.659,0.000,0.000,0.000,0.000,0.000,0.000
C1460,31.738,0.000,0.000,0.000,0.000,0.000,0.000
C1461,31.818,0.000,0.000,0.000,0.000,0.000,0.000
C1462,31.898,0.000,0.000,0.000,0.000,0.000,0.000
C1463,31.977,0.000,0.000,0.000,0.000,0.000,0.000
C1464,32.057,0.000,0.000,0.000,0.000,0.000,0.000
C1465,32.137,0.000,0.000,0.000,0.000,0.000,0.000
C1466,32.216,0.000,0.000,0.000,0.000,0.000,0.000
C1467,32.296,0.000,0.000,0.000,0.000,0.000,0.000
C1468,32.375,0.000,0.000,0.000,0.000,0.000,0.000
C1469,32.455,0.000,0.000,0.000,0.000,0.000,0.000
C1470,32.535,0.000,0.000,0.000,0.000,0.000,0.000
C1471,32.614,0.000,0.000,0.000,0.000,0.000,0.000
C1472,32.694,0.000,0.000,0.000,0.000,0.000,0.000
C1473,32.773,0.000,0.000,0.000,0.000,0.000,0.000
C1474,32.853,0.000,0.000,0.000,0.000,0.000,0.000
C1475,32.933,0.000,0.000,0.000,0.000,0.000,0.000
C1476,33.012,0.000,0.000,0.000,0.000,0.000,0.000
C1477,33.092,0.000,0.000,0.000,0.000,0.000,0.000
C1478,33.171,0.000,0.000,0.000,0.000,0.000,0.000
C1479,33.251,0.000,0.000,0.000,0.000,0.000,0.000
C1480,33.331,0.000,0.000,0.000,0.000,0.000,0.000
C1481,33.410,0.000,0.000,0.000,0.000,0.000,0.000
C1482,33.490,0.000,0.000,0.000,0.000,0.000,0.000
C1483,33.570,0.000,0.000,0.000,0.000,0.000,0.000
C1484,33.649,0.000,0.000,0.000,0.000,0.000,0.000
C1485,33.729,0.000,0.000,0.000,0.000,0.000,0.000
C1486,33.808,0.000,0.000,0.000,0.000,0.000,0.000
C1487,33.888,0.000,0.000,0.000,0.000,0.000,0.000
C1488,33.968,0.000,0.000,0.000,0.000,0.000,0.000
C1489,34.047,0.000,0.000,0.000,0.000,0.000,0.000
C1490,34.127,0.000,0.000,0.000,0.000,0.000,0.000
C1491,34.206,0.000,0.000,0.000,0.000,0.000,0.000
C1492,34.286,0.000,0.000,0.000,0.000,0.000,0.000
C1493,34.366,0.000,0.000,0.000,0.000,0.000,0.000
C1494,34.445,0.000,0.000,0.000,0.000,0.000,0.000
C1495,34.525,0.000,0.000,0.000,0.000,0.000,0.000
C1496,34.604,0.000,0.000,0.000,0.000,0.000,0.000
