 ,Filename,Avg distance,Std deviation
1,9700c.tif,485.624,22.744
2,9700d.tif,537.722,20.306
3,9700x.tif,481.694,21.145
4,9700x.tif,702.214,4.623
5,9700xh.tif,873.788,49.985
6,9700xh.tif,847.484,116.542
7,9700x_r.tif,1135.987,54.275
